;Latitude;Longitude;sum;uncert
1649;"53°5'35.0""";"116°40'0.0""";99,92;1
1650;"69°36'0.0""";"150°32'0.0""";100,41;1
1651;"52°19'55.0""";"115°58'0.0""";99,43;3
1652;"50°41'0.0""";"136°28'0.0""";99,64;2
1653;"49°38'0.0""";"108°27'0.0""";100,5;2
1654;"45°38'50.0""";"137°25'35.0""";100,15;1
1655;"61°44'0.0""";"153°19'0.0""";100;1
1656;"61°1'0.0""";"150°7'0.0""";100,57;2
1657;"50°8'0.0""";"110°11'0.0""";100,38;1
1658;"62°11'0.0""";"146°8'0.0""";99,95;1
1659;"67°54'0.0""";"178°6'0.0""";100,11;1
1660;"47°11'0.0""";"135°19'0.0""";100,35;1
1661;"50°52'0.0""";"108°27'0.0""";99,84;1
1662;"50°16'20.0""";"107°35'0.0""";99,96;1
1663;"51°24'0.0""";"110°20'0.0""";99,67;2
1664;"47°15'0.0""";"104°27'30.0""";100,55;2
1665;"60°7'0.0""";"144°43'0.0""";99,92;1
1666;"49°49'0.0""";"111°48'0.0""";99,45;3
1667;"57°38'0.0""";"138°7'0.0""";100,35;1
1668;"66°6'0.0""";"-169°45'0.0""";99,98;1
1669;"49°38'0.0""";"112°14'0.0""";99,6;2
1670;"66°6'0.0""";"129°23'0.0""";99,73;2
1671;"66°4'0.0""";"-172°29'0.0""";99,94;1
1672;"44°59'30.0""";"135°56'40.0""";100;1
1673;"50°3'0.0""";"139°43'0.0""";99,67;2
1674;"48°37'30.0""";"111°56'0.0""";99,71;2
1675;"69°23'0.0""";"145°40'0.0""";100,1;1
1676;"50°38'0.0""";"136°9'0.0""";100,26;1
1677;"67°23'0.0""";"169°14'0.0""";100,41;1
1678;"45°21'40.0""";"134°38'55.0""";100,31;1
1679;"52°50'30.0""";"114°14'0.0""";99,43;3
1680;"50°16'10.0""";"107°30'10.0""";100,38;1
1681;"44°30'30.0""";"135°11'25.0""";99,91;1
1682;"42°57'40.0""";"134°1'40.0""";99,88;1
1683;"65°16'0.0""";"-174°23'0.0""";100,17;1
1684;"67°50'0.0""";"-178°53'0.0""";99,94;1
1685;"53°43'30.0""";"115°19'40.0""";99,66;2
1686;"46°35'0.0""";"135°55'0.0""";100,49;1
1687;"54°6'30.0""";"116°36'5.0""";100,24;1
1688;"50°16'30.0""";"107°29'40.0""";100,12;1
1689;"59°49'0.0""";"144°28'0.0""";100,56;2
1690;"50°36'0.0""";"113°54'0.0""";99,48;3
1691;"61°3'0.0""";"150°7'0.0""";100,41;1
1692;"61°48'0.0""";"146°33'0.0""";100,09;1
1693;"61°43'0.0""";"156°29'0.0""";99,63;2
1694;"43°18'0.0""";"133°3'30.0""";100,6;2
1695;"52°42'30.0""";"112°46'30.0""";99,65;2
1696;"66°12'0.0""";"139°35'0.0""";99,61;2
1697;"53°43'0.0""";"115°12'10.0""";99,77;1
1698;"63°37'0.0""";"175°38'0.0""";99,9;1
1699;"60°6'0.0""";"144°44'0.0""";100,31;1
1700;"43°6'45.0""";"134°20'20.0""";100,69;2
1701;"67°18'0.0""";"134°31'0.0""";99,71;2
1702;"53°46'0.0""";"115°27'40.0""";99,73;2
1703;"64°16'0.0""";"168°48'25.0""";100,42;1
1704;"55°7'20.0""";"115°41'30.0""";99,55;2
1705;"45°48'0.0""";"111°16'0.0""";99,76;1
1706;"69°20'0.0""";"142°0'0.0""";100,02;1
1707;"66°7'0.0""";"141°5'0.0""";100,6;2
1708;"51°19'0.0""";"109°22'0.0""";100,25;1
1709;"50°16'30.0""";"107°30'0.0""";99,33;3
1710;"66°10'0.0""";"129°22'0.0""";99,62;2
1711;"54°53'40.0""";"117°33'0.0""";100,22;1
1712;"62°9'0.0""";"149°17'0.0""";99,51;2
1713;"49°40'0.0""";"111°6'0.0""";99,65;2
1714;"51°44'0.0""";"107°33'50.0""";100,43;1
1715;"52°49'20.0""";"117°20'40.0""";100,07;1
1716;"44°29'15.0""";"136°7'10.0""";99,89;1
1717;"44°42'10.0""";"135°10'50.0""";99,48;3
1718;"64°22'0.0""";"144°58'0.0""";100,17;1
1719;"47°29'54.0""";"138°14'58.0""";100,55;2
1720;"46°56'30.0""";"137°20'40.0""";99,85;1
1721;"67°19'0.0""";"134°23'0.0""";100,19;1
1722;"61°25'0.0""";"155°40'0.0""";100,34;1
1723;"53°9'50.0""";"119°20'30.0""";100,17;1
1724;"65°7'0.0""";"-175°33'0.0""";100,23;1
1725;"51°18'0.0""";"112°7'0.0""";99,83;1
1726;"51°20'0.0""";"110°22'0.0""";100,09;1
1727;"69°58'0.0""";"134°6'0.0""";99,48;3
1728;"44°31'5.0""";"135°9'40.0""";99,56;2
1729;"50°17'0.0""";"107°20'0.0""";99,51;2
1730;"52°26'40.0""";"109°35'0.0""";99,12;3
1731;"47°27'24.0""";"138°17'12.0""";99,61;2
1732;"45°38'30.0""";"134°47'0.0""";99,65;2
1733;"62°34'0.0""";"141°17'0.0""";99,93;1
1734;"69°39'30.0""";"141°38'0.0""";100,1;1
1735;"66°7'0.0""";"129°22'0.0""";100,01;1
1736;"43°37'30.0""";"135°12'20.0""";99,79;1
1737;"51°1'0.0""";"110°11'0.0""";100;1
1738;"55°1'25.0""";"119°56'50.0""";99,48;3
1739;"49°57'0.0""";"112°40'0.0""";99,88;1
1740;"43°37'12.0""";"135°11'20.0""";99,87;1
1741;"51°55'0.0""";"113°41'0.0""";99,49;3
1742;"53°12'30.0""";"119°1'10.0""";99,54;2
1743;"53°57'40.0""";"115°34'10.0""";100,09;1
1744;"45°50'0.0""";"111°12'30.0""";100,28;1
1745;"66°59'0.0""";"157°50'30.0""";99,74;2
1746;"69°56'0.0""";"134°3'0.0""";100,44;1
1747;"53°47'20.0""";"115°26'30.0""";99,54;2
1748;"51°1'0.0""";"112°56'0.0""";100,17;1
1749;"60°37'0.0""";"138°59'0.0""";99,52;2
1750;"51°0'0.0""";"112°33'0.0""";100,17;1
1751;"43°48'50.0""";"135°28'20.0""";99,56;2
1752;"52°42'30.0""";"112°46'30.0""";99,49;3
1753;"66°15'0.0""";"138°12'0.0""";99,65;2
1754;"53°57'40.0""";"115°34'10.0""";99,44;3
1755;"61°18'0.0""";"144°27'0.0""";100,2;1
1756;"56°20'0.0""";"118°16'20.0""";99,83;1
1757;"53°40'0.0""";"115°6'40.0""";99,99;1
1758;"44°29'15.0""";"136°7'10.0""";99,94;1
1759;"52°10'0.0""";"112°45'0.0""";99,83;1
1760;"50°46'0.0""";"111°25'0.0""";100,21;1
1761;"50°16'0.0""";"112°53'0.0""";99,52;2
1762;"53°31'0.0""";"118°55'15.0""";100,09;1
1763;"51°44'0.0""";"107°33'50.0""";99,53;2
1764;"52°28'0.0""";"140°19'0.0""";99,88;1
1765;"43°17'40.0""";"133°3'30.0""";100,57;2
1766;"49°38'0.0""";"111°2'0.0""";99,55;2
1767;"68°57'0.0""";"142°0'0.0""";100,03;1
1768;"52°30'0.0""";"140°19'0.0""";99,36;3
1769;"69°9'0.0""";"142°2'0.0""";99,72;2
1770;"69°26'0.0""";"145°28'0.0""";99,88;1
1771;"66°8'0.0""";"139°43'0.0""";99,57;2
1772;"43°1'30.0""";"134°8'20.0""";99,72;2
1773;"52°40'45.0""";"110°53'50.0""";99,25;3
1774;"50°17'0.0""";"138°6'0.0""";100,12;1
1775;"51°23'0.0""";"109°31'0.0""";99,53;2
1776;"51°45'0.0""";"111°39'0.0""";100,22;1
1777;"69°8'0.0""";"178°11'0.0""";99,39;3
1778;"68°34'0.0""";"138°15'0.0""";99,62;2
1779;"63°50'56.0""";"166°15'56.0""";100,14;1
1780;"45°59'25.0""";"136°12'40.0""";99,84;1
1781;"54°13'20.0""";"117°45'0.0""";99,87;1
1782;"63°51'40.0""";"167°42'0.0""";99,53;2
1783;"50°5'0.0""";"109°35'0.0""";100,53;2
1784;"47°16'40.0""";"138°45'45.0""";99,97;1
1785;"43°48'35.0""";"135°27'35.0""";99,64;2
1786;"66°22'0.0""";"-176°36'0.0""";100,18;1
1787;"46°52'30.0""";"105°43'0.0""";99,58;2
1788;"67°58'0.0""";"-179°20'0.0""";100,01;1
1789;"62°50'0.0""";"155°31'0.0""";99,91;1
1790;"51°20'0.0""";"110°22'0.0""";99,88;1
1791;"68°2'0.0""";"136°44'0.0""";99,78;1
1792;"54°52'50.0""";"117°31'50.0""";99,54;2
1793;"64°41'0.0""";"-175°29'0.0""";99,93;1
1794;"70°7'0.0""";"134°52'0.0""";100,11;1
1795;"53°31'0.0""";"118°49'30.0""";100,04;1
1796;"54°18'0.0""";"138°42'0.0""";99,99;1
1797;"45°38'30.0""";"134°46'30.0""";100,58;2
1798;"69°53'0.0""";"133°44'0.0""";100,43;1
1799;"43°17'30.0""";"133°3'30.0""";100,04;1
1800;"51°23'0.0""";"109°27'0.0""";100,37;1
1801;"53°41'0.0""";"115°8'30.0""";99,99;1
1802;"47°38'0.0""";"138°11'0.0""";100,43;1
1803;"51°26'0.0""";"113°27'0.0""";99,68;2
1804;"43°47'0.0""";"135°26'10.0""";99,51;2
1805;"68°48'0.0""";"165°18'0.0""";99,84;1
1806;"44°28'30.0""";"136°5'50.0""";99,67;2
1807;"52°27'0.0""";"115°24'55.0""";99,49;3
1808;"69°58'0.0""";"137°58'0.0""";99,55;2
1809;"64°24'0.0""";"141°16'0.0""";100,04;1
1810;"47°27'0.0""";"138°4'30.0""";100,26;1
1811;"69°27'0.0""";"145°56'0.0""";99,54;2
1812;"50°21'0.0""";"136°11'0.0""";99,76;1
1813;"51°19'0.0""";"109°21'0.0""";100,16;1
1814;"43°56'50.0""";"135°29'40.0""";99,22;3
1815;"62°14'0.0""";"174°16'0.0""";99,55;2
1816;"65°26'0.0""";"-174°8'0.0""";100,3;1
1817;"50°23'0.0""";"112°40'0.0""";99,71;2
1818;"63°16'0.0""";"158°58'0.0""";100,18;1
1819;"49°37'0.0""";"108°43'0.0""";100,18;1
1820;"51°10'0.0""";"112°58'0.0""";99,99;1
1821;"47°11'35.0""";"137°27'30.0""";99,49;3
1822;"69°40'0.0""";"170°24'0.0""";100,35;1
1823;"57°43'0.0""";"139°32'0.0""";99,74;2
1824;"49°29'0.0""";"139°6'0.0""";99,46;3
1825;"55°22'0.0""";"118°27'30.0""";99,65;2
1826;"47°27'24.0""";"138°17'12.0""";99,48;3
1827;"50°9'0.0""";"110°28'0.0""";99,47;3
1828;"45°39'15.0""";"135°21'15.0""";99,82;1
1829;"67°23'0.0""";"167°17'0.0""";100,41;1
1830;"66°11'0.0""";"129°20'0.0""";99,59;2
1831;"59°38'0.0""";"150°33'0.0""";100,48;1
1832;"55°24'0.0""";"118°48'30.0""";99,97;1
1833;"53°46'0.0""";"115°24'40.0""";99,56;2
1834;"47°5'0.0""";"137°41'20.0""";100,37;1
1835;"43°56'20.0""";"135°30'25.0""";99,65;2
1836;"53°47'20.0""";"115°28'0.0""";99,75;1
1837;"62°8'0.0""";"146°10'0.0""";100,52;2
1838;"60°18'0.0""";"143°17'0.0""";100,31;1
1839;"60°59'0.0""";"150°3'0.0""";99,24;3
1840;"60°13'0.0""";"144°30'0.0""";99,78;1
1841;"51°37'0.0""";"111°36'0.0""";99,54;2
1842;"55°21'20.0""";"118°45'0.0""";100,44;1
1843;"53°26'6.0""";"114°19'30.0""";99,56;2
1844;"43°40'20.0""";"135°13'30.0""";99,34;3
1845;"63°33'0.0""";"164°20'0.0""";99,64;2
1846;"51°48'0.0""";"135°36'0.0""";99,87;1
1847;"50°7'0.0""";"110°1'0.0""";100,4;1
1848;"69°52'0.0""";"134°18'0.0""";100,5;2
1849;"52°50'30.0""";"117°22'20.0""";100,07;1
1850;"62°18'0.0""";"149°19'0.0""";100,01;1
1851;"53°31'20.0""";"118°56'30.0""";99,56;2
1852;"51°23'0.0""";"109°31'0.0""";100,1;1
1853;"45°35'50.0""";"135°30'30.0""";100,07;1
1854;"53°34'0.0""";"113°17'10.0""";99,52;2
1855;"69°55'0.0""";"133°47'0.0""";99,89;1
1856;"60°37'0.0""";"149°37'0.0""";99,98;1
1857;"64°16'0.0""";"172°42'0.0""";100,44;1
1858;"49°55'0.0""";"110°11'0.0""";99,49;3
1859;"69°52'0.0""";"134°1'0.0""";100,42;1
1860;"49°36'0.0""";"139°12'0.0""";100,41;1
1861;"49°41'0.0""";"110°51'0.0""";100,1;1
1862;"50°36'0.0""";"113°54'0.0""";100,05;1
1863;"46°9'15.0""";"136°2'15.0""";100,42;1
1864;"68°0'0.0""";"137°0'0.0""";99,55;2
1865;"43°6'53.0""";"133°25'10.0""";100,16;1
1866;"63°2'0.0""";"149°30'0.0""";100,25;1
1867;"67°32'0.0""";"168°59'0.0""";99,8;1
1868;"65°20'0.0""";"142°58'0.0""";100,43;1
1869;"44°49'40.0""";"135°57'30.0""";100,79;3
1870;"49°10'0.0""";"104°50'0.0""";99,54;2
1871;"66°42'0.0""";"-171°50'0.0""";99,82;1
1872;"50°34'0.0""";"111°11'0.0""";99,5;2
1873;"63°50'29.0""";"165°15'30.0""";100,56;2
1874;"50°1'0.0""";"111°11'0.0""";100,05;1
1875;"51°6'0.0""";"113°18'0.0""";99,74;2
1876;"51°19'0.0""";"109°22'0.0""";100,27;1
1877;"45°38'30.0""";"135°3'30.0""";100,39;1
1878;"60°42'0.0""";"138°30'0.0""";99,34;3
1879;"61°8'0.0""";"151°12'0.0""";99,75;1
1880;"45°30'0.0""";"135°53'0.0""";99,52;2
1881;"69°24'0.0""";"176°47'0.0""";99,78;1
1882;"69°57'0.0""";"171°17'0.0""";99,98;1
1883;"45°58'15.0""";"135°53'30.0""";99,93;1
1884;"53°32'0.0""";"125°49'0.0""";100,53;2
1885;"68°59'0.0""";"139°56'0.0""";99,98;1
1886;"53°45'0.0""";"115°13'30.0""";99,44;3
1887;"48°7'0.0""";"137°48'40.0""";100,57;2
1888;"55°44'50.0""";"117°53'0.0""";99,74;2
1889;"47°14'20.0""";"113°54'7.0""";99,86;1
1890;"50°10'0.0""";"108°54'0.0""";99,98;1
1891;"46°56'30.0""";"105°32'5.0""";99,81;1
1892;"68°0'0.0""";"136°29'0.0""";99,51;2
1893;"69°33'0.0""";"162°21'0.0""";99,99;1
1894;"55°9'0.0""";"156°55'30.0""";99,99;1
1895;"45°13'35.0""";"134°25'40.0""";100,72;2
1896;"68°16'0.0""";"166°24'0.0""";100,17;1
1897;"53°40'50.0""";"116°0'20.0""";99,9;1
1898;"55°49'0.0""";"118°57'50.0""";100,08;1
1899;"49°38'0.0""";"111°3'0.0""";99,91;1
1900;"64°17'30.0""";"168°30'50.0""";99,47;3
1901;"64°17'30.0""";"168°30'50.0""";99,47;3
1902;"50°19'0.0""";"112°47'0.0""";99,91;1
1903;"69°29'0.0""";"141°43'0.0""";99,46;3
1904;"50°59'0.0""";"112°53'0.0""";99,74;2
1905;"69°26'0.0""";"149°20'0.0""";100,12;1
1906;"45°34'0.0""";"108°40'0.0""";99,38;3
1907;"67°51'0.0""";"179°37'0.0""";100;1
1908;"50°24'0.0""";"138°46'0.0""";100,37;1
1909;"68°58'0.0""";"137°58'0.0""";99,57;2
1910;"63°16'0.0""";"151°5'0.0""";99,67;2
1911;"53°55'20.0""";"115°50'50.0""";99,83;1
1912;"51°20'50.0""";"110°26'0.0""";99,97;1
1913;"51°21'0.0""";"108°32'40.0""";99,99;1
1914;"50°14'0.0""";"111°6'0.0""";99,82;1
1915;"68°1'0.0""";"170°17'0.0""";99,55;2
1916;"51°21'0.0""";"108°32'0.0""";100,19;1
1917;"49°35'0.0""";"109°32'0.0""";99,44;3
1918;"43°48'35.0""";"135°27'35.0""";100,08;1
1919;"52°2'30.0""";"114°22'30.0""";100,29;1
1920;"47°52'0.0""";"136°0'0.0""";100,3;1
1921;"52°59'40.0""";"110°9'30.0""";99,05;3
1922;"60°28'0.0""";"144°41'0.0""";99,91;1
1923;"53°42'50.0""";"115°22'0.0""";99,6;2
1924;"69°36'0.0""";"170°22'0.0""";99,74;2
1925;"60°13'0.0""";"142°44'0.0""";99,53;2
1926;"70°46'0.0""";"160°51'0.0""";100,39;1
1927;"69°38'0.0""";"170°55'0.0""";100,73;2
1928;"53°14'0.0""";"140°56'0.0""";100,33;1
1929;"53°31'30.0""";"118°58'0.0""";99,92;1
1930;"49°35'0.0""";"134°7'0.0""";100,4;1
1931;"52°15'25.0""";"115°40'45.0""";99,9;1
1932;"53°47'20.0""";"115°26'50.0""";100,01;1
1933;"49°31'0.0""";"109°20'0.0""";99,56;2
1934;"61°21'0.0""";"148°21'0.0""";100,35;1
1935;"46°57'40.0""";"137°4'37.0""";99,85;1
1936;"66°15'0.0""";"139°48'0.0""";99,82;1
1937;"53°14'30.0""";"111°56'20.0""";100,49;1
1938;"53°41'20.0""";"115°9'0.0""";99,55;2
1939;"45°11'40.0""";"134°37'20.0""";100,24;1
1940;"66°21'0.0""";"137°50'0.0""";99,83;1
1941;"50°7'0.0""";"110°55'0.0""";99,88;1
1942;"69°20'0.0""";"149°10'0.0""";100,13;1
1943;"51°23'0.0""";"109°31'0.0""";99,82;1
1944;"69°51'0.0""";"133°54'0.0""";99,62;2
1945;"45°52'30.0""";"134°59'10.0""";99,59;2
1946;"50°1'0.0""";"111°10'0.0""";99,66;2
1947;"53°15'30.0""";"111°56'50.0""";100,49;1
1948;"51°8'0.0""";"112°56'0.0""";100,3;1
1949;"52°46'40.0""";"114°30'40.0""";100,91;3
1950;"53°45'10.0""";"115°17'10.0""";100,14;1
1951;"42°59'42.0""";"134°5'42.0""";99,79;1
1952;"47°20'36.0""";"138°26'48.0""";99,74;2
1953;"68°48'0.0""";"137°59'0.0""";99,3;3
1954;"51°16'0.0""";"113°39'0.0""";99,63;2
1955;"69°43'0.0""";"164°5'0.0""";100,3;1
1956;"51°7'0.0""";"113°5'0.0""";99,97;1
1957;"52°58'0.0""";"110°13'0.0""";99,68;2
1958;"49°56'0.0""";"112°26'0.0""";100,05;1
1959;"56°4'35.0""";"118°47'30.0""";99,86;1
1960;"50°42'0.0""";"136°14'0.0""";99,97;1
1961;"68°25'0.0""";"-179°50'0.0""";100,42;1
1962;"43°48'30.0""";"135°27'40.0""";100,27;1
1963;"51°9'0.0""";"112°57'0.0""";100,01;1
1964;"51°12'0.0""";"112°51'0.0""";99,61;2
1965;"52°24'30.0""";"114°17'0.0""";99,99;1
1966;"50°20'0.0""";"112°50'0.0""";99,44;3
1967;"54°9'50.0""";"116°17'30.0""";99,68;2
1968;"43°42'5.0""";"135°16'20.0""";99,19;3
1969;"66°6'0.0""";"129°23'0.0""";99,8;1
1970;"51°21'50.0""";"110°28'15.0""";99,33;3
1971;"53°37'30.0""";"118°41'0.0""";100,34;1
1972;"53°30'30.0""";"157°9'30.0""";100,42;1
1973;"67°28'18.0""";"177°42'6.0""";99,47;3
1974;"60°15'30.0""";"141°59'50.0""";100,42;1
1975;"47°51'0.0""";"136°10'0.0""";100,44;1
1976;"48°38'0.0""";"138°28'0.0""";99,76;1
1977;"44°48'40.0""";"135°7'10.0""";100,19;1
1978;"54°42'0.0""";"117°48'30.0""";100,56;2
1979;"43°8'50.0""";"134°25'0.0""";99,56;2
1980;"62°51'0.0""";"149°48'0.0""";99,63;2
1981;"59°37'0.0""";"150°38'0.0""";99,99;1
1982;"49°43'0.0""";"109°48'0.0""";100,03;1
1983;"43°3'30.0""";"132°45'40.0""";100,36;1
1984;"50°56'0.0""";"113°18'0.0""";99,62;2
1985;"66°25'0.0""";"-178°55'0.0""";99,58;2
1986;"50°26'0.0""";"109°17'0.0""";100,37;1
1987;"69°59'0.0""";"137°59'0.0""";99,58;2
1988;"69°19'0.0""";"171°30'0.0""";99,91;1
1989;"55°57'45.0""";"117°13'25.0""";99,49;3
1990;"44°39'20.0""";"134°22'30.0""";99,98;1
1991;"54°58'0.0""";"126°2'0.0""";99,85;1
1992;"47°23'48.0""";"138°3'6.0""";99,74;2
1993;"51°43'20.0""";"107°41'0.0""";100,24;1
1994;"68°14'0.0""";"166°24'0.0""";100,21;1
1995;"67°20'18.0""";"177°45'18.0""";99,57;2
1996;"66°33'0.0""";"-178°58'0.0""";100,11;1
1997;"51°55'10.0""";"115°20'30.0""";99,93;1
1998;"64°40'36.0""";"165°0'18.0""";100,57;2
1999;"53°55'30.0""";"115°45'30.0""";100,2;1
2000;"52°29'15.0""";"117°29'0.0""";99,57;2
2001;"51°19'0.0""";"109°22'0.0""";99,54;2
2002;"43°57'30.0""";"135°5'30.0""";100,12;1
2003;"64°27'30.0""";"163°16'0.0""";99,61;2
2004;"61°41'0.0""";"150°27'0.0""";100,04;1
2005;"47°2'30.0""";"105°25'0.0""";99,83;1
2006;"61°32'0.0""";"144°4'0.0""";99,62;2
2007;"66°30'0.0""";"-179°5'0.0""";99,82;1
2008;"50°27'0.0""";"108°38'0.0""";99,69;2
2009;"65°17'0.0""";"-172°12'0.0""";99,51;2
2010;"61°45'0.0""";"151°44'0.0""";100,72;2
2011;"52°23'20.0""";"109°31'45.0""";99,94;1
2012;"45°45'0.0""";"135°28'0.0""";100,14;1
2013;"52°47'7.0""";"116°39'57.0""";99,77;1
2014;"50°26'0.0""";"135°19'0.0""";100,17;1
2015;"66°25'0.0""";"138°35'0.0""";99,62;2
2016;"46°56'2.0""";"137°21'10.0""";99,83;1
2017;"66°15'0.0""";"139°45'0.0""";99,74;2
2018;"62°7'0.0""";"149°23'0.0""";99,56;2
2019;"50°56'0.0""";"113°18'0.0""";99,54;2
2020;"49°30'0.0""";"109°30'0.0""";99,99;1
2021;"54°4'30.0""";"117°50'0.0""";100,21;1
2022;"65°55'0.0""";"135°45'0.0""";99,79;1
2023;"70°29'0.0""";"141°34'0.0""";99,82;1
2024;"47°0'0.0""";"105°20'0.0""";99,36;3
2025;"51°7'0.0""";"113°9'0.0""";100,52;2
2026;"46°50'0.0""";"118°21'0.0""";99,6;2
2027;"62°17'0.0""";"159°11'0.0""";99,93;1
2028;"49°37'12.0""";"107°40'0.0""";99,72;2
2029;"69°56'0.0""";"171°5'0.0""";99,79;1
2030;"46°50'0.0""";"105°59'0.0""";100,12;1
2031;"52°44'0.0""";"110°55'40.0""";99,2;3
2032;"52°15'30.0""";"114°25'35.0""";99,86;1
2033;"43°40'0.0""";"135°13'30.0""";99,45;3
2034;"66°38'0.0""";"153°28'0.0""";100,5;2
2035;"69°36'0.0""";"170°24'0.0""";99,91;1
2036;"43°42'5.0""";"135°16'20.0""";99,85;1
2037;"46°48'45.0""";"136°55'50.0""";99,93;1
2038;"43°40'36.0""";"135°16'50.0""";99,58;2
2039;"53°59'40.0""";"119°17'30.0""";99,69;2
2040;"46°38'10.0""";"105°44'40.0""";100,27;1
2041;"52°1'45.0""";"114°20'55.0""";99,34;3
2042;"51°4'0.0""";"113°13'0.0""";99,4;3
2043;"51°59'0.0""";"114°42'35.0""";100,07;1
2044;"50°57'0.0""";"113°19'0.0""";99,53;2
2045;"46°3'0.0""";"135°31'20.0""";99,37;3
2046;"49°0'0.0""";"114°30'0.0""";100,36;1
2047;"69°12'0.0""";"171°33'0.0""";100,38;1
2048;"61°50'0.0""";"146°34'0.0""";99,78;1
2049;"43°49'10.0""";"135°13'0.0""";99,83;1
2050;"43°6'53.0""";"133°25'10.0""";100,09;1
2051;"68°41'0.0""";"142°3'0.0""";99,93;1
2052;"65°51'0.0""";"-170°38'0.0""";100,28;1
2053;"50°0'0.0""";"110°7'0.0""";99,43;3
2054;"64°53'0.0""";"-174°55'0.0""";100,72;2
2055;"50°31'0.0""";"135°46'0.0""";99,88;1
2056;"61°30'0.0""";"149°57'0.0""";100,42;1
2057;"47°37'15.0""";"138°7'7.0""";99,68;2
2058;"70°48'0.0""";"160°40'0.0""";100,27;1
2059;"44°31'35.0""";"136°11'28.0""";99,73;2
2060;"61°32'0.0""";"156°22'0.0""";99,86;1
2061;"61°46'0.0""";"156°25'0.0""";99,87;1
2062;"46°15'35.0""";"137°37'30.0""";99,94;1
2063;"53°22'30.0""";"157°53'0.0""";100,21;1
2064;"66°29'0.0""";"-179°7'0.0""";100,06;1
2065;"51°17'0.0""";"113°39'0.0""";99,77;1
2066;"45°38'35.0""";"135°5'0.0""";100,14;1
2067;"53°55'50.0""";"116°1'40.0""";100,23;1
2068;"51°37'0.0""";"135°41'0.0""";99,98;1
2069;"66°6'0.0""";"129°19'0.0""";100,51;2
2070;"50°30'30.0""";"103°50'0.0""";99,29;3
2071;"69°37'0.0""";"170°14'0.0""";99,24;3
2072;"54°4'30.0""";"117°50'0.0""";100,58;2
2073;"50°17'0.0""";"108°23'0.0""";100,53;2
2074;"68°6'0.0""";"179°14'0.0""";100,62;2
2075;"66°20'0.0""";"-171°8'0.0""";99,86;1
2076;"52°41'30.0""";"110°16'50.0""";99,69;2
2077;"44°32'15.0""";"136°13'12.0""";99,85;1
2078;"69°54'0.0""";"139°47'0.0""";99,2;3
2079;"68°50'0.0""";"137°58'0.0""";99,37;3
2080;"62°58'0.0""";"150°8'0.0""";100,26;1
2081;"46°48'20.0""";"137°2'30.0""";99,44;3
2082;"43°48'30.0""";"135°27'40.0""";99,44;3
2083;"44°18'10.0""";"135°43'7.0""";99,58;2
2084;"66°46'0.0""";"-178°22'0.0""";100,08;1
2085;"46°48'30.0""";"137°2'35.0""";100,26;1
2086;"47°45'0.0""";"109°20'0.0""";99,64;2
2087;"53°40'50.0""";"115°9'0.0""";99,93;1
2088;"61°50'0.0""";"151°36'0.0""";99,62;2
2089;"53°44'10.0""";"115°19'0.0""";99,88;1
2090;"44°48'50.0""";"135°1'0.0""";99,6;2
2091;"53°47'30.0""";"115°27'30.0""";99,6;2
2092;"52°45'0.0""";"114°10'30.0""";100,57;2
2093;"67°26'30.0""";"177°37'30.0""";99,59;2
2094;"54°4'30.0""";"117°50'0.0""";100,01;1
2095;"47°9'45.0""";"138°4'30.0""";100,53;2
2096;"53°59'0.0""";"119°16'30.0""";99,51;2
2097;"46°17'30.0""";"135°55'20.0""";99,48;3
2098;"52°21'0.0""";"114°54'0.0""";100,06;1
2099;"64°43'0.0""";"146°3'0.0""";100,39;1
2100;"54°5'20.0""";"117°52'50.0""";100,48;1
2101;"44°42'0.0""";"135°10'30.0""";100,24;1
2102;"55°0'0.0""";"128°12'0.0""";100,1;1
2103;"44°53'40.0""";"135°8'30.0""";99,58;2
2104;"43°40'20.0""";"135°13'20.0""";99,13;3
2105;"67°4'0.0""";"158°22'0.0""";100,27;1
2106;"45°47'0.0""";"115°48'0.0""";99,64;2
2107;"44°28'0.0""";"134°33'20.0""";100,15;1
2108;"52°21'30.0""";"115°30'40.0""";100,49;1
2109;"60°51'0.0""";"142°13'0.0""";100,66;2
2110;"46°54'0.0""";"138°22'40.0""";100,82;3
2111;"51°26'0.0""";"107°40'0.0""";100,4;1
2112;"68°49'0.0""";"165°8'0.0""";99,92;1
2113;"45°45'30.0""";"135°57'0.0""";99,99;1
2114;"47°13'48.0""";"138°3'6.0""";99,73;2
2115;"54°4'10.0""";"117°50'0.0""";99,72;2
2116;"52°29'0.0""";"117°32'50.0""";100,51;2
2117;"65°1'0.0""";"140°35'0.0""";99,48;3
2118;"61°47'0.0""";"152°35'0.0""";99,93;1
2119;"50°1'0.0""";"111°12'0.0""";100,3;1
2120;"53°42'0.0""";"115°16'10.0""";99,59;2
2121;"61°1'20.0""";"142°15'30.0""";100,43;1
2122;"54°39'50.0""";"119°46'40.0""";99,75;1
2123;"53°42'20.0""";"116°50'55.0""";99,56;2
2124;"55°44'0.0""";"122°40'0.0""";99,7;2
2125;"67°19'0.0""";"146°39'0.0""";99,81;1
2126;"43°37'20.0""";"135°11'35.0""";100,25;1
2127;"54°50'40.0""";"117°22'10.0""";100;1
2128;"68°24'0.0""";"-179°52'0.0""";100,33;1
2129;"61°10'0.0""";"142°20'0.0""";99,84;1
