;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;time;Fe-number;Mali;molmass_Al2O3;molmass_CaO;molmass_P2O5;molmass_Na2O;molmass_K2O;moles_Al2O3;moles_CaO;moles_P2O5;moles_Na2O;moles_K2O;ASI;classificated
1;311272,5661;4932929,762;54;T;"44°31'30.0""";"138°37'30.0""";;44,525;138,625;80,59850374;0,039900249;10,13466334;0,608478803;1,715710723;0,009975062;0,399002494;0,548628429;1,995012469;3,581047382;0,009975062;0,349127182;0,009975062;100;0,01;K2;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,099398424;0,009782961;7,02766E-05;0,032188004;0,038015365;peraluminous;magnesian/calcic/peraluminous
2;656538,9258;6008743,056;50;U;"54°12'10.0""";"119°24'0.0""";;54,20277778;119,4;80,27292796;0,10034116;10,13445715;0,170579972;0,561910496;0,020068232;0,40136464;0,35119406;2,307846679;5,117399157;0,05017058;0,5017058;0,010034116;100;0,01;Tr;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,099396402;0,006262376;0,000353463;0,037235345;0,054324832;peraluminous;magnesian/calcic/peraluminous
3;633468,9181;6943712,902;56;V;"62°36'0.0""";"155°36'0.0""";;62,6;155,6;79,88804478;0,049980008;9,886045582;0,159936026;1,729308277;0,019992003;0,119952019;0,139944022;0,74970012;6,147540984;0,009996002;1,019592163;0,079968013;100;0,3;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,096960039;0,002495435;7,04241E-05;0,012095839;0,06526052;peraluminous;ferroan/calcic/peraluminous
4;448679,8592;6828145,258;55;V;"61°35'0.0""";"146°2'0.0""";;61,58333333;146,0333333;79,10418115;0,039725891;9,573939815;1,142119376;0,744860463;0,099314728;0,446916278;0,66540868;3,684576423;4,220875956;0,009931473;0,258218294;0,009931473;100;0,01;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,093898978;0,011865347;6,99695E-05;0,059447829;0,0448076;peralkaline;magnesian/calcic/peralkaline
5;475912,9729;7645187,823;58;W;"68°55'0.0""";"164°24'0.0""";;68,91666667;164,4;78,70775348;0,079522863;10,17892644;0,636182903;2,584493042;0,039761431;0,049701789;1,242544732;1,510934394;3,061630219;0,009940358;1,739562624;0,159045726;100;0,28;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,099832547;0,022156646;7,00321E-05;0,024377773;0,032501382;peraluminous;ferroan/calcic/peraluminous
6;690663,1477;5619942,178;49;U;"50°42'0.0""";"113°42'0.0""";;50,7;113,7;78,89963122;0,219276388;10,91398385;0,119605303;1,694408452;0,029901326;0,159473737;0,607993621;2,990132563;3,907106548;0,119605303;0,328914582;0,009967109;100;0,01;J3;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,107041819;0,010841541;0,000842647;0,048243507;0,041476715;peraluminous;ferroan/calcic/peraluminous
7;609203,4726;5261748,623;53;T;"47°30'0.0""";"136°27'0.0""";;47,5;136,45;78,72848473;0,039797035;11,53119093;0,994925878;0,427818128;0,059695553;0,179086658;0,368122575;3,531986867;3,522037608;0,009949259;0,596955527;0,009949259;100;0,01;K2;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,113095243;0,00656424;7,00948E-05;0,056985913;0,037388934;peraluminous;magnesian/calcic/peraluminous
8;683164,6721;5345176,402;53;U;"48°14'0.0""";"137°28'0.0""";;48,23333333;137,4666667;79,05418916;0,129974005;11,65766847;1,24975005;0,849830034;0,049990002;0,179964007;1,149770046;1,699660068;3,069386123;0,289942012;0,609878024;0,009998;100;0,01;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,114335705;0,020502319;0,002042708;0,027422718;0,032583717;peraluminous;ferroan/calcic/peraluminous
9;641346,8015;5570162,307;49;U;"50°16'0.0""";"112°59'0.0""";;50,26666667;112,9833333;79,05575088;0,080361627;11,27071823;0,38171773;1,446509292;0,020090407;0,652938222;0,331491713;2,511300854;3,917629332;0,070316424;0,251130085;0,010045203;100;0,01;J3;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,110540587;0,005911051;0,000495395;0,040517923;0,041588422;peraluminous;magnesian/calcic/peraluminous
10;678727,7687;5658479,083;49;U;"51°3'0.0""";"113°33'0.0""";;51,05;113,55;78,24009556;0,099542106;11,94505276;0,179175791;0,746565797;0,019908421;0,079633685;0,408122636;2,767270555;4,678478997;0,029862632;0,79633685;0,009954211;100;0,01;J3;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,117154303;0,007277508;0,000210389;0,044647799;0,049665382;peraluminous;ferroan/calcic/peraluminous
11;481161,0385;5614645,237;49;U;"50°41'0.0""";"110°44'0.0""";;50,68333333;110,7333333;78,28081372;0,149581173;10,99920223;0,418827284;1,31631432;0,029916235;0,159553251;0,578380535;3,121260471;4,427602712;0,039888313;0,468687675;0,009972078;100;0,01;J3;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,107877621;0,01031349;0,000281022;0,050359156;0,047002152;peraluminous;ferroan/calcic/peraluminous
12;619571,0306;6800104,742;55;V;"61°19'0.0""";"149°14'0.0""";;61,31666667;149,2333333;78,52779169;0,010015023;10,92638958;0,490736104;1,001502253;0,030045068;0,380570856;2,083124687;1,892839259;4,156234352;0,010015023;0,480721082;0,010015023;100;0,14;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,107163491;0,03714559;7,05581E-05;0,030539517;0,044121384;metaluminous;magnesian/calcic/metaluminous
13;566276,9819;5115578,374;53;T;"46°11'26.0""";"135°51'32.0""";;46,19055556;135,8588889;78,47062356;0,010009008;12,30107096;0,240216195;0,870783705;0,010009008;0,090081073;0,180162146;3,793414073;3,413071765;0,050045041;0,560504454;0,010009008;100;0,01;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,120646047;0,003212592;0,000352579;0,061203841;0,036232184;peraluminous;ferroan/calcic/peraluminous
14;318562,9478;5766811,308;50;U;"52°1'20.0""";"114°21'20.0""";;52,02222222;114,3555556;77,70808443;0,049780964;11,59896456;0,696933493;0,119474313;0,029868578;0,17921147;0,746714456;4,23138192;4,082039028;0,029868578;0,517722023;0,009956193;100;0,01;J2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,113759951;0,013315165;0,000210431;0,068270118;0,043333748;metaluminous;magnesian/calc-alkalic/metaluminous
15;598835,1663;7715880,556;55;W;"69°32'0.0""";"149°32'0.0""";;69,53333333;149,5333333;78,38055053;0,190878039;11,65360659;0,361663653;0,58268033;0,030138638;0,190878039;0,612818967;2,993771348;4,540888085;0,110508338;0,341571228;0,010046213;100;0,17;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,114295867;0,010927585;0,000778557;0,048302216;0,048204757;peraluminous;magnesian/calcic/peraluminous
16;513566,3365;5820378,555;53;U;"52°32'0.0""";"135°12'0.0""";;52,53333333;135,2;77,82543641;0,229426434;10,77306733;0,239401496;2,154613466;0,049875312;0,408977556;1,117206983;3,820448878;2,842892768;0,059850374;0,46882793;0,009975062;100;0,01;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,105659742;0,019921665;0,00042166;0,061640027;0,030179329;metaluminous;ferroan/calcic/metaluminous
17;552792,7157;5984749,118;50;U;"54°0'30.0""";"117°48'20.0""";;54,00833333;117,8055556;77,66603605;0,099571841;12,12785024;0,438116101;1,473663248;0,029871552;0,199143682;0,398287364;3,425271333;4,002788012;0,009957184;0,119486209;0,009957184;100;0,01;Tr;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,118947139;0,007102128;7,01507E-05;0,055264139;0,042492442;peraluminous;ferroan/calc-alkalic/peraluminous
18;522061,3662;7719510,9;54;W;"69°35'0.0""";"141°34'0.0""";;69,58333333;141,5666667;77,60421849;0,069644811;12,19779126;0,009949259;1,114316983;0,019898518;0,228832952;0,965078102;3,283255397;4,377673863;0,029847776;0,089543329;0,009949259;100;0,01;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,119633104;0,017208953;0,000210284;0,05297282;0,046472122;peraluminous;ferroan/calcic/peraluminous
19;515237,3269;7299515,871;53;W;"65°49'0.0""";"135°20'0.0""";;65,81666667;135,3333333;77,84544728;0,039936102;13,94768371;0,019968051;0,289536741;0,009984026;0,049920128;1,327875399;2,206469649;4,063498403;0,009984026;0,17971246;0,009984026;100;0,15;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,136795642;0,023678235;7,03398E-05;0,035599704;0,043136926;peraluminous;ferroan/calcic/peraluminous
20;475043,7507;5803738,285;53;U;"52°23'0.0""";"134°38'0.0""";;52,38333333;134,6333333;78,32245103;0,06027122;12,70718232;0,090406831;1,034655952;0,090406831;0,090406831;0,582621798;3,144148669;3,495730789;0,010045203;0,361627323;0,010045203;100;0,01;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,124629093;0,010389119;7,07708E-05;0,050728439;0,037109669;peraluminous;ferroan/calcic/peraluminous
21;432282,6911;7056880,187;60;V;"63°38'0.0""";"175°38'0.0""";;63,63333333;175,6333333;77,54899035;0,119367353;12,48383567;0,109420074;1,352830001;0,009947279;1,19367353;0,377996618;4,804535959;0,954938824;0,009947279;1,02456978;0,009947279;100;0,2;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,122438561;0,006740311;7,00809E-05;0,077517521;0,010137355;peraluminous;magnesian/calcic/peraluminous
22;481567,9498;6855663,173;55;V;"61°50'0.0""";"146°39'0.0""";;61,83333333;146,65;78,13659613;0,090261759;13,00772239;0,661919567;0,862501254;0,010029084;0,16046535;0,451308796;2,778056363;3,67064487;0,030087253;0,120349012;0,020058169;100;0,19;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,12757672;0,008047589;0,000211972;0,044821819;0,038966506;peraluminous;ferroan/calcic/peraluminous
23;672166,1151;5572927,449;49;U;"50°17'0.0""";"113°25'0.0""";;50,28333333;113,4166667;78,13127258;0,090325171;11,54154958;0,150541951;1,053793657;0,02007226;0,200722601;0,401445203;3,211561622;4,716981132;0,07025291;0,401445203;0,01003613;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,113196838;0,007158438;0,000494948;0,051816096;0,05007411;peraluminous;ferroan/calc-alkalic/peraluminous
24;527350,6298;5158153,371;48;T;"46°34'35.0""";"105°21'25.0""";;46,57638889;105,3569444;77,80443911;0,149970006;11,56768646;0,029994001;1,579684063;0,009998;0,089982004;0,939812038;2,359528094;4,639072186;0,019996001;0,799840032;0,009998;100;0,03;J3;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,113453182;0,016758417;0,000140876;0,038069185;0,049247051;peraluminous;ferroan/calcic/peraluminous
25;430193,2271;5774195,538;50;U;"52°6'50.0""";"115°58'50.0""";;52,11388889;115,9805556;77,76889244;0,089964014;11,8952419;0,989604158;0,799680128;0,019992003;0,069972011;0,259896042;1,879248301;5,537784886;0,029988005;0,649740104;0,009996002;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,11666577;0,00463438;0,000211272;0,030320237;0,058787525;peraluminous;ferroan/calc-alkalic/peraluminous
26;437245,6502;7214689,079;55;W;"65°3'0.0""";"145°40'0.0""";;65,05;145,6666667;77,62147062;0,039908211;12,05227976;0,448967375;0,748278958;0,019954106;0,239449267;0,887957697;3,541853736;4,070637534;0,039908211;0,279357478;0,009977053;100;0,03;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,118205961;0,015833768;0,000281163;0,057145107;0,043212713;peraluminous;magnesian/calcic/peraluminous
27;478009,5178;6848257,474;56;V;"61°46'0.0""";"152°35'0.0""";;61,76666667;152,5833333;77,08395282;0,109029636;12,67717316;0,158588562;0,85241352;0,029735355;0,42620676;0,525324611;3,04291803;4,727921499;0,009911785;0,346912479;0,009911785;100;1,3;K1;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,12433477;0,009367415;6,98308E-05;0,04909516;0,050190249;peraluminous;magnesian/calc-alkalic/peraluminous
28;439861,7429;4931698,948;53;T;"44°32'10.0""";"134°14'35.0""";;44,53611111;134,2430556;77,49202552;0,069776715;12,75917065;0,079744817;1,066586922;0,029904306;0,099681021;0,877192982;4,655103668;2,74122807;0,009968102;0,109649123;0,009968102;100;0,54;K2;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,125138982;0,015641815;7,02276E-05;0,075106545;0,029100086;peraluminous;ferroan/calcic/peraluminous
29;366495,1096;6921409,709;60;V;"62°24'0.0""";"174°25'0.0""";;62,4;174,4166667;77,98735828;0,170562857;12,14006221;1,043443363;0,68225143;0,040132437;0,260860841;1,203973111;5,146985051;0,090297983;0,030099328;1,193940002;0,010033109;100;0,11;J-K;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,119066911;0,02146885;0,000212057;0,083042676;0,000958577;peraluminous;magnesian/calcic/peraluminous
30;626879,5444;7359939,221;53;W;"66°20'0.0""";"137°50'0.0""";;66,33333333;137,8333333;77,44765703;0,049850449;13,14057827;0,229312064;1,286141575;0,019940179;0,149551346;0,498504487;3,848454636;2,313060818;0,039880359;0,967098704;0,00997009;100;0,23;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,12887974;0,008889167;0,000280966;0,062091879;0,024554786;peraluminous;ferroan/calcic/peraluminous
31;681314,0682;5684544,233;49;U;"51°17'0.0""";"113°36'0.0""";;51,28333333;113,6;77,929374;0,180577849;11,11556982;0,250802568;1,364365971;0,020064205;0,230738363;0,601926164;3,912520064;3,812199037;0,020064205;0,55176565;0,010032103;100;0,01;J1-J2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,109018927;0,010733348;0,000141357;0,063125525;0,040469204;metaluminous;ferroan/calc-alkalic/metaluminous
32;558319,4621;5307332,975;48;T;"47°55'0.0""";"105°46'50.0""";;47,91666667;105,7805556;77,66990291;0,150135122;11,92072866;0,680612551;0,450405365;0,070063057;0,190171154;0,910819738;2,181963767;5,575017516;0,140126114;0,050045041;0,010009008;100;0,01;J3;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,116915738;0,016241436;0,000987221;0,03520432;0,059182776;peraluminous;magnesian/calcic/peraluminous
33;558594,3951;6707571,9;54;V;"60°30'0.0""";"142°4'0.0""";;60,5;142,0666667;77,50574598;0,179874088;11,09223544;0,619566304;0,909363446;0,049965024;0,259818127;0,779454382;4,267013091;3,83731388;0,029979015;0,459678225;0,009993005;100;0,15;K2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,108790069;0,013898973;0,000211209;0,068845;0,040735816;peralkaline;magnesian/calc-alkalic/peralkaline
34;446724,8689;5807671,323;53;U;"52°25'0.0""";"134°13'0.0""";;52,41666667;134,2166667;77,42064284;0,139748453;12,93671391;0,069874226;1,287682172;0,039928129;0,3393891;0,848472749;2,365741665;3,843082452;0,059892194;0,63885007;0,009982032;100;0,01;K2;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,126880286;0,015129685;0,000421954;0,038169436;0,040797054;peraluminous;magnesian/calcic/peraluminous
35;342444,1344;5700452,308;49;U;"51°26'0.0""";"108°44'0.0""";;51,43333333;108,7333333;77,36978647;0,049890241;13,04130912;0,748353622;0,508880463;0,029934145;0,11973658;0,329275594;3,791658352;3,891438835;0,019956097;0,089802435;0,009978048;100;0,01;Tr-J;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,127906131;0,005871533;0,000140595;0,061175514;0,041310391;peraluminous;ferroan/calc-alkalic/peraluminous
36;528721,0375;5740729,766;49;U;"51°49'0.0""";"111°25'0.0""";;51,81666667;111,4166667;77,56326898;0,120036011;11,24337301;0,740222067;1,510453136;0,010003001;0,500150045;0,050015005;3,801140342;4,351305392;0,020006002;0,080024007;0,010003001;100;0,01;Tr-J;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,110272391;0,000891851;0,000140947;0,061328499;0,046192202;peraluminous;magnesian/calc-alkalic/peraluminous
37;688627,0715;5439934,001;53;U;"49°5'0.0""";"137°35'0.0""";;49,08333333;137,5833333;77,66202544;0,030051087;11,99038365;0,601021737;0,791345287;0,010017029;0,150255434;0,500851447;2,975057598;4,968446359;0,010017029;0,270459782;0,040068116;100;0,31;K2-Pg;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,117598898;0,008931017;7,05723E-05;0,048000284;0,052743592;peraluminous;ferroan/calc-alkalic/peraluminous
38;511628,099;5052394,613;53;T;"45°37'30.0""";"135°8'57.0""";;45,625;135,1491667;78,21043075;0,070614345;12,32724705;0,615353576;0,292545143;0,030263291;0,151316453;0,322808433;3,147382225;4,15615858;0,050438818;0,615353576;0,010087764;100;0,57;K2;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,120902776;0,005756213;0,000355353;0,05078061;0,044120579;peraluminous;magnesian/calcic/peraluminous
39;630649,6164;5664455,739;49;U;"51°7'0.0""";"112°52'0.0""";;51,11666667;112,8666667;77,71428571;0,090225564;13,64411028;0,19047619;1,213032581;0,010025063;0,120300752;0,621553885;2,4160401;3,729323308;0,020050125;0,220551378;0,010025063;100;0,01;J3;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,133818265;0,011083343;0,000141258;0,038980963;0,039589419;peraluminous;ferroan/calcic/peraluminous
40;583530,1801;4923471,35;53;T;"44°27'35.0""";"136°3'0.0""";;44,45972222;136,05;77,18581956;0,089623581;13,02529377;0,328619797;0,716988648;0,059749054;0,358494324;1,035650269;2,389962159;4,521011751;0,009958176;0,219079865;0,059749054;100;0,22;K2-Pg;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,127749056;0,018467373;7,01576E-05;0,038560216;0,047993755;peraluminous;magnesian/calcic/peraluminous
41;562495,0821;6021035,382;50;U;"54°20'0.0""";"117°57'40.0""";;54,33333333;117,9611111;77,05309207;0,069596341;12,69636111;0,536886061;1,322330483;0,009942334;0,08948101;0,169019686;3,817856433;4,096241798;0,029827003;0,099423345;0,009942334;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,124522961;0,003013903;0,000210138;0,0615982;0,04348452;peraluminous;ferroan/calc-alkalic/peraluminous
42;627734,9906;6796677,402;55;V;"61°17'0.0""";"149°23'0.0""";;61,28333333;149,3833333;77,32174955;0,149790294;12,98182544;1,188336329;1,428000799;0,029958059;0,449370881;0,868783703;2,836029559;2,586379069;0,00998602;0,139804274;0,00998602;100;0,08;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,127322729;0,015491863;7,03538E-05;0,045757173;0,027456253;peraluminous;magnesian/calcic/peraluminous
43;422816,335;7525426,346;1;W;"67°50'0.0""";"178°50'0.0""WW";W;67,83333333;-178,8333333;77,1938572;0,129637016;12,03629836;0,698045473;0,458715596;0,009972078;0,009972078;0,65815716;4,397686478;4,258077383;0,009972078;0,049860391;0,089748704;100;0,16;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,118049219;0,011736041;7,02556E-05;0,070953315;0,04520252;metaluminous;ferroan/calc-alkalic/metaluminous
44;453578,4443;5813163,797;54;U;"52°28'0.0""";"140°19'0.0""";;52,46666667;140,3166667;77,37131434;0,03998001;12,07396302;0,819590205;0,229885057;0,029985007;0,269865067;0,569715142;3,748125937;4,157921039;0,07996002;0,469765117;0,139930035;100;0,3;K2-Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,118418625;0,010158972;0,000563337;0,060473152;0,044139289;peraluminous;magnesian/calc-alkalic/peraluminous
45;617756,469;5562170,847;49;U;"50°12'0.0""";"112°39'0.0""";;50,2;112,65;77,1146757;0,069741955;11,75650095;0,577861911;0,787087775;0,009963136;0,209225864;0,288930955;3,038756601;5,878250473;0,059778818;0,199262728;0,009963136;100;0,01;J1-J2;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,115305031;0,005152121;0,000421156;0,049028019;0,06240181;metaluminous;magnesian/alkali-calcic/metaluminous
46;661612,3544;5644930,46;49;U;"50°56'0.0""";"113°18'0.0""";;50,93333333;113,3;77,48523376;0,230253279;13,06437081;0,620682751;0,210231254;0,010011012;0,660726799;0,38041846;5,596155771;1,211332466;0,010011012;0,510561618;0,010011012;100;0,01;J2-J3;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,128132315;0,006783496;7,05299E-05;0,090289703;0,012859156;peraluminous;magnesian/calcic/peraluminous
47;303300,8979;5259957,012;54;T;"47°27'48.0""";"138°23'24.0""";;47,46333333;138,39;77,90873376;0,120882442;11,82633223;0,362647325;0,936838924;0,020147074;0,120882442;0,392867936;3,112722877;4,553238642;0,050367684;0,584265135;0,010073537;100;0,08;Pg;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,11598992;0,007005491;0,000354852;0,050221408;0,048335867;peraluminous;ferroan/calc-alkalic/peraluminous
48;493581,183;6701534,066;55;V;"60°27'0.0""";"146°53'0.0""";;60,45;146,8833333;77,35320596;0,060018005;13,65409623;0,920276083;0,250075023;0,050015005;0,22006602;0,350105032;4,421326398;2,200660198;0,010003001;0,500150045;0,010003001;100;0,06;K2;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,133916205;0,006242957;7,04734E-05;0,071334727;0,023361573;peraluminous;magnesian/calcic/peraluminous
49;429242,2062;5774208,985;50;U;"52°6'50.0""";"115°58'0.0""";;52,11388889;115,9666667;77,26909236;0,119952019;11,8952419;0,849660136;0,699720112;0,019992003;0,039984006;0,399840064;3,108756497;4,948020792;0,039984006;0,599760096;0,009996002;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,11666577;0,007129816;0,000281697;0,050157414;0,05252676;peraluminous;ferroan/calc-alkalic/peraluminous
50;620463,1053;6800135,377;55;V;"61°19'0.0""";"149°15'0.0""";;61,31666667;149,25;77,00358852;0,009968102;13,01834131;0,887161085;0,139553429;0,119617225;0,199362041;1,206140351;2,482057416;4,485645933;0,009968102;0,428628389;0,009968102;100;0,1;K1;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,127680868;0,021507496;7,02276E-05;0,040046102;0,047618322;peraluminous;magnesian/calcic/peraluminous
51;678599,3791;5662185,148;49;U;"51°5'0.0""";"113°33'0.0""";;51,08333333;113,55;77,45913968;0,070189512;11,93221699;0,200541462;1,373709014;0,050135365;0,360974632;0,220595608;2,677228517;5,153915572;0,020054146;0,471272436;0,010027073;100;0,01;J3;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,117028413;0,003933588;0,000141286;0,043195039;0,05471248;peraluminous;magnesian/calc-alkalic/peraluminous
52;366916,2591;5519888,904;54;U;"49°49'0.0""";"139°9'0.0""";;49,81666667;139,15;76,97060289;0,697558545;12,02790234;0,777279522;0,388639761;0,019930244;0,209267564;0,587942202;1,803687095;5,909317389;0,079720977;0,498256104;0,029895366;100;0,01;K2-Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,117966873;0,010483991;0,000561653;0,029101115;0,062731607;peraluminous;magnesian/calc-alkalic/peraluminous
53;513266,6997;7537323,74;60;W;"67°57'0.0""";"177°19'0.0""";;67,95;177,3166667;77,39801544;0,120276636;11,79713341;0,76175203;0,982259196;0,020046106;0,20046106;0,551267916;3,127192543;4,660719655;0,070161371;0,300691591;0,010023053;100;0,12;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,115703545;0,009830027;0,000494303;0,050454865;0,049476854;peraluminous;ferroan/calc-alkalic/peraluminous
54;490634,3845;6957748,766;57;V;"62°45'0.0""";"158°49'0.0""";;62,75;158,8166667;76,66567372;0,109224506;12,6501837;0,784430543;0,347532519;0,029788502;0,099295005;0,486545527;3,296594181;5,064045279;0,029788502;0,426968523;0,009929501;100;0,22;K2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,124070064;0,008675919;0,000209867;0,053188031;0,053758442;peraluminous;magnesian/calc-alkalic/peraluminous
55;601302,9215;5939180,922;50;U;"53°35'30.0""";"118°31'50.0""";;53,59166667;118,5305556;76,80827778;0,07959407;11,4416476;0,73624515;1,571982887;0,009949259;0,119391105;0,218883693;4,427420157;4,377673863;0,039797035;0,15918814;0,009949259;100;0,01;J3;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,112217022;0,003903062;0,000280379;0,071433045;0,046472122;peralkaline;ferroan/alkali-calcic/peralkaline
56;543842,1429;5581434,62;49;U;"50°23'0.0""";"111°37'0.0""";;50,38333333;111,6166667;77,04132561;0,009982032;12,39768417;0,289478938;0,628868038;0,019964065;0,279496906;0,539029746;4,691555201;3,673387902;0,079856259;0,309443003;0,039928129;100;0,1;J2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,121593607;0,0096118;0,000562606;0,075694663;0,038995625;metaluminous;magnesian/calc-alkalic/metaluminous
57;398448,1815;5830685,603;53;U;"52°37'0.0""";"133°30'0.0""";;52,61666667;133,5;76,96758105;0,039900249;13,31670823;0,019950125;1,067331671;0,019950125;0,099750623;0,558603491;4,399002494;3,122194514;0,009975062;0,33915212;0,039900249;100;0,01;K2-Pg;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,130607182;0,009960833;7,02766E-05;0,070974548;0,033144315;peraluminous;ferroan/calc-alkalic/peraluminous
58;450181,7911;5813197,098;54;U;"52°28'0.0""";"140°16'0.0""";;52,46666667;140,2666667;77,12686194;0,079976007;12,39628112;0,649805058;0,429871039;0,039988004;0,309907028;0,66979906;3,818854344;4,008797361;0,089973008;0,369889033;0,009997001;100;0,27;Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,121579846;0,011943635;0,000633881;0,0616143;0,042556235;peraluminous;magnesian/calc-alkalic/peraluminous
59;678286,5596;5737317,619;48;U;"51°45'30.0""";"107°35'0.0""";;51,75833333;107,5833333;76,66467899;0,079507056;12,94971179;0,695686742;0,298151461;0,029815146;0,039753528;0,477042338;3,110713576;5,346849533;0,019876764;0,09938382;0,188829259;100;0,01;Tr;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,127007766;0,008506461;0,000140036;0,05018899;0,056760611;peraluminous;ferroan/calc-alkalic/peraluminous
60;298674,9056;5821716,069;50;U;"52°30'30.0""";"114°2'0.0""";;52,50833333;114,0333333;77,04754295;0,129844187;12,9844187;0,499400719;1,038753496;0,019976029;0,079904115;0,269676388;2,297243308;4,194966041;0,029964043;1,398322014;0,009988014;100;0,01;Tr;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,127348163;0,00480878;0,000211104;0,037064268;0,044532548;peraluminous;ferroan/calcic/peraluminous
61;386579,7727;5830019,639;50;U;"52°36'30.0""";"115°19'30.0""";;52,60833333;115,325;77,20176141;0,150120096;11,05884708;0,860688551;2,181745396;0,030024019;0,090072058;0,120096077;3,302642114;4,553642914;0,040032026;0,400320256;0,010008006;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,108462604;0,002141513;0,000282035;0,05328561;0,048340158;peraluminous;ferroan/calc-alkalic/peraluminous
62;600813,3217;7457426,783;60;W;"67°13'0.0""";"179°20'0.0""";;67,21666667;179,3333333;76,78980384;0,089614657;12,07806432;0,687045703;1,145076172;0,029871552;0,049785921;0,55760231;3,714029672;4,331375087;0,009957184;0,50781639;0,009957184;100;0,42;K2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,11845885;0,00994298;7,01507E-05;0,059923034;0,045980627;peraluminous;ferroan/calc-alkalic/peraluminous
