;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;time;Fe-number;Mali;molmass_Al2O3;molmass_CaO;molmass_P2O5;molmass_Na2O;molmass_K2O;moles_Al2O3;moles_CaO;moles_P2O5;moles_Na2O;moles_K2O;ASI;classificated
1148;389203,5512;5495287,561;49;U;"49°36'0.0""";"109°28'0.0""";;49,6;109,4666667;74,13344019;0,160288519;12,68282909;0,400721298;2,304147465;0,030054097;0,260468844;0,841514727;3,756762172;4,968944099;0,050090162;0,400721298;0,010018032;100;0,01;Mz;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,124390242;0,015005612;0,000352897;0,060612491;0,052748876;metaluminous;ferroan/alkali-calcic/metaluminous
1149;334148,8613;5854715,167;50;U;"52°49'0.0""";"114°32'20.0""";;52,81666667;114,5388889;74,34197308;0,200924252;12,58790436;0,793650794;1,727948563;0,060277275;0,281293952;0,66305003;4,370102471;4,721719912;0,04018485;0,200924252;0,010046213;100;0,01;Tr-J;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,123459242;0,011823289;0,000283112;0,070508268;0,050124415;metaluminous;ferroan/alkali-calcic/metaluminous
1150;331985,3417;5591342,025;49;U;"50°27'0.0""";"108°38'0.0""";;50,45;108,6333333;73,60254625;0,179033221;13,73582654;0,596777402;0,925004973;0,05967774;0,348120151;0,696240302;4,525561965;4,973145017;0,04973145;0,298388701;0,00994629;100;0,01;;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,134717797;0,012415127;0,00035037;0,073016489;0,052793472;metaluminous;magnesian/alkali-calcic/metaluminous
1151;497470,9186;6019992,072;50;U;"54°19'40.0""";"116°57'40.0""";;54,32777778;116,9611111;73,6904999;0,22903804;13,44353714;0,89623581;1,593308106;0,029874527;0,398327026;0,796654053;3,096992631;5,656243776;0,059749054;0,099581757;0,009958176;100;0,01;Tr;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,13185109;0,014205671;0,000420946;0,049967613;0,060045051;peraluminous;ferroan/alkali-calcic/peraluminous
1152;511187,9991;7533597,546;53;W;"67°55'0.0""";"135°16'0.0""";;67,91666667;135,2666667;73,91130643;0,229724331;13,73351978;0,089892129;1,648022373;0,039952058;0,399520575;1,028765481;3,196164602;4,804234918;0,189772273;0,699161007;0,029964043;100;0,01;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,134695172;0,018344606;0,001336989;0,051567677;0,051000371;peraluminous;ferroan/calc-alkalic/peraluminous
1153;564907,7188;5897587,002;49;U;"53°13'25.0""";"111°58'20.0""";;53,22361111;111,9722222;73,62451497;0,288528505;12,93403641;1,979902497;0,686498856;0,059695553;0,40791961;0,417868869;4,626405333;4,417470898;0,009949259;0,537259974;0,009949259;100;0,01;Tr;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,126854025;0,007451299;7,00948E-05;0,074643519;0,046894596;metaluminous;magnesian/alkali-calcic/metaluminous
1154;564371,7485;5909787,748;52;U;"53°20'0.0""";"129°58'0.0""";;53,33333333;129,9666667;74,03701851;0,170085043;14,8074037;0,050025013;1,860930465;0,070035018;0,450225113;1,16058029;3,471735868;3,551775888;0,070035018;0,290145073;0,010005003;100;0,01;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,145227577;0,020695084;0,000493413;0,056013809;0,037704627;peraluminous;ferroan/calc-alkalic/peraluminous
1155;459529,3433;5557315,418;49;U;"50°10'0.0""";"110°26'0.0""";;50,16666667;110,4333333;73,78602054;0,249277096;12,86269818;0,239306013;2,592481803;0,039884335;0,518496361;1,695084256;3,340313092;4,437132316;0,079768671;0,149566258;0,009971084;100;0,01;Tr;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,126154356;0,030226181;0,000561989;0,053893403;0,047103315;metaluminous;ferroan/calc-alkalic/metaluminous
1156;467872,3702;6798207,533;56;V;"61°19'0.0""";"152°24'0.0""";;61,31666667;152,4;74,16800321;0,200481155;14,12389735;0,491178829;1,303127506;0,030072173;0,561347233;1,303127506;3,177626303;3,839214114;0,020048115;0,771852446;0,010024058;100;0,17;J3;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,138523905;0,023236938;0,000141244;0,051268575;0,040755988;peraluminous;magnesian/calc-alkalic/peraluminous
1157;426149,7454;5553966,649;49;U;"50°8'0.0""";"109°58'0.0""";;50,13333333;109,9666667;73,56070399;0,149149846;13,53286268;0,039773292;1,929004673;0,039773292;0,268469723;0,656259322;4,32534553;5,011434822;0,029829969;0,367902953;0,089489908;100;0,01;J3;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,132727174;0,011702199;0,000210159;0,069786149;0,053199945;metaluminous;ferroan/alkali-calcic/metaluminous
1158;457001,8213;6057903,525;50;U;"54°40'0.0""";"116°20'0.0""";;54,66666667;116,3333333;74,14311485;0,250551213;13,50972139;0,851874123;0,841852075;0,030066146;0,280617358;0,932050511;2,675886951;6,04329525;0,010022049;0,420926037;0,010022049;100;0,01;Tr-J;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,13250021;0,016620016;7,06076E-05;0,043173394;0,064153877;peraluminous;magnesian/alkali-calcic/peraluminous
1159;417726,3803;5548529,46;49;U;"50°5'0.0""";"109°51'0.0""";;50,08333333;109,85;74,20260782;0,200601805;12,95887663;0,36108325;1,514543631;0,01003009;0,310932798;0,932798395;3,109327984;5,92778335;0,030090271;0,38114343;0,060180542;100;0,01;J3;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,127097652;0,016633352;0,000211993;0,050166634;0,062927636;metaluminous;ferroan/alkali-calcic/metaluminous
1160;496724,8478;5000077,439;53;T;"45°9'15.0""";"134°57'30.0""";;45,15416667;134,9583333;74,21749599;0,230738363;13,6135634;0,692215088;1,404494382;0,090288925;0,371187801;0,411316212;3,38081862;4,865569823;0,040128411;0,672150883;0,010032103;100;0,01;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,133518668;0,007334455;0,000282714;0,054546928;0,051651484;peraluminous;ferroan/alkali-calcic/peraluminous
1161;379017,4504;5953559,109;50;U;"53°43'0.0""";"115°10'0.0""";;53,71666667;115,1666667;73,93563862;0,099940036;12,91225265;0,809514291;1,219268439;0,039976014;0,399760144;0,559664201;4,557265641;4,997001799;0,039976014;0,419748151;0,009994004;100;0,01;Tr-J;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,126640375;0,009979747;0,00028164;0,073528003;0,053046728;metaluminous;magnesian/alkali-calcic/metaluminous
1162;404898,8537;6641495,241;54;V;"59°54'0.0""";"139°18'0.0""";;59,9;139,3;73,77343438;0,139609095;13,32269645;0,817710411;1,595532509;0,059832469;0,458715596;0,349022736;4,307937774;4,547267651;0,119664938;0,408855205;0,099720782;100;0,01;K2;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,130665913;0,006223658;0,000843067;0,069505288;0,04827248;peraluminous;magnesian/alkali-calcic/peraluminous
1163;393098,0827;5384006,006;54;U;"48°36'0.0""";"139°33'0.0""";;48,6;139,55;74,46894191;0,181214135;12,59438236;1,449713078;0,936273029;0,130876875;0,684586731;1,449713078;3,201449713;4,369274137;0,010067452;0,513440048;0,010067452;100;0,01;Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,123522777;0,025850804;7,09275E-05;0,051652948;0,046382953;metaluminous;magnesian/calc-alkalic/metaluminous
1164;629917,3622;6902682,715;56;V;"62°14'0.0""";"155°30'0.0""";;62,23333333;155,5;74,26448439;0,170699869;13,85681293;0,953911035;1,917863239;0,040164675;0,060247013;0,953911035;3,012350638;4,377949593;0,010041169;0,240988051;0,140576363;100;0,24;K2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,135904403;0,017009826;7,07423E-05;0,048601979;0,046475049;peraluminous;ferroan/calc-alkalic/peraluminous
1165;366831,6391;5290042,925;49;T;"47°45'0.0""";"109°13'24.0""";;47,75;109,2233333;74,32418852;0,060295448;13,93829766;0,582855994;0,653200683;0,020098483;0,150738619;0,562757512;3,627776103;5,828559944;0,020098483;0,221083308;0,010049241;100;0,01;J2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,136703586;0,010034906;0,000141598;0,058531399;0,061874309;peraluminous;ferroan/alkali-calcic/peraluminous
1166;635266,605;5666429,435;49;U;"51°8'0.0""";"112°56'0.0""";;51,13333333;112,9333333;74,30178823;0,050231063;12,28651798;0,421940928;1,215591722;0,030138638;0,170785614;0,35161744;3,435804702;7,434197308;0,04018485;0,251155314;0,010046213;100;0,01;J3;ferroan;alkalic;101,96;56,08;141,94;61,98;94,2;0,120503315;0,006269926;0,000283112;0,055434087;0,078919292;peralkaline;ferroan/alkalic/peralkaline
1167;615769,5246;6885442,824;55;V;"62°5'0.0""";"149°13'0.0""";;62,08333333;149,2166667;74,19484298;0,14046353;14,33731313;0,511688572;1,023377145;0,080264874;0,311026387;0,822714959;3,330992275;4,575097823;0,200662185;0,461523026;0,010033109;100;0,03;J3;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,140617037;0,014670381;0,001413711;0,053743018;0,048567917;peraluminous;magnesian/calc-alkalic/peraluminous
1168;429812,8186;5774200,895;50;U;"52°6'50.0""";"115°58'30.0""";;52,11388889;115,975;74,23208191;0,180686609;12,94920699;1,144348524;1,405340293;0,030114435;0,491869103;0,93354748;3,944990966;4,487050793;0,04015258;0,150572174;0,010038145;100;0,01;J3;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,127002815;0,01664671;0,000282884;0,063649419;0,047633236;metaluminous;magnesian/alkali-calcic/metaluminous
1169;430327,9106;4854343,826;53;T;"43°50'20.0""";"134°8'0.0""";;43,83888889;134,1333333;73,82925612;0,099850225;13,06040939;1,098352471;1,937094358;0,049925112;0,11982027;0,449326011;3,634548178;5,22216675;0,029955067;0,459311033;0,009985022;100;0,01;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,128093462;0,008012233;0,00021104;0,058640661;0,055437014;peraluminous;ferroan/alkali-calcic/peraluminous
1170;431154,4766;5572433,8;49;U;"50°18'0.0""";"110°2'0.0""";;50,3;110,0333333;74,00660595;0,010009008;14,45300771;0,650585527;0,730657592;0,020018016;0,320288259;0,560504454;3,903513162;4,363927535;0,010009008;0,940846762;0,030027024;100;0,05;J2;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,141751743;0,00999473;7,05158E-05;0,062980206;0,046326195;peraluminous;magnesian/alkali-calcic/peraluminous
1171;598450,4301;5511731,398;49;U;"49°45'0.0""";"112°22'0.0""";;49,75;112,3666667;74,35639582;0,643604183;12,93242156;0,170957361;1,800080451;0,030168946;0,321802092;0,744167337;2,986725664;5,048270314;0,110619469;0,844730491;0,010056315;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,126838187;0,013269746;0,00077934;0,048188539;0,05359098;peraluminous;ferroan/calc-alkalic/peraluminous
1172;435883,131;6806075,419;56;V;"61°23'0.0""";"151°48'0.0""";;61,38333333;151,8;74,0707344;0,080152289;13,69602244;0,871656147;1,963731089;0,070133253;0,070133253;0,420799519;3,186053502;5,169822663;0,010019036;0,380723374;0,010019036;100;0,07;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,134327407;0,007503558;7,05864E-05;0,051404542;0,054881345;peraluminous;ferroan/alkali-calcic/peraluminous
1173;486267,4176;7700862,753;60;W;"69°25'0.0""";"176°39'0.0""";;69,41666667;176,65;73,60613301;0,049780964;14,8347272;0,418160096;0,448028674;0,009956193;0,17921147;0,846276384;2,877339705;6,093189964;0,039824771;0,587415372;0,009956193;100;0,16;K1;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,145495559;0,01509052;0,000280575;0,04642368;0,064683545;peraluminous;magnesian/alkali-calcic/peraluminous
1174;436706,2653;6802346,566;56;V;"61°21'0.0""";"151°49'0.0""";;61,35;151,8166667;73,46715691;0,119248733;14,08128789;0,844678525;1,391235218;0,019874789;0,188810494;0,635993243;3,319089735;5,167445096;0,039749578;0,457120143;0,268309649;100;0,42;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,138106001;0,011340821;0,000280045;0,05355098;0,054856105;peraluminous;ferroan/alkali-calcic/peraluminous
1175;315534,4544;5693934,277;49;U;"51°22'0.0""";"108°21'0.0""";;51,36666667;108,35;73,93739374;0,200020002;13,82138214;0,99009901;0,320032003;0,030003;0,530053005;1,01010101;4,250425043;4,300430043;0,020002;0,580058006;0,010001;100;0,1;Tr-J;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,135556906;0,018011787;0,000140919;0,068577364;0,045652124;peraluminous;magnesian/alkali-calcic/peraluminous
1176;439473,4972;5862452,652;49;U;"52°54'30.0""";"110°6'0.0""";;52,90833333;110,1;73,57420125;0,288643376;11,95381706;2,22952125;0,567333532;0,01990644;0,079625759;0,875883348;4,877077735;5,096048572;0,00995322;0,418035234;0,00995322;100;0,03;Tr-J;ferroan;alkalic;101,96;56,08;141,94;61,98;94,2;0,117240261;0,015618462;7,01227E-05;0,078687927;0,05409818;peralkaline;ferroan/alkalic/peralkaline
1177;592996,1775;7367903,89;1;W;"66°25'0.0""";"174°55'0.0""WW";W;66,41666667;-174,9166667;73,88305847;0,129935032;13,73313343;0,099950025;1,779110445;0,029985007;0,109945027;1,31934033;3,148425787;5,117441279;0,009995002;0,629685157;0,009995002;100;0,06;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,134691383;0,02352604;7,04171E-05;0,050797447;0,054325279;peraluminous;ferroan/calc-alkalic/peraluminous
1178;407360,3707;5824481,413;50;U;"52°33'45.0""";"115°38'0.0""";;52,5625;115,6333333;74,15730337;0,150481541;13,30256822;0,140449438;1,404494382;0,030096308;0,250802568;0,461476726;4,213483146;5,03611557;0,040128411;0,802568218;0,010032103;100;0,01;Tr;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,1304685;0,0082289;0,000282714;0,067981335;0,053461949;peraluminous;ferroan/alkali-calcic/peraluminous
1179;501911,6111;7762156,68;59;W;"69°58'0.0""";"171°3'0.0""";;69,96666667;171,05;73,72095343;0,249326818;14,73022838;0,378976763;2,32372594;0,049865364;0,25929989;0,887603471;1,914829959;4,677371098;0,448788272;0,279246036;0,079784582;100;0,16;K2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,144470659;0,015827451;0,003161817;0,03089432;0,049653621;peraluminous;ferroan/calc-alkalic/peraluminous
1180;374744,0975;5951506,839;50;U;"53°41'50.0""";"115°6'10.0""";;53,69722222;115,1027778;74,01622109;0,250325423;13,69780715;0,500650846;1,501952538;0,050065085;0,310403525;0,590767998;3,9050766;4,806248123;0,030039051;0,330429558;0,010013017;100;0,01;Tr-J;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,134344911;0,010534379;0,000211632;0,063005431;0,051021742;peraluminous;ferroan/alkali-calcic/peraluminous
1181;543584,9498;6737063,612;56;V;"60°46'0.0""";"153°48'0.0""";;60,76666667;153,8;73,8682922;0,209853103;13,48056361;1,339062656;0,99930049;0,059958029;0,369741181;0,719496353;4,296992106;4,197062057;0,049965024;0,399720196;0,009993005;100;0,25;K2;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,132214237;0,012829821;0,000352015;0,069328688;0,044554799;peraluminous;magnesian/alkali-calcic/peraluminous
1182;433972,8747;7058702,132;60;V;"63°39'0.0""";"175°40'0.0""";;63,65;175,6666667;73,77245509;0,129740519;13,46307385;1,067864271;1,716566866;0,05988024;0,748502994;2,175648703;3,612774451;2,355289421;0,079840319;0,808383234;0,00998004;100;0,13;K;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,132042702;0,038795448;0,000562493;0,058289359;0,025003072;peraluminous;magnesian/calcic/peraluminous
1183;345150,7395;6769890,385;56;V;"61°2'0.0""";"150°8'0.0""";;61,03333333;150,1333333;74,01361907;0,120168236;14,48027238;0,911275786;1,151612257;0,01001402;0,340476667;1,261766473;2,864009613;4,366112558;0,01001402;0,460644903;0,01001402;100;0,01;K1;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,142019149;0,022499402;7,05511E-05;0,046208609;0,04634939;peraluminous;magnesian/calc-alkalic/peraluminous
1184;470037,0732;5347871,159;48;U;"48°17'0.0""";"104°35'46.0""";;48,28333333;104,5961111;73,87306347;0,269865067;12,26386807;1,1994003;1,459270365;0,049975012;0,569715142;1,809095452;3,258370815;4,257871064;0,069965017;0,909545227;0,009995002;100;0,01;J2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,12028117;0,032259191;0,00049292;0,052571326;0,04520033;metaluminous;magnesian/calc-alkalic/metaluminous
1185;532094,2515;6708508,106;58;V;"60°30'41.0""";"165°35'4.0""";;60,51138889;165,5844444;74,17444545;0,150557061;16,07949413;1,846833283;0,873230955;0,050185687;0,130482786;1,194419352;2,509284352;2,107798856;0,030111412;0,843119542;0,010037137;100;0,01;K1;ferroan;calcic;101,96;56,08;141,94;61,98;94,2;0,157703944;0,021298491;0,000212142;0,040485388;0,022375784;peraluminous;ferroan/calcic/peraluminous
1186;639555,368;5501511,979;49;U;"49°39'0.0""";"112°56'0.0""";;49,65;112,9333333;73,57626444;0,119474313;14,39665472;0,896057348;0,527678216;0,049780964;0,209080048;1,622859419;3,584229391;4,181600956;0,089605735;0,6869773;0,059737157;100;0,08;J2;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,141199046;0,028938292;0,000631293;0,057828806;0,044390668;peraluminous;magnesian/calc-alkalic/peraluminous
1187;366831,6391;5290042,925;49;T;"47°45'0.0""";"109°13'24.0""";;47,75;109,2233333;74,01842949;0,16025641;13,62179487;1,161858974;0,731169872;0,050080128;0,260416667;1,231971154;3,625801282;4,767628205;0,060096154;0,300480769;0,010016026;100;0,16;Tr-J;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,1335994;0,021968102;0,000423391;0,058499537;0,050611764;peraluminous;magnesian/calc-alkalic/peraluminous
1188;616002,6779;6799984,482;55;V;"61°19'0.0""";"149°10'0.0""";;61,31666667;149,1666667;73,70835827;0,139636944;11,97885498;0,827847596;3,620586475;0,03989627;0,299222023;0,977458608;3,211649711;4,807500499;0,009974067;0,369040495;0,009974067;100;0,11;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,117485828;0,017429718;7,02696E-05;0,051817517;0,051035037;metaluminous;ferroan/calc-alkalic/metaluminous
1189;655713,363;5722655,517;49;U;"51°38'0.0""";"113°15'0.0""";;51,63333333;113,25;73,83354981;0,249775202;13,02827455;1,248876012;1,648516335;0,069937057;0,309721251;0,159856129;4,595863723;4,545908682;0,229793186;0,069937057;0,009991008;100;0,01;Tr-J;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,127778291;0,002850502;0,001618946;0,074150754;0,048258054;peraluminous;ferroan/alkali-calcic/peraluminous
1190;683927,8869;5610424,721;49;U;"50°37'0.0""";"113°36'0.0""";;50,61666667;113,6;73,95916733;0,25020016;13,41072858;0,320256205;1,941553243;0,050040032;0,360288231;0,830664532;3,402722178;4,603682946;0,160128102;0,700560448;0,010008006;100;0,01;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,131529311;0,014812135;0,001128139;0,054900326;0,048871369;peraluminous;ferroan/calc-alkalic/peraluminous
1191;318137,976;5770847,515;50;U;"52°3'30.0""";"114°20'50.0""";;52,05833333;114,3472222;73,75249501;0,089820359;13,62275449;0,259481038;1,966067864;0,0499002;0,449101796;0,439121756;4,690618762;4,491017964;0,079840319;0,099800399;0,00998004;100;0,01;J2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,133608812;0,007830274;0,000562493;0,075679554;0,04767535;peraluminous;ferroan/alkali-calcic/peraluminous
1192;657096,6084;5715278,149;49;U;"51°34'0.0""";"113°16'0.0""";;51,56666667;113,2666667;73,88522296;0,24995001;11,83763247;1,119776045;2,219556089;0,039992002;0,579884023;0,699860028;4,49910018;4,49910018;0,039992002;0,319936013;0,009998;100;0,01;J1-J2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,11610075;0,012479672;0,000281753;0,072589548;0,047761148;peralkaline;ferroan/alkali-calcic/peralkaline
1193;516210,1227;6033619,535;53;U;"54°27'0.0""";"135°15'0.0""";;54,45;135,25;73,91478296;0,230046009;13,37267453;0,590118024;1,650330066;0,060012002;0,610122024;1,460292058;2,75055011;4,520904181;0,120024005;0,700140028;0,020004001;100;0,01;K2-Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,131156086;0,026039445;0,000845597;0,044378027;0,047992613;peraluminous;magnesian/calc-alkalic/peraluminous
1194;516583,6797;4830244,313;53;T;"43°37'30.0""";"135°12'20.0""";;43,625;135,2055556;74,24151095;0,291340165;12,97970665;1,356238698;1,175406872;0,080369701;0,843881857;0,793650794;4,8724131;3,033956199;0,010046213;0,31143259;0,010046213;100;0,01;K2-Pg;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,127301948;0,014152118;7,07779E-05;0,078612667;0,032207603;peraluminous;magnesian/calc-alkalic/peraluminous
1195;535268,4555;7747551,917;59;W;"69°50'0.0""";"171°55'0.0""";;69,83333333;171,9166667;73,91217365;0,020006002;13,94418325;0,700210063;0,880264079;0,010003001;0,170051015;0,730219066;3,230969291;5,291587476;0,010003001;0,640192058;0,460138041;100;0,08;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,136761311;0,013021025;7,04734E-05;0,052129224;0,056173965;peraluminous;ferroan/alkali-calcic/peraluminous
1196;346217,9262;6598871,657;55;V;"59°30'0.0""";"144°17'0.0""";;59,5;144,2833333;73,77196486;0,169728435;13,89776358;0,569089457;1,857028754;0,039936102;0,189696486;1,178115016;3,973642173;4,083466454;0,149760383;0,109824281;0,009984026;100;0,18;K2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,136306037;0,021007757;0,001055096;0,064111684;0,043348901;peraluminous;ferroan/calc-alkalic/peraluminous
1197;428634,2907;5060816,276;53;T;"45°41'50.0""";"134°5'0.0""";;45,69722222;134,0833333;74,57353386;0,010093873;14,24245483;0,726758857;1,080044413;0,030281619;0,171595841;0,121126476;5,965478954;2,372060159;0,010093873;0,686383365;0,010093873;100;0,01;K2;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,139686689;0,002159887;7,11137E-05;0,09624845;0,025181106;peraluminous;ferroan/alkali-calcic/peraluminous
1198;578932,9418;4938010,579;53;T;"44°35'28.0""";"135°59'40.0""";;44,59111111;135,9944444;73,30819607;0,218297281;13,76265132;1,766223457;1,567771383;0,089303433;0,198452074;0,764040484;3,86981544;3,969041476;0,039690415;0,436594562;0,009922604;100;0,01;K2-Pg;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,134980888;0,013624117;0,000279628;0,062436519;0,042134198;peraluminous;ferroan/calc-alkalic/peraluminous
1199;700945,3332;5332793,597;48;U;"48°7'0.0""";"107°42'0.0""";;48,11666667;107,7;74,09487514;0,200581687;13,43897302;0,46133788;1,835322435;0,010029084;0,250727109;0,772239495;3,319626918;5,35553104;0,050145422;0,200581687;0,010029084;100;0,01;Tr;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,131806326;0,013770319;0,000353286;0,053559647;0,056852771;peraluminous;ferroan/alkali-calcic/peraluminous
1200;443788,6287;7346479,637;54;W;"66°14'0.0""";"139°45'0.0""";;66,23333333;139,75;73,65902293;0,169491525;13,87836491;0,089730808;2,043868395;0,059820538;0,259222333;1,11665005;3,200398804;5,024925224;0,169491525;0,319042871;0,00997009;100;0,01;K1;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,13611578;0,019911734;0,001194107;0,051635992;0,053343155;peraluminous;ferroan/calc-alkalic/peraluminous
1201;510603,933;7095174,971;55;V;"63°59'0.0""";"147°13'0.0""";;63,98333333;147,2166667;73,65902293;0,089730808;14,98504487;0,488534397;1,166500499;0,019940179;0,269192423;1,266201396;3,439680957;3,619142572;0,00997009;0,977068794;0,00997009;100;0,15;J3;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,14696984;0,022578484;7,02416E-05;0,055496627;0,038419773;peraluminous;ferroan/calc-alkalic/peraluminous
1202;572058,9246;7010534,643;55;V;"63°13'0.0""";"148°26'0.0""";;63,21666667;148,4333333;73,7767126;0,309566607;14,52965848;0,339524665;1,537847014;0,039944078;0,509286998;1,517874975;3,115638107;3,714799281;0,099860196;0,499300979;0,00998602;100;0,12;J3;magnesian;calcic;101,96;56,08;141,94;61,98;94,2;0,142503516;0,027066244;0,000703538;0,050268443;0,039435237;peraluminous;magnesian/calcic/peraluminous
1203;318623,6942;6120753,059;52;U;"55°12'0.0""";"126°9'0.0""";;55,2;126,15;73,49781138;0,129327497;13,97731795;0,756068444;0,815758058;0,019896538;0,537206526;1,243533625;3,740549144;4,775169121;0,019896538;0,477516912;0,009948269;100;0,01;K1;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,137086288;0,02217428;0,000140176;0,060350906;0,050691817;peraluminous;magnesian/alkali-calcic/peraluminous
1204;315745,4368;5634554,265;49;U;"50°50'0.0""";"108°23'0.0""";;50,83333333;108,3833333;74,18415504;0,140576363;12,00923788;0,25102922;1,536298825;0,010041169;0,562305452;0,953911035;4,418114269;5,020584396;0,050205844;0,853499347;0,010041169;100;0,01;Tr-J;magnesian;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,117783816;0,017009826;0,000353712;0,071282902;0,053297074;peralkaline;magnesian/alkali-calcic/peralkaline
1205;544485,9227;5186808,492;48;T;"46°50'0.0""";"105°35'0.0""";;46,83333333;105,5833333;74,00320577;0,220396714;13,74474053;1,172109798;1,152073733;0,050090162;0,300540974;0,971749148;2,865157283;4,898817872;0,070126227;0,540973753;0,010018032;100;0,1;J2;ferroan;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,134805223;0,017327909;0,000494055;0,046227126;0,052004436;peraluminous;ferroan/calc-alkalic/peraluminous
1206;465592,0797;7762409,791;53;W;"69°58'0.0""";"134°6'0.0""";;69,96666667;134,1;73,70784275;0,189582918;14,24865296;0,309319497;1,077629216;0,039912193;0,449012173;1,157453602;4,460187587;3,921372979;0,129714628;0,259429256;0,049890241;100;0,2;K1;magnesian;calc-alkalic;101,96;56,08;141,94;61,98;94,2;0,139747479;0,02063933;0,000913869;0,071961723;0,041628163;peraluminous;magnesian/calc-alkalic/peraluminous
1207;562566,7127;7549198,553;53;W;"68°3'0.0""";"136°30'0.0""";;68,05;136,5;74,21882849;0,241133327;13,07143575;0,040188888;2,341002713;0,040188888;0,462172209;0,733447202;3,51652768;4,86285542;0,090424997;0,371747212;0,010047222;100;0,05;K1;ferroan;alkali-calcic;101,96;56,08;141,94;61,98;94,2;0,128201606;0,013078588;0,000637065;0,05673649;0,051622669;peraluminous;ferroan/alkali-calcic/peraluminous
