;Latitude;Longitude;QAPF
463;"53ø32'0.0""";"113ø12'0.0""";monzo granite
464;"47ø22'42.0""";"138ø6'6.0""";monzo granite
465;"52ø55'30.0""";"114ø2'10.0""";monzo granite
466;"53ø19'35.0""";"111ø54'40.0""";monzo granite
467;"54ø20'25.0""";"116ø58'0.0""";monzo granite
468;"44ø49'20.0""";"136ø22'7.0""";monzo granite
469;"43ø51'50.0""";"134ø14'15.0""";monzo granite
470;"53ø41'40.0""";"113ø11'30.0""";monzo granite
471;"45ø17'0.0""";"133ø51'0.0""";monzo granite
472;"55ø3'0.0""";"130ø6'0.0""";monzo granite
473;"66ø48'0.0""";"157ø47'0.0""";monzo granite
474;"47ø14'35.0""";"137ø49'45.0""";monzo granite
475;"61ø1'0.0""";"150ø5'0.0""";monzo granite
476;"46ø27'0.0""";"109ø41'0.0""";monzo granite
477;"53ø54'40.0""";"118ø20'0.0""";monzo granite
478;"51ø9'0.0""";"112ø55'0.0""";monzo granite
479;"53ø50'0.0""";"115ø16'40.0""";monzo granite
480;"50ø17'0.0""";"108ø28'0.0""";monzo granite
481;"51ø33'0.0""";"110ø4'0.0""";monzo granite
482;"61ø50'0.0""";"146ø37'0.0""";monzo granite
483;"51ø39'0.0""";"134ø2'0.0""";monzo granite
484;"49ø38'0.0""";"111ø3'0.0""";monzo granite
485;"47ø27'48.0""";"138ø23'24.0""";monzo granite
486;"69ø54'0.0""";"139ø45'0.0""";monzo granite
487;"47ø40'0.0""";"112ø7'0.0""";monzo granite
488;"62ø17'0.0""";"152ø6'0.0""";monzo granite
489;"47ø41'0.0""";"107ø41'0.0""";monzo granite
490;"46ø11'30.0""";"135ø52'0.0""";monzo granite
491;"52ø54'0.0""";"117ø23'0.0""";monzo granite
492;"53ø39'20.0""";"115ø47'10.0""";monzo granite
493;"54ø5'5.0""";"116ø20'30.0""";monzo granite
494;"68ø1'0.0""";"136ø37'0.0""";monzo granite
495;"66ø23'0.0""";"171ø10'0.0""WW";monzo granite
496;"60ø21'0.0""";"150ø50'0.0""";monzo granite
497;"50ø44'40.0""";"105ø18'0.0""";monzo granite
498;"61ø50'0.0""";"156ø28'0.0""";monzo granite
499;"61ø48'0.0""";"150ø30'0.0""";monzo granite
500;"60ø50'0.0""";"152ø48'0.0""";monzo granite
501;"68ø58'0.0""";"137ø50'0.0""";monzo granite
502;"64ø46'0.0""";"175ø11'0.0""WW";monzo granite
503;"68ø6'0.0""";"178ø32'0.0""";monzo granite
504;"45ø34'25.0""";"135ø26'55.0""";monzo granite
505;"45ø41'53.0""";"134ø4'55.0""";monzo granite
506;"45ø34'30.0""";"136ø59'30.0""";monzo granite
507;"45ø49'42.0""";"135ø17'0.0""";monzo granite
508;"50ø32'0.0""";"108ø44'0.0""";monzo granite
509;"47ø14'10.0""";"137ø53'0.0""";monzo granite
510;"52ø47'20.0""";"110ø13'40.0""";monzo granite
511;"47ø12'40.0""";"137ø51'20.0""";monzo granite
512;"50ø15'0.0""";"109ø11'0.0""";monzo granite
513;"50ø12'0.0""";"107ø27'10.0""";monzo granite
514;"52ø25'10.0""";"115ø26'27.0""";monzo granite
515;"67ø9'0.0""";"158ø25'0.0""";monzo granite
516;"51ø24'0.0""";"134ø24'0.0""";monzo granite
517;"52ø53'0.0""";"114ø6'0.0""";monzo granite
518;"50ø10'0.0""";"112ø25'0.0""";monzo granite
519;"50ø0'0.0""";"111ø10'0.0""";monzo granite
520;"45ø33'50.0""";"135ø25'0.0""";monzo granite
521;"59ø55'0.0""";"139ø18'0.0""";monzo granite
522;"50ø3'0.0""";"109ø39'0.0""";monzo granite
523;"61ø23'0.0""";"151ø49'0.0""";monzo granite
524;"62ø42'0.0""";"158ø39'0.0""";monzo granite
525;"62ø10'0.0""";"139ø14'0.0""";monzo granite
526;"65ø39'0.0""";"176ø36'0.0""WW";monzo granite
527;"62ø3'0.0""";"141ø1'0.0""";monzo granite
528;"53ø56'10.0""";"115ø41'10.0""";monzo granite
529;"50ø45'0.0""";"110ø40'0.0""";monzo granite
530;"44ø26'55.0""";"134ø20'2.0""";monzo granite
531;"47ø15'0.0""";"135ø12'0.0""";monzo granite
532;"49ø31'0.0""";"110ø5'0.0""";monzo granite
533;"60ø29'0.0""";"150ø7'0.0""";monzo granite
534;"45ø34'25.0""";"135ø27'45.0""";monzo granite
535;"54ø0'0.0""";"114ø31'0.0""";monzo granite
536;"52ø11'40.0""";"110ø17'0.0""";monzo granite
537;"69ø24'0.0""";"176ø38'0.0""";monzo granite
538;"69ø22'0.0""";"165ø45'0.0""";monzo granite
539;"69ø57'0.0""";"171ø40'0.0""";monzo granite
540;"49ø58'0.0""";"112ø58'0.0""";monzo granite
541;"68ø1'0.0""";"136ø48'0.0""";monzo granite
542;"50ø0'0.0""";"112ø32'0.0""";monzo granite
543;"53ø56'40.0""";"115ø33'30.0""";monzo granite
544;"50ø43'0.0""";"113ø33'0.0""";monzo granite
545;"48ø25'0.0""";"107ø1'0.0""";monzo granite
546;"52ø32'20.0""";"109ø44'0.0""";monzo granite
547;"62ø38'0.0""";"155ø46'0.0""";monzo granite
548;"49ø43'0.0""";"109ø53'0.0""";monzo granite
549;"53ø23'5.0""";"116ø58'40.0""";monzo granite
550;"52ø36'20.0""";"115ø19'20.0""";monzo granite
551;"63ø11'0.0""";"148ø20'0.0""";monzo granite
552;"56ø10'0.0""";"119ø4'0.0""";monzo granite
553;"53ø32'0.0""";"134ø21'0.0""";granodiorite
554;"46ø21'40.0""";"135ø28'45.0""";monzo granite
555;"53ø29'0.0""";"118ø51'30.0""";monzo granite
556;"45ø35'26.0""";"135ø13'9.0""";monzo granite
557;"56ø10'0.0""";"119ø4'0.0""";monzo granite
558;"52ø30'0.0""";"114ø3'30.0""";monzo granite
559;"62ø11'0.0""";"139ø53'0.0""";monzo granite
560;"50ø1'0.0""";"110ø8'0.0""";monzo granite
561;"65ø34'0.0""";"178ø8'0.0""WW";monzo granite
562;"69ø46'0.0""";"171ø38'0.0""";monzo granite
563;"53ø49'40.0""";"115ø17'30.0""";monzo granite
564;"43ø38'20.0""";"135ø13'20.0""";monzo granite
565;"61ø1'0.0""";"150ø5'0.0""";monzo granite
566;"43ø53'35.0""";"138ø29'5.0""";monzo granite
567;"45ø55'0.0""";"115ø27'30.0""";monzo granite
568;"52ø20'35.0""";"109ø36'40.0""";monzo granite
569;"50ø36'0.0""";"113ø54'0.0""";monzo granite
570;"48ø37'0.0""";"138ø53'0.0""";monzo granite
571;"53ø55'40.0""";"115ø42'50.0""";monzo granite
572;"45ø48'40.0""";"133ø58'55.0""";monzo granite
573;"69ø44'0.0""";"171ø55'0.0""";monzo granite
574;"61ø17'0.0""";"149ø15'0.0""";monzo granite
575;"54ø31'0.0""";"116ø52'15.0""";monzo granite
576;"50ø13'0.0""";"139ø3'0.0""";monzo granite
577;"51ø38'0.0""";"110ø22'20.0""";monzo granite
578;"68ø47'0.0""";"138ø2'0.0""";monzo granite
579;"67ø26'0.0""";"134ø58'0.0""";monzo granite
580;"62ø13'0.0""";"158ø19'0.0""";monzo granite
581;"46ø49'0.0""";"105ø57'30.0""";monzo granite
582;"69ø36'0.0""";"170ø23'0.0""";syeno granite
583;"46ø48'0.0""";"118ø20'0.0""";monzo granite
584;"50ø1'0.0""";"112ø33'0.0""";monzo granite
585;"53ø43'0.0""";"115ø22'0.0""";monzo granite
586;"66ø27'0.0""";"175ø12'0.0""";granodiorite
587;"66ø11'0.0""";"129ø18'0.0""";monzo granite
588;"46ø49'45.0""";"136ø57'10.0""";monzo granite
589;"64ø29'0.0""";"174ø3'0.0""WW";monzo granite
590;"52ø36'50.0""";"115ø18'20.0""";monzo granite
591;"51ø26'0.0""";"113ø27'0.0""";monzo granite
592;"69ø30'0.0""";"145ø32'0.0""";monzo granite
593;"69ø12'0.0""";"141ø17'0.0""";monzo granite
594;"63ø37'0.0""";"147ø46'0.0""";monzo granite
595;"51ø9'0.0""";"112ø55'0.0""";monzo granite
596;"50ø7'0.0""";"109ø33'0.0""";monzo granite
597;"50ø47'0.0""";"111ø0'0.0""";monzo granite
598;"54ø5'5.0""";"116ø20'25.0""";monzo granite
599;"69ø57'0.0""";"171ø35'0.0""";monzo granite
600;"54ø39'0.0""";"114ø6'0.0""";monzo granite
601;"54ø16'0.0""";"117ø56'0.0""";monzo granite
602;"45ø26'20.0""";"135ø18'10.0""";monzo granite
603;"62ø31'0.0""";"155ø39'0.0""";monzo granite
604;"54ø44'0.0""";"127ø57'0.0""";monzo granite
605;"44ø50'10.0""";"135ø4'0.0""";syeno granite
606;"52ø43'30.0""";"110ø52'45.0""";monzo granite
607;"49ø30'0.0""";"110ø3'0.0""";monzo granite
608;"53ø47'20.0""";"115ø27'30.0""";monzo granite
609;"62ø39'0.0""";"155ø40'0.0""";monzo granite
610;"51ø9'0.0""";"112ø55'0.0""";monzo granite
611;"51ø9'0.0""";"112ø58'0.0""";syeno granite
612;"46ø3'20.0""";"135ø34'30.0""";monzo granite
613;"52ø10'15.0""";"114ø38'0.0""";monzo granite
614;"68ø8'0.0""";"136ø28'0.0""";monzo granite
615;"50ø1'0.0""";"112ø32'0.0""";monzo granite
616;"49ø57'0.0""";"112ø35'0.0""";monzo granite
617;"64ø22'0.0""";"143ø27'0.0""";monzo granite
618;"61ø4'0.0""";"148ø19'0.0""";monzo granite
619;"60ø35'0.0""";"143ø42'0.0""";monzo granite
620;"61ø21'0.0""";"146ø11'0.0""";monzo granite
621;"45ø35'38.0""";"136ø36'17.0""";monzo granite
622;"53ø54'30.0""";"115ø45'50.0""";monzo granite
623;"67ø50'0.0""";"178ø53'0.0""WW";monzo granite
624;"66ø40'6.0""";"179ø34'0.0""";monzo granite
625;"55ø4'50.0""";"118ø16'20.0""";monzo granite
626;"61ø21'0.0""";"148ø16'0.0""";monzo granite
627;"55ø4'30.0""";"118ø20'25.0""";monzo granite
628;"51ø32'0.0""";"110ø24'0.0""";monzo granite
629;"64ø25'0.0""";"174ø30'0.0""WW";monzo granite
630;"46ø30'50.0""";"135ø53'10.0""";monzo granite
631;"44ø27'0.0""";"136ø2'0.0""";monzo granite
632;"42ø32'30.0""";"109ø3'30.0""";monzo granite
633;"51ø8'0.0""";"112ø15'0.0""";monzo granite
634;"50ø3'0.0""";"110ø17'0.0""";monzo granite
635;"53ø55'20.0""";"115ø42'30.0""";monzo granite
636;"45ø35'50.0""";"135ø30'40.0""";monzo granite
637;"46ø50'0.0""";"105ø59'0.0""";monzo granite
638;"49ø59'0.0""";"108ø11'0.0""";monzo granite
639;"53ø43'0.0""";"115ø13'0.0""";monzo granite
640;"66ø21'0.0""";"137ø53'0.0""";monzo granite
641;"52ø25'10.0""";"115ø26'27.0""";monzo granite
642;"51ø2'0.0""";"112ø30'0.0""";monzo granite
643;"49ø27'0.0""";"109ø23'0.0""";monzo granite
644;"50ø15'0.0""";"133ø54'0.0""";monzo granite
645;"69ø42'0.0""";"141ø41'0.0""";monzo granite
646;"49ø42'0.0""";"108ø10'0.0""";monzo granite
647;"63ø21'15.0""";"165ø31'50.0""";monzo granite
648;"61ø32'0.0""";"161ø15'0.0""";monzo granite
649;"52ø55'0.0""";"110ø5'30.0""";monzo granite
650;"67ø59'24.0""";"177ø28'48.0""";monzo granite
651;"45ø33'55.0""";"135ø15'45.0""";monzo granite
652;"64ø47'0.0""";"173ø43'0.0""WW";monzo granite
653;"66ø17'0.0""";"139ø45'0.0""";monzo granite
654;"46ø1'20.0""";"115ø30'0.0""";syeno granite
655;"43ø51'45.0""";"134ø30'15.0""";monzo granite
656;"54ø12'50.0""";"117ø58'30.0""";monzo granite
657;"61ø21'0.0""";"151ø44'0.0""";monzo granite
658;"44ø28'0.0""";"133ø8'0.0""";monzo granite
659;"50ø9'0.0""";"109ø58'0.0""";monzo granite
660;"52ø47'30.0""";"114ø31'0.0""";monzo granite
661;"45ø36'45.0""";"135ø18'45.0""";monzo granite
662;"52ø25'50.0""";"115ø4'0.0""";monzo granite
663;"67ø53'0.0""";"179ø15'0.0""WW";monzo granite
664;"69ø22'0.0""";"176ø27'0.0""";syeno granite
665;"50ø25'0.0""";"112ø42'0.0""";monzo granite
666;"61ø18'0.0""";"142ø14'45.0""";monzo granite
667;"45ø48'25.0""";"135ø15'0.0""";monzo granite
668;"53ø32'20.0""";"119ø0'0.0""";monzo granite
669;"47ø47'16.0""";"138ø0'25.0""";monzo granite
670;"52ø32'30.0""";"115ø9'50.0""";monzo granite
671;"45ø35'38.0""";"136ø36'17.0""";monzo granite
672;"61ø29'0.0""";"147ø3'0.0""";monzo granite
673;"52ø53'47.0""";"116ø0'40.0""";monzo granite
674;"60ø19'0.0""";"144ø36'0.0""";monzo granite
675;"59ø56'0.0""";"139ø17'0.0""";monzo granite
676;"44ø4'0.0""";"115ø1'0.0""";monzo granite
677;"46ø48'20.0""";"137ø3'20.0""";monzo granite
678;"49ø46'0.0""";"109ø13'0.0""";syeno granite
679;"51ø37'0.0""";"113ø19'0.0""";monzo granite
680;"61ø41'0.0""";"153ø32'0.0""";monzo granite
681;"50ø11'0.0""";"109ø30'0.0""";monzo granite
682;"53ø30'50.0""";"116ø49'40.0""";monzo granite
683;"52ø25'10.0""";"115ø26'27.0""";monzo granite
684;"51ø17'0.0""";"112ø53'0.0""";monzo granite
685;"67ø52'0.0""";"179ø16'0.0""WW";monzo granite
686;"52ø22'0.0""";"112ø58'0.0""";monzo granite
687;"69ø46'0.0""";"175ø45'0.0""";syeno granite
688;"48ø33'0.0""";"115ø17'20.0""";monzo granite
689;"45ø58'24.0""";"135ø45'0.0""";monzo granite
690;"61ø41'0.0""";"148ø7'0.0""";monzo granite
691;"51ø18'0.0""";"113ø4'0.0""";monzo granite
692;"53ø55'0.0""";"115ø34'50.0""";monzo granite
693;"65ø10'0.0""";"154ø45'0.0""";monzo granite
694;"45ø43'12.0""";"135ø50'25.0""";syeno granite
695;"52ø53'30.0""";"119ø30'55.0""";monzo granite
696;"65ø7'0.0""";"175ø33'0.0""WW";monzo granite
697;"60ø43'0.0""";"150ø33'0.0""";monzo granite
698;"49ø31'0.0""";"110ø6'0.0""";monzo granite
699;"44ø56'0.0""";"136ø33'0.0""";monzo granite
700;"51ø34'45.0""";"110ø20'0.0""";monzo granite
701;"45ø58'51.0""";"135ø45'42.0""";monzo granite
702;"53ø53'30.0""";"115ø36'30.0""";monzo granite
703;"47ø25'18.0""";"138ø18'0.0""";monzo granite
704;"65ø53'0.0""";"175ø49'0.0""WW";monzo granite
705;"66ø16'0.0""";"139ø47'0.0""";monzo granite
706;"61ø39'0.0""";"148ø23'0.0""";monzo granite
707;"58ø38'30.0""";"114ø6'30.0""";monzo granite
708;"62ø6'0.0""";"149ø22'0.0""";monzo granite
709;"49ø32'0.0""";"110ø6'0.0""";monzo granite
710;"64ø38'0.0""";"146ø19'0.0""";monzo granite
711;"67ø54'0.0""";"178ø4'0.0""";monzo granite
712;"62ø27'0.0""";"174ø10'0.0""";granodiorite
713;"46ø55'30.0""";"134ø55'0.0""";monzo granite
714;"43ø50'30.0""";"135ø3'0.0""";monzo granite
715;"50ø32'0.0""";"139ø12'0.0""";granodiorite
716;"52ø51'0.0""";"113ø46'0.0""";monzo granite
717;"59ø35'0.0""";"150ø58'0.0""";monzo granite
718;"46ø49'50.0""";"137ø0'20.0""";monzo granite
719;"70ø32'30.0""";"141ø18'0.0""";granodiorite
720;"47ø27'30.0""";"115ø14'0.0""";monzo granite
721;"48ø31'0.0""";"138ø39'0.0""";monzo granite
722;"50ø58'0.0""";"113ø19'0.0""";monzo granite
723;"49ø10'0.0""";"138ø5'0.0""";monzo granite
724;"62ø4'0.0""";"155ø17'0.0""";monzo granite
725;"50ø34'0.0""";"108ø56'0.0""";monzo granite
726;"55ø4'30.0""";"119ø58'20.0""";monzo granite
727;"47ø32'30.0""";"112ø10'0.0""";monzo granite
728;"53ø34'0.0""";"113ø12'0.0""";monzo granite
729;"53ø29'15.0""";"118ø53'0.0""";monzo granite
730;"51ø17'0.0""";"113ø39'0.0""";monzo granite
731;"52ø25'10.0""";"115ø26'27.0""";monzo granite
732;"52ø31'30.0""";"110ø54'45.0""";monzo granite
733;"44ø19'33.0""";"134ø5'0.0""";monzo granite
734;"45ø34'40.0""";"135ø17'0.0""";monzo granite
735;"62ø38'0.0""";"156ø3'0.0""";monzo granite
736;"65ø29'0.0""";"149ø2'0.0""";monzo granite
737;"61ø18'0.0""";"149ø14'0.0""";monzo granite
738;"61ø54'0.0""";"147ø35'0.0""";monzo granite
739;"55ø8'0.0""";"130ø55'0.0""";monzo granite
740;"53ø21'0.0""";"140ø7'0.0""";monzo granite
741;"48ø7'0.0""";"107ø42'0.0""";monzo granite
742;"51ø31'0.0""";"109ø49'0.0""";monzo granite
743;"43ø40'20.0""";"135ø13'30.0""";monzo granite
744;"45ø50'0.0""";"135ø25'0.0""";monzo granite
745;"50ø9'0.0""";"109ø53'0.0""";monzo granite
746;"47ø27'21.0""";"138ø17'48.0""";monzo granite
747;"44ø29'15.0""";"136ø7'10.0""";monzo granite
748;"50ø0'0.0""";"108ø9'0.0""";monzo granite
749;"52ø19'0.0""";"113ø0'0.0""";monzo granite
750;"55ø2'0.0""";"126ø55'0.0""";monzo granite
751;"67ø52'0.0""";"179ø3'0.0""WW";monzo granite
752;"50ø12'0.0""";"112ø6'0.0""";monzo granite
753;"49ø7'0.0""";"137ø35'0.0""";monzo granite
754;"45ø19'0.0""";"134ø50'30.0""";monzo granite
755;"66ø8'0.0""";"129ø24'0.0""";monzo granite
756;"52ø49'40.0""";"114ø24'55.0""";monzo granite
757;"49ø44'0.0""";"112ø21'0.0""";monzo granite
758;"52ø18'45.0""";"110ø26'0.0""";monzo granite
759;"72ø21'0.0""";"141ø0'0.0""";monzo granite
760;"63ø52'30.0""";"167ø42'25.0""";monzo granite
761;"50ø8'0.0""";"110ø11'0.0""";monzo granite
762;"66ø13'0.0""";"138ø16'0.0""";monzo granite
763;"47ø51'0.0""";"108ø10'0.0""";monzo granite
764;"45ø55'30.0""";"135ø51'0.0""";monzo granite
765;"52ø25'20.0""";"109ø36'0.0""";monzo granite
766;"49ø32'0.0""";"110ø6'0.0""";monzo granite
767;"50ø34'0.0""";"111ø12'0.0""";monzo granite
768;"47ø27'6.0""";"138ø19'0.0""";monzo granite
769;"50ø21'0.0""";"109ø51'0.0""";monzo granite
770;"53ø43'40.0""";"115ø12'30.0""";monzo granite
771;"48ø5'0.0""";"132ø6'0.0""";monzo granite
772;"53ø10'20.0""";"119ø11'35.0""";monzo granite
773;"50ø44'0.0""";"108ø40'0.0""";monzo granite
774;"62ø13'0.0""";"174ø25'0.0""";granodiorite
775;"65ø7'0.0""";"172ø20'0.0""WW";monzo granite
776;"47ø14'20.0""";"113ø54'7.0""";monzo granite
777;"47ø55'7.0""";"107ø25'0.0""";monzo granite
778;"53ø41'0.0""";"113ø14'30.0""";monzo granite
779;"49ø32'0.0""";"110ø0'0.0""";granodiorite
780;"54ø41'0.0""";"116ø26'0.0""";syeno granite
781;"45ø48'0.0""";"136ø29'35.0""";monzo granite
782;"69ø25'0.0""";"176ø37'0.0""";monzo granite
783;"66ø32'0.0""";"172ø44'0.0""WW";monzo granite
784;"44ø55'0.0""";"105ø30'0.0""";monzo granite
785;"50ø40'0.0""";"113ø37'0.0""";monzo granite
786;"47ø30'0.0""";"138ø15'30.0""";monzo granite
787;"48ø50'0.0""";"132ø21'0.0""";monzo granite
788;"55ø0'0.0""";"129ø13'0.0""";monzo granite
789;"48ø58'52.0""";"113ø39'15.0""";monzo granite
790;"50ø57'0.0""";"113ø18'0.0""";granodiorite
791;"64ø45'0.0""";"174ø3'0.0""WW";monzo granite
792;"50ø35'0.0""";"113ø52'0.0""";monzo granite
793;"54ø7'20.0""";"117ø34'0.0""";monzo granite
794;"50ø36'0.0""";"113ø54'0.0""";granodiorite
795;"59ø53'0.0""";"143ø33'0.0""";monzo granite
796;"63ø18'0.0""";"144ø50'0.0""";monzo granite
797;"64ø20'32.0""";"168ø0'21.0""";monzo granite
798;"52ø56'30.0""";"114ø8'30.0""";monzo granite
799;"47ø38'0.0""";"107ø40'0.0""";monzo granite
800;"67ø27'0.0""";"170ø1'0.0""";monzo granite
801;"52ø24'10.0""";"109ø33'45.0""";monzo granite
802;"66ø16'0.0""";"139ø46'0.0""";monzo granite
803;"50ø46'0.0""";"136ø13'0.0""";monzo granite
804;"48ø17'0.0""";"136ø47'0.0""";monzo granite
805;"45ø34'40.0""";"135ø15'18.0""";monzo granite
806;"67ø35'0.0""";"169ø28'0.0""";granodiorite
807;"65ø11'0.0""";"145ø20'0.0""";monzo granite
808;"63ø39'0.0""";"175ø25'0.0""";granodiorite
809;"50ø7'0.0""";"110ø11'0.0""";monzo granite
810;"62ø36'0.0""";"159ø2'0.0""";monzo granite
811;"68ø39'0.0""";"170ø25'0.0""";monzo granite
812;"68ø38'0.0""";"137ø52'0.0""";monzo granite
813;"54ø30'5.0""";"116ø53'0.0""";monzo granite
814;"52ø35'40.0""";"115ø17'30.0""";monzo granite
815;"49ø54'0.0""";"112ø35'0.0""";monzo granite
816;"53ø54'50.0""";"115ø38'0.0""";monzo granite
817;"53ø56'30.0""";"115ø41'10.0""";monzo granite
818;"54ø8'5.0""";"116ø29'30.0""";monzo granite
819;"45ø8'45.0""";"134ø33'13.0""";monzo granite
820;"61ø22'0.0""";"153ø27'0.0""";monzo granite
821;"69ø38'0.0""";"163ø7'0.0""";monzo granite
822;"51ø20'0.0""";"109ø23'0.0""";monzo granite
823;"42ø0'0.0""";"104ø47'30.0""";monzo granite
824;"50ø35'0.0""";"113ø53'0.0""";monzo granite
825;"52ø7'30.0""";"114ø3'0.0""";monzo granite
826;"52ø34'0.0""";"140ø40'0.0""";monzo granite
827;"65ø7'0.0""";"175ø33'0.0""WW";monzo granite
828;"53ø42'40.0""";"115ø9'30.0""";monzo granite
829;"47ø48'25.0""";"138ø4'25.0""";monzo granite
830;"61ø18'0.0""";"149ø10'0.0""";monzo granite
831;"69ø4'0.0""";"174ø12'0.0""";granodiorite
832;"62ø38'0.0""";"155ø54'0.0""";monzo granite
833;"69ø53'0.0""";"171ø40'0.0""";monzo granite
834;"51ø44'15.0""";"110ø34'30.0""";monzo granite
835;"67ø53'0.0""";"179ø10'0.0""WW";monzo granite
836;"52ø20'25.0""";"109ø36'25.0""";monzo granite
837;"54ø10'35.0""";"116ø10'55.0""";monzo granite
838;"69ø12'0.0""";"175ø55'0.0""";monzo granite
839;"47ø48'0.0""";"138ø4'25.0""";monzo granite
840;"69ø5'0.0""";"168ø30'0.0""";syeno granite
841;"65ø42'0.0""";"178ø28'0.0""WW";granodiorite
842;"60ø41'0.0""";"149ø41'0.0""";monzo granite
843;"44ø29'5.0""";"136ø7'20.0""";monzo granite
844;"49ø36'0.0""";"111ø20'0.0""";monzo granite
845;"51ø39'0.0""";"113ø17'0.0""";monzo granite
846;"60ø24'0.0""";"144ø31'0.0""";monzo granite
847;"48ø10'0.0""";"114ø30'0.0""";monzo granite
848;"43ø37'30.0""";"135ø12'20.0""";monzo granite
849;"61ø47'0.0""";"152ø33'0.0""";monzo granite
850;"60ø47'0.0""";"145ø6'0.0""";monzo granite
851;"69ø26'0.0""";"145ø28'0.0""";monzo granite
852;"63ø40'47.0""";"165ø50'52.0""";monzo granite
853;"46ø5'0.0""";"135ø31'25.0""";monzo granite
854;"60ø57'0.0""";"149ø34'0.0""";monzo granite
855;"43ø6'20.0""";"133ø0'20.0""";monzo granite
856;"48ø32'30.0""";"108ø23'0.0""";monzo granite
857;"50ø11'0.0""";"107ø30'30.0""";monzo granite
858;"62ø30'0.0""";"145ø4'0.0""";granodiorite
859;"50ø37'0.0""";"113ø47'0.0""";monzo granite
860;"67ø53'0.0""";"179ø19'0.0""WW";monzo granite
861;"54ø53'30.0""";"118ø39'0.0""";monzo granite
862;"44ø49'20.0""";"136ø0'30.0""";monzo granite
863;"44ø31'15.0""";"135ø11'0.0""";monzo granite
864;"60ø57'0.0""";"150ø45'0.0""";monzo granite
865;"47ø27'30.0""";"138ø19'0.0""";monzo granite
866;"62ø35'0.0""";"174ø13'0.0""";granodiorite
867;"69ø52'0.0""";"171ø57'0.0""";monzo granite
868;"64ø15'0.0""";"146ø35'0.0""";monzo granite
869;"49ø59'0.0""";"111ø12'0.0""";monzo granite
870;"69ø59'0.0""";"141ø2'0.0""";monzo granite
871;"51ø22'0.0""";"109ø31'0.0""";monzo granite
872;"51ø1'0.0""";"110ø11'0.0""";monzo granite
873;"47ø27'48.0""";"138ø23'24.0""";monzo granite
874;"49ø41'0.0""";"109ø47'0.0""";monzo granite
875;"63ø37'0.0""";"147ø46'0.0""";monzo granite
876;"51ø25'0.0""";"134ø25'0.0""";monzo granite
877;"69ø31'0.0""";"145ø15'0.0""";monzo granite
878;"52ø43'20.0""";"110ø56'30.0""";monzo granite
879;"45ø34'0.0""";"108ø40'0.0""";monzo granite
880;"49ø50'0.0""";"111ø50'0.0""";monzo granite
881;"51ø11'0.0""";"113ø12'0.0""";monzo granite
882;"68ø47'0.0""";"142ø5'0.0""";monzo granite
883;"62ø43'0.0""";"158ø14'0.0""";monzo granite
884;"46ø19'30.0""";"104ø47'10.0""";monzo granite
885;"50ø0'0.0""";"110ø54'0.0""";monzo granite
886;"50ø19'0.0""";"112ø47'0.0""";monzo granite
887;"45ø13'30.0""";"134ø26'0.0""";monzo granite
888;"69ø25'0.0""";"149ø38'0.0""";monzo granite
889;"53ø1'0.0""";"112ø41'0.0""";monzo granite
890;"64ø30'0.0""";"173ø55'0.0""WW";monzo granite
891;"69ø4'0.0""";"174ø12'0.0""";monzo granite
892;"53ø15'0.0""";"111ø57'25.0""";monzo granite
893;"50ø50'0.0""";"108ø23'0.0""";monzo granite
894;"51ø2'0.0""";"112ø30'0.0""";monzo granite
895;"43ø48'20.0""";"135ø27'25.0""";monzo granite
896;"53ø41'30.0""";"115ø6'20.0""";monzo granite
897;"53ø6'50.0""";"119ø7'0.0""";monzo granite
