;Lat_deg;Lat_min;Lat_sec;Long_deg;Long_min;Long_sec;Latitude;Longitude;past_mer;type_granite;time;massif;sampler;others;sampler+year
182;60;29;40;142;1;20;"60ø29'40.0""";"142ø1'20.0""";;Granite leucocratic;K;;;Det:H2o+-0.16;V.M.Aleksandrov,1970
183;51;15;;134;11;;"51ø15'0.0""";"134ø11'0.0""";;Granite;K;;;;L.A.Ivanov,1935
184;44;32;30;135;42;10;"44ø32'30.0""";"135ø42'10.0""";;Granophyre;Pg;;E.M.Naktinas;;V.A.Baskina,1965
185;52;34;20;115;15;30;"52ø34'20.0""";"115ø15'30.0""";;Granite-porphyry leucogranitic;J;Dolutur massif;N.I.Ogneva;;A.M.Strelov,1959
186;50;6;;109;46;;"50ø6'0.0""";"109ø46'0.0""";;Amf-Bt granite medium-grained;Tr;;D.M.Shuster;;E.T.Bubnov,1961
187;69;43;;176;5;;"69ø43'0.0""";"176ø5'0.0""";;Granite leucocratic fine-grained;K;Velitkenay massif;O.N.Kobylina;Oth:Ba0-0.03;A.O.Andrianov,1939
188;46;35;5;105;26;30;"46ø35'5.0""";"105ø26'30.0""";;Granite-porphyry;J;;;Det.:S03-0.04,co2~0.22;V.M.Yakimov,1974
189;66;36;;179;3;;"66ø36'0.0""";"179ø3'0.0""WW";W;Hb-Bt granite porphyraceous medium-grained;K;Iskaten massif;;;A.M.Timofeev,1956
190;60;32;;149;43;;"60ø32'0.0""";"149ø43'0.0""";;Granite-porphyry subalkaline;K;;M.P.Belopol'sky;;G.A.Topunova,1946
191;51;8;;112;57;;"51ø8'0.0""";"112ø57'0.0""";;Morion-granite;J;Olenguy massif;D.M.Shuster;;E.V.Barabashev,1959
192;53;9;;140;58;;"53ø9'0.0""";"140ø58'0.0""";;Aplite;Pg;;;;V.R.Polikanov,1966
193;52;15;40;110;15;40;"52ø15'40.0""";"110ø15'40.0""";;Granite-porphyry;Tr-J;;;;V.I.Pelepyagin,1975
194;45;36;5;136;35;50;"45ø36'5.0""";"136ø35'50.0""";;Granite leucocratic;K;;I.M.Lalykina;;A.I.Burde,1964
195;62;23;;149;17;;"62ø23'0.0""";"149ø17'0.0""";;Two mica granite;K;Big Annachag massif;P.V.Artemenko;Oth:As-0.01;V.N.Lipatov,1959
196;60;35;;149;41;;"60ø35'0.0""";"149ø41'0.0""";;Bt granite leucocratic medium-grained;K;Seymkan massif;PILevin;Oth:Sn-0.02;A.F.Mikhaylov,1948
197;62;10;;155;13;;"62ø10'0.0""";"155ø13'0.0""";;Bt granite fine-grained;K;Mayak massif;N.V.Voronkova;Oth:co2~0.3;M.G.Rub,1966
198;47;10;25;137;7;40;"47ø10'25.0""";"137ø7'40.0""";;Aplite;K;;;;I.Z.Bur'yanova,1968
199;53;16;;111;59;30;"53ø16'0.0""";"111ø59'30.0""";;Granite-porphyry;J;;E.A.Kotlyarova;;E.E.Zelensky,1974
200;50;0;;112;35;;"50ø0'0.0""";"112ø35'0.0""";;Granite-porphyry;J;Kharalgin massif;L.S.Voronova;;N.K.Dmitrochenko,1962
201;54;5;35;116;21;10;"54ø5'35.0""";"116ø21'10.0""";;Granite leucocratic alkaline;Tr-J;;V.I.Zhigalova;;S.P.Smelovsky,1968
202;51;21;;134;34;;"51ø21'0.0""";"134ø34'0.0""";;Bt granite;K;;Dussealin intrusion;;M.T.Turbin,1960
203;52;8;;112;40;;"52ø8'0.0""";"112ø40'0.0""";;Granite;J;Arachin massif;U.M.Samochernova;;V.P.Kuznetsov,1959
204;49;37;;110;23;;"49ø37'0.0""";"110ø23'0.0""";;Leucogranite;J;;N.A.Ogneva;;P.I.Taraban'ko,1960
205;48;13;;136;30;;"48ø13'0.0""";"136ø30'0.0""";;Granite leucogranitic;K;;;;G.I.Stepanov,1960
206;47;48;25;138;4;25;"47ø48'25.0""";"138ø4'25.0""";;Granite;K;Elazavs massif;;Det.:H2o+-0.59;A.V.Oleynikov,1972
207;53;4;;133;15;;"53ø4'0.0""";"133ø15'0.0""";;Aplite;K;;;;G.I.Neronsky,1962
208;44;39;20;136;12;5;"44ø39'20.0""";"136ø12'5.0""";;Granite;Pg;;M.L.Sheshkovskaya;Oth:Ba0-0.03,co2-0.03;M.A.Favorskaya,1956
209;59;42;;150;53;;"59ø42'0.0""";"150ø53'0.0""";;Granite micropegmatitic;K;Magadan batholite;G.S.Gormasheva;Det:H2o+-o.os;M.P.Krutous,1960
210;62;38;;156;4;;"62ø38'0.0""";"156ø4'0.0""";;Granite fine-grained;K;Omsukchan massif;M.P.Belopol'skaya;;I.M.Speranskaya,1956
211;49;44;;109;3;;"49ø44'0.0""";"109ø3'0.0""";;Granite leucogranitic medium-grained;J;;N.A.Lebedeva;;N.P.Kostyakov,1966
212;53;53;50;115;37;30;"53ø53'50.0""";"115ø37'30.0""";;Granite alkaline;Tr-J;Kontalakan-Marektin massif;L.E.Fedoseeva;;V.S.Ivanov,1968
213;52;34;20;115;15;30;"52ø34'20.0""";"115ø15'30.0""";;Granite-porphyry alkaline leucogranitic;J;Dolutur massif;;;A.M.Strelov,1959
214;50;9;;109;55;;"50ø9'0.0""";"109ø55'0.0""";;Granite leucocratic;J;;N.A.Lebedeva;;V.P.Krasnov,1969
215;44;23;40;133;1;20;"44ø23'40.0""";"133ø1'20.0""";;Granodiorite;K;Sinegorsky massif;;;I.K.Nikiforova,1973
216;61;58;;156;19;;"61ø58'0.0""";"156ø19'0.0""";;Granite leucocratic;K;Viligin massif;N.S.Sergutina;Det:H2o+-0.43;A.D.Silinsky,1964
217;66;58;;135;48;;"66ø58'0.0""";"135ø48'0.0""";;Aplite;K;;;Oth.:S03-0.0l;G.G.Kukhtinsky,1959
218;51;18;;113;35;;"51ø18'0.0""";"113ø35'0.0""";;Granite(granodiorite);J;Sypchugur massif;V.I.Nikitina;;P.I.Kovalev,1968
219;43;37;58;135;12;59;"43ø37'58.0""";"135ø12'59.0""";;Granite porphyraceous;Pg;Saken massif;;;l.I.Antushevich,1966
220;53;44;;115;17;30;"53ø44'0.0""";"115ø17'30.0""";;Granite leucocratic alkaline;Tr-J;Zimov'e massif;U.M.Ader;;V.A.Popeko,1968
221;62;35;;155;35;;"62ø35'0.0""";"155ø35'0.0""";;Aplite;K;Omsukchan massif;P.M.Bosek;Oth:Zr02-0.06,TR-0.08;O.S.Gracheva,1948
222;67;23;;156;33;;"67ø23'0.0""";"156ø33'0.0""";;Granite-porphyry;K;;;;V.I.Kolesnikov,1968
223;50;42;;113;33;;"50ø42'0.0""";"113ø33'0.0""";;Bt granite porphyraceous fine-medium-grained;J;Duldurgin massif;O.S.Beloborod'ko;;N.N.Chaban,1966
224;47;59;;108;15;;"47ø59'0.0""";"108ø15'0.0""";;Granite gneissose;Tr;;;;E.V.Mikhaylov,1973
225;49;13;;138;0;;"49ø13'0.0""";"138ø0'0.0""";;Granite;K;;;;A.V.Demin,1960
226;63;53;;157;53;;"63ø53'0.0""";"157ø53'0.0""";;Granite leucogranitic;Pg;;I.S.Ryabova;Det.:H2o+-0.55;K.L.L'vov,1964
227;47;27;;138;43;;"47ø27'0.0""";"138ø43'0.0""";;Granite alkaline;Pg;Kiprey Chepy massif;;;V.P.Simanenko,1973
228;51;12;;112;52;;"51ø12'0.0""";"112ø52'0.0""";;Granite leucocratic fine-grained;J;Olenguy massif;O.MShirokova;;E.V.Barabashev,1959
229;45;37;49;134;46;20;"45ø37'49.0""";"134ø46'20.0""";;Granite;K;Dintsukhin massif;;;V.I.Safronov,1966
230;53;43;30;115;12;30;"53ø43'30.0""";"115ø12'30.0""";;Granite subalkaline;Tr-J;Zimov'e massif;A.I.Federova;;V.A.Popeko,1967
231;69;58;;171;38;;"69ø58'0.0""";"171ø38'0.0""";;Bt granite;K;;B.M.Frenkel';;A.V.Andrianov,1940
232;67;50;;179;10;;"67ø50'0.0""";"179ø10'0.0""WW";W;Aplite;K;Iul'tin massif;;Det.:H2o+-0.52;E.G.Bordyugov,1964
233;50;50;;108;22;;"50ø50'0.0""";"108ø22'0.0""";;Bt granite fine-grained;Tr-J;Totkhotoy massif;L.S.Voronova;;V.Ya.Ilchenko,1967
234;50;57;;105;52;30;"50ø57'0.0""";"105ø52'30.0""";;Granite leucocratic medium-grained;J;;A.VShitova;;V.M.Afanas'ev,1966
235;45;6;;136;45;;"45ø6'0.0""";"136ø45'0.0""";;Granite;Pg;;;;V.A.Baskina,1970
236;44;27;50;135;13;7;"44ø27'50.0""";"135ø13'7.0""";;Granite-porphyry;Pg;;Pavlovich;;A.F.Baranov,1946
237;54;44;;123;55;;"54ø44'0.0""";"123ø55'0.0""";;Granite leucocratic alkaline;J;Dzheltulin massif;;;A.S.Vol'sky,1966
238;46;35;50;105;51;35;"46ø35'50.0""";"105ø51'35.0""";;Granite;J;;;Oth.:S03-0.05.Det.:co2-0.ll;V.M.Yakimov,1974
239;48;12;;136;30;;"48ø12'0.0""";"136ø30'0.0""";;Granite leucogranitic;K;;;;G.I.Stepanov,1960
240;52;56;;114;6;30;"52ø56'0.0""";"114ø6'30.0""";;Granite leucocratic fine-grained;J;Yakhakta massif;;;A.A.Matlashov,1969
241;44;50;30;135;3;20;"44ø50'30.0""";"135ø3'20.0""";;Granosyenite;K;Sanchaz massif;M.F.Vasilenko;Det:H2o+-0.20;I.K.Tsesarsky,1978
242;44;29;5;134;15;7;"44ø29'5.0""";"134ø15'7.0""";;Granite;K;Lampakhez massif;F.T.Rynkova;Det:H2o+-0.23;V.V.Golozubov,1977
243;47;24;6;138;6;54;"47ø24'6.0""";"138ø6'54.0""";;Granite;K;Karakty massif;;;F.G.Fedchin,1975
244;45;36;;136;39;30;"45ø36'0.0""";"136ø39'30.0""";;Granite porphyraceous;Pg;;M.L.Sheshkovskaya;Oth:Ba0-0.03~Co2-0.03;M.A.Favorskaya,1956
245;61;18;;142;5;;"61ø18'0.0""";"142ø5'0.0""";;Bt granite;K;Chal bukchan massif;V.P.Koval'skaya;;T.P.Vronko,1946
246;45;49;15;135;38;10;"45ø49'15.0""";"135ø38'10.0""";;Bt granite;K;Armin massif;;;V.K.Matushkin,1969
247;43;6;53;133;25;18;"43ø6'53.0""";"133ø25'18.0""";;Granite;K;Sheningous massif;;;Yu.G.Ivanov,1964
248;62;27;;155;50;;"62ø27'0.0""";"155ø50'0.0""";;Granite-porphyry;K;Aygur massif;M.P.Belopol'skaya;;L.V.Ievlev,1964
249;50;19;;112;48;;"50ø19'0.0""";"112ø48'0.0""";;Granite porphyraceous;J;Zhipkoshin massif;;;I.I.Kozyrev,1968
250;46;25;;109;43;;"46ø25'0.0""";"109ø43'0.0""";;Granite leucocratic;Tr;Gedzegin massif;;;V.A.Bobrov
251;62;36;;155;53;;"62ø36'0.0""";"155ø53'0.0""";;Bt granite porphyraceous;K;Omsukchan massif;;;O.D.Mel'nikov,1945
252;53;31;30;118;49;40;"53ø31'30.0""";"118ø49'40.0""";;Granite porphyraceous alkaline;J;;A.I.Fedorova;;S.P.Smelovsky,1968
253;53;44;20;115;23;10;"53ø44'20.0""";"115ø23'10.0""";;Granite leucocratic alkaline;Tr-J;Muyshin massif;MP.Merkul~eva;;V.A.Popeko,1967
254;46;37;10;138;14;55;"46ø37'10.0""";"138ø14'55.0""";;Granite leucogranitic pegmatoid;Pg;Svetlinsky massif;S.Ya.Matytsin;;V.A.Yarmolyuk,1948
255;54;0;30;117;48;40;"54ø0'30.0""";"117ø48'40.0""";;Granite-porphyry subalkaline;J;;A.N.Aksel'rod;;Yu.V.Kazitsyn,1958
256;46;12;30;110;50;;"46ø12'30.0""";"110ø50'0.0""";;Leucogranite alkaline;J;;;;D.D.Sagaluev
257;50;32;;111;11;;"50ø32'0.0""";"111ø11'0.0""";;Granite uneven-grained;J;Uleley massif;N.P.Mel'nikova;;E.T.Bubnov,1965
258;62;27;;155;58;;"62ø27'0.0""";"155ø58'0.0""";;Aplite;K;Aygur massif;I.SRyabova;Det:H2o+-0.09;L.V.Ievlev,1964
259;61;50;;156;29;;"61ø50'0.0""";"156ø29'0.0""";;Granite leucogranitic coarse-grained;K;Viligin massif;S.M.Shadskaya;Oth:Sno2-0.0I;D.S.Golota,1948
260;51;43;;113;12;;"51ø43'0.0""";"113ø12'0.0""";;Granite leucocratic alkaline;Tr-J;;V.I.Chtetsova;Oth:S03-0.08.Det.:H2o+-0.03;V.M.Chairkin,1938
261;53;54;50;115;33;;"53ø54'50.0""";"115ø33'0.0""";;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.P.Mel'nikova;;V.S.Ivanov,1968
262;46;37;;104;44;;"46ø37'0.0""";"104ø44'0.0""";;Granophyre alkaline;Tr-J;Bayan-Ulan massif;;;V.I.Kovalenko,1971
263;61;22;;151;50;;"61ø22'0.0""";"151ø50'0.0""";;Granite-porphyry micropegmatitic;K;Dneprovsky massif;V.I.Noskov ;Oth:C02-0o26;R.P.Petrov,1945
264;46;55;;105;46;50;"46ø55'0.0""";"105ø46'50.0""";;Granite medium-grained;J;;;Det o:S-OoOl;U.A.Korchagin,1967
265;61;8;;151;4;;"61ø8'0.0""";"151ø4'0.0""";;Granite leucogranitic;K;;Z.A.Lipnyagova;;A.P.Osipov,1964
266;69;44;;171;55;;"69ø44'0.0""";"171ø55'0.0""";;Bt granite fine-grained;K;Northern massif;;;E.P.Fedorov,1952
267;49;31;;110;6;;"49ø31'0.0""";"110ø6'0.0""";;Two mica granite;J;;B.M.Frenkel';Oth:Sn02-0.10,S-OoOl;I.F.Grigor'ev,1957
268;50;39;20;104;34;;"50ø39'20.0""";"104ø34'0.0""";;Granite-porphyry;J;;;;Ts.B.Tarchimaev,1963
269;45;44;30;134;46;36;"45ø44'30.0""";"134ø46'36.0""";;Granite;K;Dintsukhin massif;;;V.I.Safronov,1966
270;44;52;7;136;9;50;"44ø52'7.0""";"136ø9'50.0""";;Granite leucogranitic;Pg;;;:Ba0-0.29,co2-0.07;M.A.Favorskaya,1961
271;44;31;8;134;12;58;"44ø31'8.0""";"134ø12'58.0""";;Granite porphyraceous;K;Lampakhez massif;;;V.K.Putintsev,1955
272;50;2;;110;55;;"50ø2'0.0""";"110ø55'0.0""";;Granite leucocratic medium-grained;J;Chatangin massif;D.M.Shuster;;A.O.Kanischev,1961
273;69;25;;176;40;;"69ø25'0.0""";"176ø40'0.0""";;Granite;K;Velitkenay massif;M. V. Kondrashina;Det:H2o+-Oo52;L.N.Bogdanova,1967
274;72;19;;141;14;;"72ø19'0.0""";"141ø14'0.0""";;Granite-porphyry;K;Yuryung-Khaastakh massif;T.M.Sablinao ;Det:co2-0.58;S.M.Prokhorova,1968
275;62;17;;155;30;;"62ø17'0.0""";"155ø30'0.0""";;Granite medium-grained;K;Nevsky massif;S.M.Shadskaya;Otho:F-Oo02;P.V.Babkin,1955
276;59;55;;144;5;;"59ø55'0.0""";"144ø5'0.0""";;Granite subalkaline medium-coarse-grained;K;Ul'bey massif;M.V.Kondrashina . ;Det:H20-0.31;A.I.Chigrik,1964
277;47;37;30;112;5;;"47ø37'30.0""";"112ø5'0.0""";;Granite;J;;;:so3-0.04;Ulanbayar,1973
278;51;8;;113;34;;"51ø8'0.0""";"113ø34'0.0""";;Granite fine-grained;J;Kalangin massif;D.M.Shuster;;E.V.Barabashev,1961
279;65;45;;141;5;;"65ø45'0.0""";"141ø5'0.0""";;Granite medium-grained;K;Chibagalakh massif;;;B.V.Kravtsov,1970
280;49;19;;139;13;;"49ø19'0.0""";"139ø13'0.0""";;Granite leucocratic;Pg;;Uzey intrusion;;A.V.Demin,1964
281;66;26;;175;21;;"66ø26'0.0""";"175ø21'0.0""WW";W;Granite fine-grained;K;Eturergytkhyn massif;M.V.Kondrashina;Det:H2o+-0.34;V.K.Sadakov,1966
282;53;55;20;115;42;30;"53ø55'20.0""";"115ø42'30.0""";;Granite alkaline;Tr-J;Kontalak massif;L.E.Fedoseeva;;V.S.Ivanov,1968
283;52;58;;112;42;40;"52ø58'0.0""";"112ø42'40.0""";;Granite;Tr;;V.F.Mel'nik;;L.F.Dekhtereva,1964
284;49;25;;139;17;;"49ø25'0.0""";"139ø17'0.0""";;Granite granophyric subalkaline;Pg;Sankuk massif;;;V.A.Dyrenko,1968
285;53;40;;118;37;;"53ø40'0.0""";"118ø37'0.0""";;Granite subalkaline;J;;D.M.Shuster;;E.A.Ivanov,1963
286;51;9;;133;57;;"51ø9'0.0""";"133ø57'0.0""";;Bt granite porphyraceous;K;;Dussealin intrusion;;S.S.Darbinyan,1960
287;67;41;;139;49;;"67ø41'0.0""";"139ø49'0.0""";;Granite leucocratic fine-grained;K;Munilkan massif;;;Yu.G.Krezhevskikh,1955
288;51;45;30;107;35;;"51ø45'30.0""";"107ø35'0.0""";;Leucogranite;Tr;;;Oth.:S03-0.08;D.V.Trunev,1961
289;47;14;;137;53;35;"47ø14'0.0""";"137ø53'35.0""";;Granite leucogranitic;K;Lesnoy massif;;;V.P.Simanenko,1977
290;54;22;30;116;59;35;"54ø22'30.0""";"116ø59'35.0""";;Granite alkaline;Tr-J;;N.A.Lebedeva;;V.A.Popeko,1965
291;51;17;;108;30;;"51ø17'0.0""";"108ø30'0.0""";;Morion-granite;J;Etytey massif;N.PMel'nikova;;V.V.Starchenko,1968
292;49;16;;139;9;;"49ø16'0.0""";"139ø9'0.0""";;Granite-porphyry;Pg;Sisinku intrusion;Kosyak;;A.V.Demin,1966
293;61;8;;151;3;;"61ø8'0.0""";"151ø3'0.0""";;Aplite;K;Nakhodka stock;;;P.N.Spiridonov,1940
294;50;37;;113;43;;"50ø37'0.0""";"113ø43'0.0""";;Mu granite porphyraceous coarse-grained;J;Zhipkoshin massif;G.I.Surova;;N.N.Chaban,1965
295;69;46;;142;12;;"69ø46'0.0""";"142ø12'0.0""";;Granite pegmatoid;K;Upper-Kuranakh massif;G.S.Chugunov;;Boyarshinov,1969
296;66;1;;142;7;;"66ø1'0.0""";"142ø7'0.0""";;Granite leucocratic;K;Chimalgin massif;P.M.Bosek;Oth:S03-0.02;L.N.Popov,1955
297;45;31;42;134;41;;"45ø31'42.0""";"134ø41'0.0""";;Granite leucogranitic porphyraceous;K;Dintsukhin massif;;;N.A.Belyaevsky,1952
298;61;18;;149;10;;"61ø18'0.0""";"149ø10'0.0""";;Bt granite medium-grained;K;Butugychag massif;;Oth.:S-0.05,B2o3-0.03;E.A.Erofeeva,1955
299;44;27;;134;20;29;"44ø27'0.0""";"134ø20'29.0""";;Granite leucocratic porphyraceous;K;;;;I.P.Rachinskaya,1963
300;53;41;50;115;6;10;"53ø41'50.0""";"115ø6'10.0""";;Granite subalkaline;Tr-J;Khuluglin massif;;.N.P.Mel'nikova;V.A.Popeko,1967
301;62;3;;141;2;;"62ø3'0.0""";"141ø2'0.0""";;Granite;K;Upper-Khalyin massif;V.V.Langvagen;;I.P.Atlasov,1939
302;68;3;;179;30;;"68ø3'0.0""";"179ø30'0.0""WW";W;Granite leucocratic porphyraceous coarse-grained;K;Taureran massif;L.P.Maslova;Oth:F-0.07;A.P.Milov,1964
303;51;38;40;110;19;20;"51ø38'40.0""";"110ø19'20.0""";;Morion-granite leucocratic;J;;;;L.I.Sergeev,1969
304;62;41;;155;55;;"62ø41'0.0""";"155ø55'0.0""";;Granite medium-grained;K;Omsukchan massif;M.P.Belopol'skaya;;I.M.Speranskaya,1956
305;62;22;;139;53;;"62ø22'0.0""";"139ø53'0.0""";;Granite fine-grained;K;Khogonchan massif;N.DTikhon'kikh;;I.G.Volkodav,1966
306;53;9;;129;45;;"53ø9'0.0""";"129ø45'0.0""";;Granite-porphyry;K;;;;V.V.Shikhanov,1966
307;47;14;20;113;54;7;"47ø14'20.0""";"113ø54'7.0""";;Granite-porphyry;J;Darkhan-Aryn-Nur massif;;Det:co2-0.28;Zh.Banzarach,1971
308;62;2;;155;15;;"62ø2'0.0""";"155ø15'0.0""";;Bt granite coarse-grained;K;Mayak massif;.;Oth:co2-0.02,so3-0.07,F-0.01;V.A.Frolov,1949
309;66;21;;174;52;;"66ø21'0.0""";"174ø52'0.0""WW";W;Granite-porphyry;K;;L.A.Finogentova;Det:H2o+-0.18;E.A.Makarov,1975
310;62;10;;155;13;;"62ø10'0.0""";"155ø13'0.0""";;Bt granite coarse-grained;K;Mayak massif;N.VVoronkova;Oth:C02-0.08;M.G.Rub,1966
311;46;25;;109;43;;"46ø25'0.0""";"109ø43'0.0""";;Granite leucocratic;Tr;Gedzegin massif;;;V.A.Bobrov
312;60;39;;149;30;;"60ø39'0.0""";"149ø30'0.0""";;Granite medium-grained;K;Seymkan massif;P.I.Levin;;I.V.Mariich,1949
313;51;26;20;108;44;30;"51ø26'20.0""";"108ø44'30.0""";;Granite leucocratic;Tr-J;Upper-Balyagin massif;R.PKopnova;;A.K.Izvekov,1968
314;53;49;;140;1;;"53ø49'0.0""";"140ø1'0.0""";;Granite porphyraceous coarse-grained;Pg;Bukchi-Ula massif;;;O.K.Leont'ev,1964
315;61;55;;139;25;;"61ø55'0.0""";"139ø25'0.0""";;Leucogranite;K;Khalgan massif;G.F.Pomazova;Oth:S03-0.04;N.V.Balanov,1966
316;53;57;;115;42;;"53ø57'0.0""";"115ø42'0.0""";;Granite alkaline;Tr-J;Kontalak massif;L.E.Fedoseeva;;V.S.Ivanov,1968
317;51;13;50;107;34;;"51ø13'50.0""";"107ø34'0.0""";;Granite leucogranitic;Tr;;I.N.Chernionnaya;;A.K.Izvekov,1972
318;60;38;;149;30;;"60ø38'0.0""";"149ø30'0.0""";;Granite fine-grained;K;Seymkan massif;A.Kh.Brovtman;Oth:TR-0.54;I.V.Mariich,1949
319;69;43;;141;41;;"69ø43'0.0""";"141ø41'0.0""";;Bt granite fine-grained;K;Omchikandin massif;R.A.Ovchinn i kova;;Ushakov,1973
320;52;6;50;115;58;30;"52ø6'50.0""";"115ø58'30.0""";;Granite leucocratic;J;Zangan massif;N.AOgneva;;V.A.Gulin,1964
321;52;6;50;115;58;30;"52ø6'50.0""";"115ø58'30.0""";;Granite leucocratic alkaline;J;Zangan massif;N.A.Ogneva;;V.A.Gulin,1964
322;60;29;45;142;5;20;"60ø29'45.0""";"142ø5'20.0""";;Granite leucocratic;K;;;De~.:H2o+-o.ao,co2-0.53;V.M.Aleksandrov,1970
323;63;58;;163;28;;"63ø58'0.0""";"163ø28'0.0""";;Aplite;K;Aplitic massif;V.PKoval'skaya;;A.P.Shpetny,1947
324;51;7;;113;15;;"51ø7'0.0""";"113ø15'0.0""";;Granite porphyraceous fine-grained miarolic;J;;L.S.Voronova;;E.T.Bubnov,1964
325;53;50;10;115;18;10;"53ø50'10.0""";"115ø18'10.0""";;Granite alkaline;Tr-J;Upper-Talachin massif;V.I.Zhigalova;;V.A.Popeko,1967
326;61;1;;150;5;;"61ø1'0.0""";"150ø5'0.0""";;Bt Granite porphyraceous fine-grained;K;Tenkely massif;P.I.Levin;;V.D.Volodin,1947
327;54;49;15;117;45;20;"54ø49'15.0""";"117ø45'20.0""";;Leucogranite alkaline;J;;M.IMerkul'eva;;V.I.Shulika,1966
328;54;12;10;119;24;;"54ø12'10.0""";"119ø24'0.0""";;Granite leucocratic;Tr;;V.IZhigalova;;E.A.Ivanov,1969
329;53;56;;115;39;10;"53ø56'0.0""";"115ø39'10.0""";;Granite-porphyry alkaline;Tr;;;;V.A.Popeko,1966
330;67;18;30;156;52;;"67ø18'30.0""";"156ø52'0.0""";;Leucogranite medium-grained;K;;;;Vu.M.Neklyudov,1971
331;61;42;;165;1;;"61ø42'0.0""";"165ø1'0.0""";;Plagiogranite;K;Kuyul massif;;Oth.:V2o5-0.02;I.E.Zaedinova,1957
332;70;10;;140;39;;"70ø10'0.0""";"140ø39'0.0""";;Granite-porphyry fine-grained;K;Pavel-Chokhchur stock;N.D.Tikhon'kikh;Det:H2o+-1.20;A.M.Uzyunkoyan,1974
333;53;53;40;115;37;10;"53ø53'40.0""";"115ø37'10.0""";;Granite alkaline;Tr-J;Kontalakan-Marektin massif;N.P.Mel'nikova;;V.S.Ivanov,1968
334;53;27;;118;51;30;"53ø27'0.0""";"118ø51'30.0""";;Granite alkaline leucogranitic;Tr-J;Itykendin stock;L.E.Fedoseeva;;S.P.Smelovsky,1971
335;44;47;;133;0;;"44ø47'0.0""";"133ø0'0.0""";;Granite-porphyry;K;;;;O.G.Starov,1965
336;64;52;;175;31;;"64ø52'0.0""";"175ø31'0.0""WW";W;Granite coarse-grained;K;Kuyviveem massif;;;V.N.Stavitsky,1959
337;46;37;;104;44;;"46ø37'0.0""";"104ø44'0.0""";;Granite;Tr-J;Bayan-Ulan massif;;Oth.:F-0.02;V.I.Kovalenko,1971
338;67;56;;178;5;;"67ø56'0.0""";"178ø5'0.0""";;Granite fine-grained;K;Telekay massif;;;V.I.Voevodin,1967
339;69;58;;140;41;;"69ø58'0.0""";"140ø41'0.0""";;Bt granite fine-grained;K;Bakyn massif;;;G.I.Mikheev,1965
340;50;15;;110;5;;"50ø15'0.0""";"110ø5'0.0""";;Bt granite medium-grained;J;Asakan-Shumilovo massif;N.P.Mel'nikova;;V.P.Krasnov,1968
341;63;37;;147;53;;"63ø37'0.0""";"147ø53'0.0""";;Bt granite medium-fine-grained;J;Okhandzhin massif;N.I.Morozova;Det:H2o+-0.32;V.A.Serebryakov,1959
342;44;26;55;134;20;2;"44ø26'55.0""";"134ø20'2.0""";;Granite;Pg;;F.T.Rynkova;Det:H2o+-0.23;V.V.Golozubov,1977
343;53;14;;125;37;;"53ø14'0.0""";"125ø37'0.0""";;Aplite;K;;;;A.P.Sorokin,1964
344;53;15;20;111;56;45;"53ø15'20.0""";"111ø56'45.0""";;Granite-porphyry;Tr;;E.A.Kotlyarova;;E.E.Zelensky,1974
345;69;18;;143;5;;"69ø18'0.0""";"143ø5'0.0""";;Bt granite medium-grained;K;Makhastyr Kuobakh massif;L.F.Ushakova;;V.K.Dorofeev,1971
346;53;23;5;116;58;40;"53ø23'5.0""";"116ø58'40.0""";;Granite subalkaline;J;Shinyukin stock;T.I.Linnik;;Yu.D.Penyagin,1967
347;51;33;;135;38;;"51ø33'0.0""";"135ø38'0.0""";;Granite-porphyry;K;;;;N.G.Osipov,1964
348;53;43;50;115;18;50;"53ø43'50.0""";"115ø18'50.0""";;Granite leucocratic alkaline;Tr-J;Zimov'e massif;V.I.Zhigalova;;V.A.Popeko,1967
349;53;55;30;115;42;30;"53ø55'30.0""";"115ø42'30.0""";;Granite leucocratic alkaline;Tr-J;Kontalakan-Marektin massif;N.PMel'nikova;;V.S.Ivanov,1968
350;61;18;;149;10;;"61ø18'0.0""";"149ø10'0.0""";;Bt granite medium-grained;K;Butugychag massif;;Oth.:B2o3-0.03;E.A.Erofeeva,1955
351;66;9;;129;12;;"66ø9'0.0""";"129ø12'0.0""";;Granite leucocratic;K;Khoboyotuu-Echiy massif;;Oth.:S03-0.06.Det.:co2-0.26;R.O.Galabala,1976
352;69;46;;171;38;;"69ø46'0.0""";"171ø38'0.0""";;Bt granite porphyraceous coarse-grained;K;Northern massif;;Det.:H2o+-0.25;A.K.savel'ev,1950
353;48;45;;102;37;30;"48ø45'0.0""";"102ø37'30.0""";;Granite-porphyry;J;;;;Yu.Ya.Petrovich
354;44;29;10;136;6;40;"44ø29'10.0""";"136ø6'40.0""";;Granite;Pg;Mutukhin Oprichnin massif;Yu.S.Chudakova;;S.A.Korenbaum,1973
355;62;37;;155;40;;"62ø37'0.0""";"155ø40'0.0""";;Granite subalkaline;K;Nyut-Ul'bey massif;;;R.B.Umitbaev,1962
356;61;43;;150;30;;"61ø43'0.0""";"150ø30'0.0""";;Bt granite;K;Mandychan massif;;;P.N.Spiridonov,1940
