;Latitude;Longitude;time;area;0
2528;"65ø28'0.0""";"175ø33'0.0""W";K;5;0
2609;"67ø57'0.0""";"179ø27'0.0""W";K;5;2
2614;"65ø33'0.0""";"171ø38'0.0""W";K;5;1
2617;"68ø18'0.0""";"178ø12'0.0""W";K;5;2
2620;"66ø4'0.0""";"172ø21'0.0""W";K;5;1
2640;"66ø28'0.0""";"179ø20'0.0""W";K;5;2
2645;"68ø11'0.0""";"178ø20'0.0""W";K;5;2
2713;"68ø12'0.0""";"178ø22'0.0""W";K;5;1
2722;"65ø24'0.0""";"179ø51'0.0""W";Pg;5;0
2749;"66ø11'0.0""";"173ø14'0.0""W";K;5;0
2763;"66ø23'0.0""";"174ø45'0.0""W";K;5;0
2851;"65ø3'0.0""";"174ø52'0.0""W";K;5;2
2855;"66ø38'0.0""";"177ø3'0.0""W";K;5;0
2856;"67ø57'0.0""";"178ø31'0.0""W";K;5;2
2858;"68ø25'0.0""";"179ø50'0.0""W";Mz;5;0
2859;"68ø16'0.0""";"178ø17'0.0""W";K;5;0
2873;"68ø13'0.0""";"178ø19'0.0""W";K;5;0
2914;"65ø40'0.0""";"174ø21'0.0""W";K;5;2
2987;"68ø3'0.0""";"178ø7'0.0""W";K;5;2
3007;"66ø25'0.0""";"174ø30'0.0""W";K;5;0
3010;"66ø8'0.0""";"169ø42'0.0""W";K;5;2
3025;"68ø25'0.0""";"179ø50'0.0""W";K;5;0
3041;"66ø27'0.0""";"175ø23'0.0""W";K;5;0
3090;"67ø40'0.0""";"175ø20'0.0""W";K;5;0
3106;"67ø0'0.0""";"176ø5'0.0""W";K;5;0
3124;"68ø7'0.0""";"178ø9'0.0""W";K;5;2
3201;"68ø26'0.0""";"179ø49'0.0""W";K;5;0
3202;"67ø4'0.0""";"177ø38'0.0""W";K;5;0
3225;"65ø38'0.0""";"170ø33'0.0""W";K;5;0
3261;"67ø50'0.0""";"178ø26'0.0""W";K;5;0
3345;"66ø30'0.0""";"174ø48'0.0""W";K;5;0
3380;"67ø17'0.0""";"176ø49'0.0""W";Pg;5;0
3482;"66ø2'0.0""";"179ø57'0.0""W";K;5;0
3487;"66ø34'0.0""";"177ø59'0.0""W";K;5;0
3500;"68ø10'0.0""";"178ø20'0.0""W";K;5;0
3510;"65ø43'0.0""";"173ø14'0.0""W";K;5;2
3543;"66ø27'0.0""";"174ø29'0.0""W";K;5;0
3588;"66ø57'0.0""";"171ø46'0.0""W";K;5;0
3731;"64ø43'0.0""";"172ø30'0.0""W";K;5;0
3742;"68ø8'0.0""";"178ø28'0.0""W";K;5;1
3757;"66ø45'0.0""";"178ø30'0.0""W";K;5;0
3804;"64ø22'0.0""";"173ø37'0.0""W";K;5;0
3833;"66ø37'0.0""";"177ø42'0.0""W";K;5;0
3836;"67ø40'0.0""";"178ø30'0.0""W";K;5;0
3837;"66ø29'0.0""";"175ø27'0.0""W";K;5;0
3872;"65ø10'0.0""";"179ø38'0.0""W";K;5;0
3879;"66ø30'0.0""";"178ø15'0.0""W";K;5;0
3927;"67ø48'0.0""";"178ø38'0.0""W";K;5;0
3948;"65ø13'0.0""";"175ø11'0.0""W";K;5;0
3959;"67ø55'0.0""";"178ø17'0.0""W";K;5;0
3971;"65ø19'0.0""";"173ø22'0.0""W";K;5;0
3978;"65ø46'0.0""";"170ø56'0.0""W";K;5;0
4044;"68ø6'0.0""";"178ø33'0.0""W";K;5;0
4050;"64ø22'0.0""";"173ø35'0.0""W";K;5;0
4065;"64ø59'0.0""";"172ø28'0.0""W";K;5;0
4072;"66ø45'0.0""";"178ø22'0.0""W";K;5;0
4073;"65ø23'0.0""";"173ø50'0.0""W";K;5;0
4076;"67ø50'0.0""";"178ø40'0.0""W";K;5;0
4105;"64ø56'0.0""";"172ø27'0.0""W";K;5;0
4135;"64ø44'0.0""";"174ø38'0.0""W";K;5;0
4139;"67ø50'0.0""";"178ø37'0.0""W";K;5;0
4225;"66ø8'0.0""";"175ø25'0.0""W";K;5;0
4278;"64ø24'0.0""";"172ø19'0.0""W";K;5;0
4310;"65ø30'0.0""";"173ø14'0.0""W";K;5;0
4317;"65ø4'0.0""";"172ø31'0.0""W";K;5;0
4385;"64ø52'0.0""";"175ø2'0.0""W";K;5;0
4429;"64ø20'0.0""";"173ø30'0.0""W";K;5;0
4516;"66ø33'0.0""";"175ø17'0.0""W";K;5;0
4522;"64ø24'0.0""";"172ø34'0.0""W";K;5;0
4562;"64ø47'0.0""";"175ø25'0.0""W";K;5;0
4594;"66ø23'0.0""";"174ø40'0.0""W";K;5;0
4628;"66ø41'0.0""";"178ø32'0.0""W";K;5;0
4643;"66ø44'0.0""";"178ø22'0.0""W";K;5;0
4647;"65ø41'0.0""";"177ø58'0.0""W";Pg;5;0
