1044- (52°21' ,112°57')|.Granite|.Tr3-J1 N.P.Mel'nikova|(V.A.Popeko,1968). 
1045- (53°55'30",115°45'50")|.Granite subalkaline|.Tr-J|.Kontalak massif|.L.E.Fedoseeva|(V.S.Ivanov,1968). 
1046- (45°16',106°47')|.Granite leucocratic|.Tr|(R.A.Khasin). 
1047- (45°38' ,135°13')|.Granite coarse-grained|.K2|.Imano-Sinanchin massif|(N.K.Flyaga,1964). 
1048- (53°42'50",115°11'50")|.Granite pegmatoid alkaline miarolic|.Tr-J1 Zimov'e massif|(V.A.Popeko,1968). 
1049- (49°24' ,109°28')|.Granite leucocratic medium-grained|.Mz|.E.V.Saranina|(N.P.Kostyakov,1966). 
1050- (51°49' ,134°04')|.Bt granite porphyraceous|.K2 Lanskaya intrusion|(M.T.Turbin,1960). 
1051- (48°58' ,132°17')|.Granophyre|.J3|.Butokan massif|(B.I.Lovi,1961). 
1052- (56°01' ,119°02'30")|.Bt granite|.Mz1|.Dzholtuktin massif|.V.I.Zhigalova|(Yu.P.Butanaev,1969). 
1053- (53°46' ,115°18')|.Granite leucocratic porphyraceous alkaline|.Tr-J1|.Zimov'e massif|.U.M.Ader|(V.A.Popeko,1967). 
1054- (50°32' ,111°10')|.Bt granite coarse-grained|.J3|.Uleley massif|.T.I.Linnik|(E.T.Bubnov,1965). 
1055- (61°47' ,150°27')|.Bt granite subalkaline coarse-grained|.K1|.Mandychan massif|(A.S.Simakov,1940). 
1056- (43°41'40",135°12'30")|.Granite leucocratic|.K2-Pg1|.Saken massif|(I.I.Antushevich,1966). 
1057- (43°47'20",135°26'20")|.Aplite|.Pg1_2|.Vladimirsky massif|.G.I.Makarova|(G.A.Valuy,1975). 
1058- (66°15' ,139°42')|.Bt-Mu granite fine-grained|.K1|.Chibagalakh massif|.L.G.Nefedova|(S.I.Pinaev,1975). 
1059- (43°39'27",135°12'52")|.Granite|.K2|.Det.:H2o+-0.69|(O.G.Starov,1977). 
1060- (46°24'40",135°45'20")|.Granite leucocratic|.K|.Tatiba Dalninsky massif|.Yu.S.Chudakova. |+Det.:H2o|-0.97|(V.S.Ivanov,1971). 
1061- (47°48'25",138°04'25")|.Granite|.K2|.Elazovsky massif|.Det|. :H2o+-0.67|{A.V.Oleynikov,1972|)0|
1062- (69°24' ,145°26')|.Granite leucocratic|.K1|.East-Polousny massif|(V.KoDorofeev,1973). 
1063- (51°31',113°10')|.Granite|.Tr3-J1|.Kukin massif|.B.S.Kopelevich|.Deto:H2o+-0.20|(A oN.Efimov||,1959). 
1064- (56°20'20",118°18'10")|.Granite|.Mz|.L.S.Voronova|{V.T.Sviridenko,1966). 
1065- {54°22' ,116°58')|.Granite alkaline alaskitico Tr3-J1|.N.A.Lebedeva|{V.A.Popeko,1965). 
1066- {53°56' ,116°23')|.Bt-Hb granite|.Tr|.L.S.Voronova|{Yu.DoPenyagin,1966) . 
1067- {53°19'20",111°56')|.Granite-porphyry|.Tr1|.E.A.Kotlyarova|{E.E.Zelensky,1974). 
1068- {49°45' ,112°22')|.Granite-porphyry|.J3|.Khapcheranga stocko L.S.Voronova|{G.N.Permyakov,1962). 
1069- {65°07' ,175°3I'W)|.Granite medium-grained|.K2|.Enliveem massif|.Oth.:Co2-0.07|(V.N oStavitsky,1959|)0|
1070- {69°01' ,174°14')|.Granite|.K1|.Kukeney massif|.Oth.:C02-0|.02|,S-0.03|{G.B.Zhilinsky,1941). 
1071- (45°34'40",134°37'20")|.Bt granite|.K2|.Deto:H2o+-0.04|{N.A.Belyavsky,1951). 
1072- (50°41' ,113°33')|.Bt granite porphyraceous medium-fine-grained|.J3|.Duldurgin massif|.O.S.Beloborod'ko|(N.N.Chaban,1966). 
1073- (50°56' ,113°18')|.Granite leucocratic coarse|-grained|.J 2_3|.V.Petrikovetz|(A.I.Shevtsov,1967)0|
1074- (61°57' ,161°25')|.Bt granite porphyraceous||.K1|.Upper-Fedorov massif|.Det.:H2o+-0.28|(N.A.Lavrov,1953). 
1075- {48°54' ,139°05')|.Granite|.Pg2|.Yoly massif|{Ya.M.Fayn,1962). 
1076- (65°29' ,161°16')|.Bt granite|.K2|.Tauchakh massif|.Oth.:S|-0.07|(Yu.R.Vasil'ev,1959). 
1077- {56°03'50",118°42'30")|.Granite|.Mz|.Ust' -Sakukan massif|.V.I.Zhigalova|{I.A.Tombasov,1971). 
1078- (51°29' ,113°17')|.Granite leucocratic|.J1_2o Sukhan massif|.N.A.Lebedeva|{L.I.Sergeev,1967)0|
1079- {53°26'15",116°14')|.Granite leucocratic|.Tr|.Shukumin massif|.T.I.Linnik|{Yu.D.Penyagin,1967). 
1080- (51°17' ,113°53')|.Granite medium-grained|.J3|.Bituy-Zun massif|.D.M.Shuster|{E.V.Barabashev,1961). ..... ..|.0|
1081-(59°20' ,139°02')|.Granite|.K1|(V.V.Gromov,1973). 
1082-(61°26' ,149°57')|.Granite leucocratic micropegmatitic|.K1|.Siverdyk massif|(P.N.Spiridonov,1940). 
1083-(49°33' ,109°47')|.Granite leucocratic medium-grained|.Mz1 N.P.Mel'nikova|(N.P.Kostyakov,1968). 
1084-(54°53'15",117°32'35")|.Granite alkaline|.Tr|.Orogochin massif|.D.M.Shuster|(V.I.Shulika,1966). 
1085-(69°28' ,176°40')|.Bt granite|.K1|.Velitkenay massif|.Z.I.Karpicheva|.Det.:H2o+-0.44|(M.N.Bogdanova,1967). 
1086-(69°25' ,176°36')|.Bt granite|.K1 Velitkenay massif|.M.V.Kondrashina|.Det.:H2o+-0.59|(M.N.Bogdanova,1967). 
1087-(46°07' ,137°18')|.Granite|.Pg1|.L.Krustetskaya|.Det.:H2o+-0.26|.Oth.:Sr-0.01|,Ba-0.04|(M.A.Favorskaya,1972). 
1088- (44°31'30",135°33'40")|.Granophyre|.K2-Pg1|.L.I.Knyazeva|.Det.:H2o+-0.77|{Yu.S.Borodaev,1954). 
1089- (46°05' ,105°15')|.Granite leucocratic|.J3|(E.V.Mikhaylov,1973). 
1090- (65°28' ,166°17')|.Granosyenite alkaline|.K2|.Choatakchin massif|(K.L.Bykov,1955). 
1091- (67°55' ,178°05')|.Granite fine-grained|.K2|.Telekay massif|(V.N.Voevodin,1967). 
1092- (66°14' ,139°15')|.Quartz porphyry|.K1|.Molokan massif|(G.L.Padalka,1940). 
1093- (68°07' ,136°28')|.Bt granite coarse-grained|.K1|.Khatynnakh massif|.Oth.:S03-0.02|(A.F.Zausaev,1967). 
1094- (65°25' ,178°51'12")|.Granite|.K2|(E.G.Bordyugov,1978). 
1095- (45°09'02",134°57')|~Granite|.K2|(O.G.Starov,1970). 
1096- (63°14' ,152°11')|.Granite medium-grained|.J3|.Deras-Yuryugin massif|.M.P.Belopol'skaya|(E.F.Sukhanova,1950). 
1097- (63°56'55",167°54'10")|.Adamellite|.K1|(S.S.Lobunetz,1972). 
1098- (67°59' ,179°20'W)|.Granite leucocratic porphyraceous coarse-grained|.K|.Iul'tin massif|.L.P.Maslova|.Oth.:F-0.12|(A.P.Milov,1964). 
1099- (59°42' ,150°34')|.Aplite|.K1|.Magadan batholite|.M.V.Kanyukova|.Oth.:S-0.11|,B2o3-0.15|,Sno2-0.0l|,Cu-0.09|,Zn-0.03|(L.V.Firsov,1952). 
1100- (69°44' ,171°55')|.Bt granite porphyraceous medium-grained|.K2|.Northern massif|.Det.:H2o+-0.30|{V.P.Fedorov,1952). 
1101|- (43°40'20",135°13'30")|.Aplite|.K2-Pg|.Ol'gin massif|.T.G.Shpak|(G.A.Valuy,1975). 
1102|- (44°17'55",135°48'55")|.Granite leucocratic|.J-Pg3|.Pribrezhny massif|(B|.V.Kuznetsov,1965) . 
1103- (47°29'48",138°00'06")|.Granite alaskitic|.Pg1|.Kyambizin massif||.Det.:H2o+-0.06|(N.I.Shlepkin,1972). 
1104- (49°45' ,112°22'}|.Granite-porphyry|.J3|.Khapcheranga stock|.D.M.Shuster|(V.P.Kovalev,1967) . 
1105- (68°47' ,139°58')|.Bt granite porphyraceous|.K1|.O.A.Zaytseva|(A.I.Samusin,1972). 
1106- (51°34'30",110°22')|.Granosyenite fine|-grained|.Tr3|(L.I.Sergeev,1969). 
1107- (54°48'15",118°37')|.Granite leucocratic|.Tr|.E.F.Saranina|(Yu.P.Tryanin,1969). 
1108- (44°16' ,134°28'50")|.Granite|.K2|.Ararat massif|.O.V.Krutetskaya|(V.A||.Kigay,1955). 
1109- (45°35'50",136°36|' )|.Bt granite|.K2|.I.M.Lalykina|(A.I.Burde,1964). 
1110- (66°15' ,139°45')|.Bt-Mu granite medium-grained|.K1|.Chibagalakh massif|.L.G.Nefedova||.Oth.:Li20-0.03|(S||.I.Pinaev,1975). 
1111- (51°00' ,139°10')|.Granite leucocratic||.Pg1|.Tumnin massif|.M.M.Stukalova|(E.B|.Beltenev,1958). 
1112- (52°22' ,112°57')|.Granite porphyraceous fine-grained|.Tr3-J1|.L.S.Voronova|(V.A.Popeko,1968) . 
1113|- (54°12'10",119°24'30")|.Granite leucocratic alkaline|.Tr|.V.I.Zhigalova|(E.A.Ivanov,1969). 
1114- (61°21' ,156°23')|.Granite leucocratic||.K2|.Kalalagin massif||.N.I|.Sergutina|.Det.:H2o+-0.40|(A.D.Silinsky,1964). 
1115- (49°30' ,109°24')|.Mu-Bt granite medium-grained|.Mz1|.E.V.Saranina|(N.P.Kostyakov,1966). 
1116- (47°02'20",137°41')|.Granite coarse-grained|.K2|.Central Sikhote|-Alin|'massif|(I.Z.Bur'yanova,1968). 
1117- (47°55' ,107°25')|.Granite|.Tr3|.Gorikhin massif|(N.N.Senkevich). 
1118- (64°58' ,165°09')|.Granite fine-grained|.K2|.Oth.:S|-0.22|(G|.M.Sosunov,1958). 
1119- (63°00'48",167°30'07")|.Granite|.K1|.V.A.Sidorov|(V.A.Faradzhev,1971). 
1120- (45°38'35",135°05'50")|.Granite porphyraceous alaskitic coarse-grained|.K2|.Sinanchin massif|(Yu.N.Razmakhnin,1963). 
1121- (50°18' ,103°25')|.Bt granite|.Mz|.Pervomaysky stock|.Oth.:so3-0.70|(D.Zhalsabon,1964). 
1122- (51°34' ,110°22')|.Granite|(granosyenite|)fine-grained|.Tr3-J1|.T.I.Linnik|(L.I.Sergeev,1968). 
1123- (62°59' ,151°36')|.Aplite|.J3|.Tuannakh massif|.S.M.Shadskaya|.Det.:H2o+-0.24|(V.M.Sokolov,1954). 
1124- (67°24' ,134°54')|.Two mica granite coarse-grained|.K1|.Ynnykh massif|.Oth.:S03-0.02|(V.V.Boyarshinov;l974). 
1125- (59°54' ,144°10')|.Granite|.Gyrbyt massif|.K2|.Det.:H2o+-0.39|(E.G.Peskov,1965). 
1126- (62°26'30",173°38')|.Plagiogranite|.K|.M.I.Osinina|(O.N.Ivanov,1972). 
1127- (43°17' ,133°06'10")|.Granite alkaline|.K2|.Sitsin massif|(B.D.Chemeris,1966). 
1128- (56°04'30",118°47'30")|.Bt granite|.Mz|.Ust'-Sakukan massif|.L.S.Voronova|(I.A.Tombasov,1971). 
1129- (52°23'20",115°55')|.Granite-porphyry|.J 3|.R.N|.Gul'ko|(A~M.Strelov,1958) . 
1130- (54°05'20",116°40')|.Granite|-porphyry|.Tr1-J1|.N.A.Ogneva|(P.M|.Goloschukov,1963). 
1131- (45°38'35",135°04'10")|.Bt|-Hb granite|.K2|.Sinanchin m~ssif|(I.I.Gaev,1960) . 
1132- (61°19' ,146°11')|.Granite porphyraceous|.K2|.Right-Ul'chen massif|(Z|.G.Karaeva,1949). 
1133- (53°15' ,117°06'30")|.Granite alkaline|.J3|.T.A.Alfer'eva|(V.G|.Grigor'ev,1961). 
1134- (65°15' ,166°31')|.Bt granite leucocratic|.K2|.Travkin massif|.V.V.Langvagen|(M.G.Ravich,1938) . 
1135- (51°14'30",107°31'15")|.Granite alaskitic|.Tr|.I.N.Chernionnaya|(A.K.Izvekov,1972). 
1136- (67°58' ,178°04')|.Granite coarse|-grained|.K1|.Telekay massif|(V||.I.Voevodin,1967). 
1137- (51°08' ,112°56')|.Granite leucocratic medium-fine-grained|.J 3|.D.M.Shuster|(E.T|.Bubnov,1964) . 
1138- (63°41' ,147°25')|.Bt granite||.J3|.Okhandzhin massif|.N.I|.Morozova|.Det|.|:H2o+-0.26|(V.A.Serebryakov,1959). 
1139- (53°15'10",111°57'20") |.Granite|-porphyry|.Tr|.E.A.Kotlyarova|(E.E.Zel ensky,1974). 
1140- (51°44' ,114°55')|.Bt granite||.Tr3|.N.A.Lebedeva|(S|.K.Ushakov,1967) . 
1141-(49°16' ,104°43')0 Granite leucocratic o Tr3-J1|(E.V 0Mikhaylov11973). 
1142-|(63°13'|,152°12'|)o Granite-porphyry|.J3 o Deras-,Yuryugin massif|(L F|.Sukhanova'1950) . 
1143-(67°54' ,178°30'W)|.Bt granite|.K1|.Veshkap massifo E.I.Tolkacheva|(A.V.Andrianov'1939) . 
1144-(51°45' ,111°38') |.Granite subalkaline|.Tr3-J1|.Taydet massifo NoP.Mel'nikova|(VoV|.Starchenko'1968|)o|
1145-(50°11' ,108°18') |.Bt granite porphyraceous|.Tr|.N|.l oSerebryakova|(A.V.Vnukov'1960|)o|
1146-(51°31' ,113°09')|.Granite porphyraceous alkaline|.Tr3-J1|.T.A|.Alfer'eva|(loN0Fomin'1961). 
1147-(50°59' ,110°23') |.Granite leucocratic o J 1|.Endorok massif|.GoN|.Surova|(M.D.Berdnikov'1966). 
1148-(49°36' ,109°28') |.Granite leucocratic porphyraceouso Mz1|.VoI|.Zhigalova|(N oP0Kostyakov'1966) . 
1149-(52°49' ,114°32'20"Y|.Granite|.Tr3|~J'(S||~P- .Smelovsky,1968). 
1150-(50°27',108°38')0 Granite leucoc~~~ic|. |:ji U~per||-Buy massif|.N|.P.Mel'nikova|(V|.VoStarchenko,1968)0|
1151-(54°19'40",116°57'40")|.Granite leucocratic|.Tr|.Kadarsanar massif|.L.SoVoronova|(P.M.Goloschukov11964). 
1152-(67°55' ,135°16'|)0 Two mica granite coarse-grained o K1|.Kigilyakh massif|.Oth.|:S03-0o03|(V.V.Boyarshinov,1974). 
1153-0||-0|(53 13'25",111 58'20")|.Granosyenite|-porphyry|.Tr|.LA.Kotlyarova|(E.E.Zelensky'1974|)o|
1154-(53°20' ,129°58'|)0 Hb-Bt granodiorite|.K1|(V.V.Shikhanov,1966) . 
1155-(50°10' ,110°26').Granite porphyraceouso Tr|.D.M.Shuster|(A.D.Kanischev,1961). 
1156-(61°19' ,152°24')|.Mu-Bt granite leucocratic fine|-grained|.J3|.Gallutination stock o Z.I oKarpicheva. |+Oth.:co2-0.42|.Det.:H2o|-0.43|(A.A.Fedorenko,1964). 
1157-(50°08' ,109°58')|.Bt granite coarse|-grained|.J3|.Asakan-Shumilovo massif|.OoP.Maratkanova|(E.T.Bubnov,1967). 
1158-(54°40' ,116°20')|.Granite leucocratic fine-grained|.Tr-J|(Yu|.V.Kapustin,1962) . 
1159-(50°05' ,109°51') |.Bt granite coarse|-grained|.J3|.Asakan-Shumilovo massif o LoV.Sergeeva|(E.T.Bubnov,1967). 
1160-(45°09'15",134°57'30")|.Granite|.K2|(O|.G.Starov,1970). 
1161- (53°43' ,115°10')|.Granite leucocratic alkaline|.Tr-J1|.Zimov||'e massif|.A.I||.Fedorova|(V.A.Popeko,1968). 
1162- (59°54' ,139°18')|.Granite||.K2|.Oth.:S0~ |-0.10|(V.V.Gromov,1973), 
1163- (48°36' ,139°33')|.Alaskite|,Pg1|.Yisky massif|(M.A.Akhmet'ev,1963) . 
1164- (62°14' ,155°30')|.Granite porphyraceous|.K2|.Nevsky massif|.Oth|. :co2-0.05|,F-0,03|,Sno2-0.06|(O.D.Mel'nikov,1945). 
1165- (47°45' ,109°13'24")|.Granite leucocratic|.J2|(V.A.Bobrov). 
1166- (51°08' ,112°56')|.Granite leucocratic fine-medium-grained|.J3|.D.M.Shuster|(E|.T.Bubnov,1964). 
1167- (62°05' ,149°13')|.Granite unevengrained|.J3|.Big Annachag massif||.N.I.Morozova|.Oth.:B2o3-0.02|,F-0.02|,Cl-0.04|.Det.:H2o+-0.37|(V.N.Li patov,1960). 
1168- (52°06'50",115°58'30")|.Granite leucocratic|.J3|.Zangan massif||.N.A.Ogneva|(V.A.Gulin,1964). 
1169- (43°50'20",134°08')|.Granite|.K2|(Yu||.P,Bidyuk,1965). 
1170- (50°18' ,110°02')|.Granite-porphyry|.J2|.Innokenty intrusion|.Oth|,|:W03-0.03|(A|.D.Scheglov,1959) . 
1171- (49°45' ,112°22')|.Granite-porphyry|.J3|.Khapcheranga stock|.D.M.Shuster|(G.N.Permyakov,1962) . 
1172- (61°23' ,151°48')|.Granite porphyraceous||.K2|.Dneprovsky massif||.V|.I|.Noskov|.Det.:H2o+-0.32|(R.P.Petrov,1945). 
1173- (69°25',176°39')|.Bt-Mu granite leucocratic|.K1|.Velitkenay massif|.|.M.V.Kondrashina|.Det|. :H2o+-0.35|(M.N.Bogdanova,1967) . 
1174- (61°21' ,151°49')|.Granite-porphyry|.K2|.Dneprovsky massif|.Oth|.:S-0.08|,so3-0.06|,Sno2-0.0l|,F-0.07|,Cl-0.05|(R.P.Petrov,1945). 
1175- (51°22' ,108°21')|.Alaskite||.Tr-J1|.R.T|.Vyatkina|(A.K.Izveko~,'968) , 
1176- (52°54'30",110°06')|.Granite leucocrat ic fine-medium-grained|.Tr|-J1(E.P|.Zeleny,1971). 
1177- (66°25' ,174°55'W) |.Granite-porphyry||.K1|.Kenga massif||.L.A.Finogentova||.Det|. :H2o+-0.06|(E.A.Makarov,1975). 
1178- (52°33'45",115°38')|.Granite leucocratic alkaline|.Tr|.N.A.Ogneva|(R|.V.Tsoy,1960). 
1179- (69°58' ,171°03')|.Granite porphyraceous|.K2|.Yanranay massif|.Oth. :B2o3-0.08|(S.F,Lugov,1953), 
1180- (53°41'50",115°06'10") |.Granite|.Tr-J1|.Right-Khuluglin massif||.N|,P,Mel'nikova|(V.A.Popeko||,1967) , 
1181- (60°46' ,153°48')|.Hb-Bt granite subalkaline medium-grained|.K2|.Gena massif|.G.A.Finogentova|.Det.:H2o+-0.30|(Yu.G.Kobylyansky,1964). 
1182- (63°39' ,175°40')|.Granite|.K|.Borkhodaev|(O.N.Ivanov,1979). 
1183- (61°02' ,150°08')|.Granite porphyraceous fine-grained|.K1|.Tenkely massif|.A.Kh.Brovtman|(A.F.Mikhaylov,1948). 
1184- (48°17',104°35'46")|.Granite|.J 2|(Yu.P.Arsen'ev,1960). 
1185- (60°30'41",165°35'04")|.Granite|.K1|.V.A.Sidorov|(V.A.Faradzhev,1971). 
1186- (49°39' ,112°56')|.Bt granite fine-grained|.J2|.Khalzan massif|.V.M.Kovyazina|.Oth.:Ba0-tr.,S-0.04,S03-0.02|(V.Ya.Kiselev,1958). 
1187- (47°45' ,109°13' ,24")|.Granite leucocratic|.Tr3-J1|.Modabin massif|(E.V.Mikhaylov,1973). 
1188- (61°19' ,149°10')|.Bt granite fine-grained|.J3|.West-Butugychag massif|(B.L.Flerov,1937). 
1189- (51°38' ,113°15')|.Granite leucocratic fine-grained|.Tr3-J1|.Kukin massif|.E.A.Saranina|(L.L.Feoktistov,1968). 
1190- (50°37' ,113°36')|.Bt-Hb granite porphyraceous|.J3|.Sakhanay massif|.O.M.Shirokova|(E.A.Belyakov,1962). 
1191- (52°03'30",114°20'50")|.Granite leucocratic|.J 2|.Volokatuy stock|.T.I.Linnik|(E.A.Zaykov,1970). 
1192- (51°34' ,113°16')|.Granite leucocratic medium-grained|.J 1_2|.V.I.Nikitina|(L.L.Feoktistov,1968). 
1193- (54°27' .135°15')|.Adamellite|.K2-Pg1|.Utanak massif|(S.l.Gorokhov,1962). 
1194- (43°37'30",135°12'20")|.Granite miarolitic|.K2-Pg|.Ol'gin massif|.L.V.Nedashkovskaya|(G.A.Valuy,1975). . 
1195- (69°50' ,171°55')|.Granite leucocratic|.K2|.Northern massif|.V.V.Langvagen|.Oth.:Ba0-0.06|,Li20-0.10|,Cl-0.02|,S03-0.28|(N.I.Tikhomirov,1940). 
1196- (59°30' ,144°17')|.Bt granite medium-grained|.K2|.Lower-Ul'bey massif|.Plotnikova|(I.M.Speranskaya,1957). 
1197- (45°41'50",134°05')|.Granite|.K2|(Yu.N.Razmakhnin,1964). 
1198- (44°35'28",135°59'40")|.Granite-porphyry|.K2-Pg1|.M.F.Vasilenko|(V.I.Zhuravlev,1964). 
1199- (48°07' ,107°42')|.Granite leucocratic|.Tr3|.Dzunbain massif|(V.I.Kovalenko,1971). 
1200- (66°14' ,139°45')|.Bt-Mu granite medium-grained|.K1|.Chibagalakh massif|.L.G|.Nefedova|(S.I.Pinaev,1975). 
1201- (63°59' ,147°13|' )|.Bt granite|.J3|.Marki massif|(V.I.Krasnokutsky11938) . 
1202- (63°13' ,148°26')|.Bt granite||.J3|.Ch'orgo massif|.G.S.Gormasheva||.Det.:H2o+-0.44|,co2-0.02|,F-0.041 Li20-0.04|(V.A|.Serebryakov,1958) . 
1203- (55°12' ,126°09')|.Granite leucocratic||.K1|(E.V.Yalynychev,1965) . 
1204- (50°50' ,108°23')|.Granite l eucocratic medium-grained|.Tr3-J1|.Totkotoy massif|.L.V.Sergeeva|(V|.M.Sizykh,1964). 
1205- (46°50' ,105°35')|.Granite||.J2|.Ubur-Unchzhul massif|(E.V.Mikhaylov,1973) . 
1206- (69°58' ,134°06')|.Bt granite|.K1|.Kerekh massif|.Oth.:so3-0.05|(G.S|.Yaskelyainen 11967) . 
1207- (68°03' ,136°30')|.Granite coarse-grained|.K1|.Khatynnakh massif|(A.F.Zausaev,1969) . 
1208- (60°47' ,153°01')|.Bt granite coarse|-grained|.K1|.Upper-Yam mass i f||.G.A||.Finogentova||.Det. :H2o+-0.43|(Yu.G.Kobylyansky,1964). 
1209- (53°43' ,115°12'10")|.Granite leucocratic|.Tr-J1|.Zimov'e massif|.A|.I||.Fedorova|(V|.A|.Popeko,1968) . 
1210- (43°48'35",135°27'35")|.Granit e coarse|-grained|.K2-Pg1|.Vladimirsky massif||.T.G.Shpak|(G.A.Valuy,1975)~ 
1211- (51°44' ,113°00')|.Granite porphyraceous||.Tr3-J1|.Kukin massif|.G|.L.Znamenskaya|(I|.N|.Fomin 9 1963) . 
1212- (46°50' ,106°10')|.Granite||.J2_3|(U|.A.Korchagin,1967). 
1213- (49°08'50",113°03')|.Granite|.J1|.Oth|. :S03-0.49|(Tochtokh,1974) . 
1214- (49°37' ,111°03')|.Bt granite fine|-grained|.J2|.N.P.Mel'nikova|(V|.P.Krasnov,1967). 
1215- (52°22'35",109°32'15")|.Granite alkaline|.Tr|.E.A.Kotlyarova|(E|.M.Bagadaev,1969). 
1216- (45°48' ,137°40')|.Granite porphyraceous pegmatoid|.K2|(V.N.Ovechkin,1977) . 
1217- (52°47' ,116°35')|.Granite alkaline||.Tr||.Tungir massif|.N.A.Lebedeva|(N.V|.Kuzheleva||,1968) . 
1218- (53°55'20",115°46')|.Granite|.Tr-J||.Kontalak massif|.L.E.Fedoseeva|(V.S.Ivanov,1968) . 
1219- (68°12' ,178°28'W)|.Granite||.K1|.Metegyn massif|.G.A.Finogentova||.Det.:H2o+-0.35|(E|.S.Sukhov11963). 
1220- (61°56' ,140°25')|.Bt granite||.J3|.Matur-Khatyn stock|.Zemerova|(N|.V|.Ichetovkin,1963) . 
1221-(46°03' ,115°40')|.Granite leucocratic|.J|(V.A.Bobrov). 
1222-(67°51' ,179°20'W)|.Granite|.K1|.Iul'tin massif|(A.I|.Kyshtymov,1962). 
1223-(50°58' ,110°25')|.Granite leucocratic unevengrained||.J 1|.Engorok massif||.G.N.Surova|(M.D.Berdnikov,1965). 
1224-(62°24' ,158°42')|.Bt granite|.K2|.Gordy massif|(N.M.Keppen,1941). 
1225-(45°21' ,136°20')|.Grani~e leucocratic|.K2|.Abrek massif|(V.N.Musin,1970). 
1226-(53°11'45",117°50'20")|.Granite leucocratic||.Tr|(V.A.Gulin,1959). 
1227-(49°27' ,112°03')|.Granite.|'leucocratic medium-grained||.J 1_2|.O.M.Shirokova|(E|.V.Barabashev,1959). 
1228-(47°27'24",138°17'12")|.Granite|.Pg 1|.Bugin massif||.Det.:H2o+-0.18|(N.I|.Shlepkin,1972). 
1229-(45°05'15",136°47'50")|.Granite|.K2-Pg1|.O.V.Krutet skaya|(V.A||.Kig~y,1955) . 
1230-(50°42' ,110°23')|.Granite leucocratic coarse-grained|.J 1|.L.S.Voronova|(M|.D|.Berdnikov,1965). 
1231-(50°40',113°40')|.Granite porphyraceous coarse|-medium-grained||.J3|.Sakhanay massif|.D.M.Shuster|(N|.N.Chaban,1965). 
1232-(53°41'50",115°04'30")|.Granite alkaline|.Tr-J1|.Right|-Khuluglin massif|.N|.P.Mel'nikova|(V.A.Popeko,1967) . 
1233|-(68°27' ,138°40')|.Bt granite medium-grained|.K1|.Khadaran'in massif|(R|.N.Ti tov||,1959). 
1234-(60°44' ,150°32')|.Granite|.K2|.Bonsakhchin massif|(A.S.Krasil'nikov,1951) . 
1235-(66°33' ,138°21')|.Bt granite|.K1|.Molokan massif||.E.A|.Sveshinskaya|.Oth.:Ba0-0.03|,Li20-0.08||,B20~-0;ll, ~03||~0.0~|,F||~0.07|,Cl-0.02|(G.L.Pad~lka,194~). . + 
1236-(51 15|,113 37|)|.Granite|.J1_2|.Gorkhon mas sif||.Oth|. |.S03-0.0l|.Det|.|.H2o|-0|.14|(V.I.Valedinsky,1939). 
1237-(69°03' ,174°10')|.Granite leucocratic medium-gra ined|.K1|.Kukeney massif||.Baybakova||.Oth. :U3o8-0.02|(G.S.Basiladze,1952). 
1238-(51°31' ,113°18')|.Granite leucocratic porphyraceous||.J1_2|.L.S.Voronova|(L.L||.Feoktistov,1968). 
1239-(50°13'07",143°01')|.Granite|.Pg|.Valzin intrusive||.M.N.Zorin|(V.I|.Naryzhny|'s coll|.j l963) . 
1240-(53°33'50",119°59')|.Bt|-Hb granite porphyraceous|.J3|.D.M.Shuster|(E|.A|.Ivanov||,1963) . .... |~0|
1241- (54°08'40",119°26')|.Bt granite|.Tr|.V.I.Zhigalova|(E.A.Ivanov,1969). 
1242- (44°27'40",136°02')|.Granite|.Pg2|.Oprichnin massif|.L.V.Nedashkovskaya|(S.A.Korenbaum11973). 
1243- (50°07' ,110°11')|.Two mica granite||.J2|.Asakan-Shumilovo massif||.Oth.:S03-0.13|(I.F.Grigor'ev,1949). 
1244- (59°27' ,150°55')|.Bt granite leucocratic|.K1|.Magadan batholite|.Oth.:S03-0.02|(A|.M.Demin11945) . 
1245- (43°06'55",134°20'10")|.Granite leucocratic|.K2|.Valentinovsky massif|(V.N.Musin 11970) . 
1246- (46°51' ,105°45')|.Granite|.J2|.Baga-Khayrkhan massif|(E.V.Mikhaylov,1973). 
1247- (52°21'10",115°17'30")|.Granite porphyraceous|.Tr|.N.l.Serebryakova|(A.N.Yatsko11964) . 
1248- (52°44' ,115°33')|.Granite|.Tr|.Ulgurgin massif|.U.M.Samochernova|(M.I.Nikul|'shin 11959) . 
1249- (45°34'30",136°59'30")|.Granite-porphyry|.K2|.Oth.:H2o+-0.74|(V.N.Ovechkin,1975). 
1250- (52°47' ,110°13'20")|.Granite|-porphyry|.Tr-J1|(N.P.Mikhno,1966). 
1251- (69°55' ,134°00')|.Bt granite|.K1|.Tarbagannakh massif|(V.M.Oleshko,1965). 
1252- (47°00' ,105°10')|.Granite J|.Onchon|-Khayrkhan massif|(A.F.Kurguzkin,1968). 
1253- (45°32'30",135°18'30")|.Granite|.K2|.Vodorazdel'ny massif|.Det|. :H2o+-0.49|(A|.A|.Strizhkova11975) . 
1254- (43°42' ,133°56')|.Aplite alaskitic|.K2|.E.P.Komogorova|(Yu.P.Bidyuk,1962). 
