 SAMPLE	ROCK SUITE	V/P	SIO2 	TIO2 	AL2O3	FE2O3	FEO  	MNO  	MGO  	CAO  	NA2O 	K2O  	P2O5 	CO2  	F    	S    	BAO  	ANA.TOT.	OXD.RAT.	MG RATIO	AGP.COEF.	AB/AB+AN	DIFFER.INDEX	ALKALINITY	      	NORM TOTAL	MG/FE+MG	  QZ	  OR	  AB	  AN	  NP	  LC	  AC	 COR	  DI	  HY	  OL	  WO	  MG	  HM	  IL	  AP	  FL	  HA	  CC	  PY	  ZR	  CR	  SP	  PV	  RT	 THN	NACR	NAMT	KMTA	CAOR	  KP	
 ASOTN   	WINTER-TABLE-15-3   	V	 50.7000008 	 1.45000005 	 16.2000008 	 0.00000000E+00 	 9.64000034 	 0.170000002 	 8.18999958 	 10.6999998 	 2.22000003 	 0.509999990 	 0.180000007 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9599991 	 0.657000005 	 59.6350594 	 0.259444147 	 36.4625587 	 24.0386086 	METALUMINOUS	   	 99.9619293 	 0.202861771 	 2.24127316 	 3.01365614 	 18.7836781 	 32.7312965 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 15.3651962 	 19.8526459 	 0.00000000E+00 	 0.00000000E+00 	 4.79393625 	 0.00000000E+00 	 2.75391126 	 0.426331848 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 GOOSE   	WINTER-TABLE-15-3   	V	 47.5000000 	 3.78999996 	 12.5000000 	 0.00000000E+00 	 17.5000000 	 0.270000011 	 4.40999985 	 8.80000019 	 2.44000006 	 1.23000002 	 1.53999996 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.9800034 	 0.649760008 	 82.5811615 	 0.427515000 	 51.3981705 	 33.8850212 	METALUMINOUS	   	 100.055695 	 0.410773665 	 5.97166729 	 7.26822948 	 20.6451244 	 19.5219173 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 11.6092863 	 15.3074322 	 0.00000000E+00 	 0.00000000E+00 	 8.88638020 	 0.00000000E+00 	 7.19815397 	 3.64750528 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 PHILPP90	PHILLIPOT-TAB-6-3   	P	 53.7999992 	 2.00000000 	 13.8999996 	 2.59999990 	 9.30000019 	 0.200000003 	 4.09999990 	 7.90000010 	 3.00000000 	 1.50000000 	 0.400000006 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.6999969 	 0.00000000E+00 	 61.9158325 	 0.471734554 	 55.8929520 	 41.0526428 	METALUMINOUS	   	 98.7154770 	 0.472115725 	 6.80559731 	 8.86369419 	 25.3833485 	 20.0308704 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 13.7650661 	 15.3514004 	 0.00000000E+00 	 0.00000000E+00 	 3.76959300 	 0.00000000E+00 	 3.79849815 	 0.947403967 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HAWTHOL1	WINTER-TABLE-14-1   	V	 49.4000015 	 2.50000000 	 13.8999996 	 3.02999997 	 8.52999973 	 0.159999996 	 8.43999958 	 10.3000002 	 2.13000011 	 0.379999995 	 0.259999990 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.0300064 	 0.00000000E+00 	 47.4802475 	 0.281604528 	 39.8141403 	 22.4413300 	METALUMINOUS	   	 99.0363464 	 0.252511263 	 2.17368317 	 2.24546933 	 18.0221786 	 27.2435913 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 17.8786793 	 21.7157841 	 0.00000000E+00 	 0.00000000E+00 	 4.39302540 	 0.00000000E+00 	 4.74812269 	 0.615812600 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HAWTHOL2	WINTER-TABLE-14-1   	V	 49.2000008 	 2.56999993 	 12.8000002 	 1.50000000 	 10.1000004 	 0.170000002 	 10.0000000 	 10.8000002 	 2.11999989 	 0.509999990 	 0.250000000 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.020004 	 0.00000000E+00 	 52.1175842 	 0.315510184 	 42.8710442 	 20.9512215 	METALUMINOUS	   	 100.025299 	 0.290217310 	 0.00000000E+00 	 3.01365614 	 17.9375648 	 23.9031811 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 22.7487926 	 18.2553120 	 6.51882696 	 0.00000000E+00 	 2.17476535 	 0.00000000E+00 	 4.88106966 	 0.592127502 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HAWTHOL3	WINTER-TABLE-14-1   	V	 49.4000015 	 2.47000003 	 13.0000000 	 2.31999993 	 9.15999985 	 0.180000007 	 9.78999996 	 10.1999998 	 2.24000001 	 0.469999999 	 0.239999995 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.4699936 	 0.00000000E+00 	 48.1495132 	 0.322508007 	 44.0957031 	 21.7301922 	METALUMINOUS	   	 99.4749832 	 0.258358002 	 0.00000000E+00 	 2.77729082 	 18.9528999 	 24.0283852 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 20.1950989 	 22.5917530 	 2.30632854 	 0.00000000E+00 	 3.36363649 	 0.00000000E+00 	 4.69114494 	 0.568442404 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ALL     	WINTER-TABLE-13-2   	V	 50.5000000 	 1.55999994 	 15.3000002 	 0.00000000E+00 	 10.5000000 	 0.00000000E+00 	 7.46999979 	 11.5000000 	 2.61999989 	 0.159999996 	 0.129999995 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.7400055 	 0.656740010 	 64.4295654 	 0.292948753 	 42.8933296 	 24.8763485 	METALUMINOUS	   	 99.7371674 	 0.225304410 	 1.76276302 	 0.945460796 	 22.1681232 	 29.5138607 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 21.4537354 	 15.3969202 	 0.00000000E+00 	 0.00000000E+00 	 5.22556877 	 0.00000000E+00 	 2.96282840 	 0.307906300 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 MAR     	WINTER-TABLE-13-2   	V	 50.7000008 	 1.49000001 	 15.6000004 	 0.00000000E+00 	 9.85000038 	 0.00000000E+00 	 7.69000006 	 11.3999996 	 2.66000009 	 0.170000002 	 0.119999997 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6800079 	 0.654799998 	 62.2724419 	 0.292225838 	 42.7638359 	 25.0800381 	METALUMINOUS	   	 99.6765137 	 0.207139045 	 1.56891549 	 1.00455213 	 22.5065708 	 30.1233444 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 20.5646305 	 15.8646135 	 0.00000000E+00 	 0.00000000E+00 	 4.92978668 	 0.00000000E+00 	 2.82988095 	 0.284221202 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 EPR     	WINTER-TABLE-13-2   	V	 50.2000008 	 1.76999998 	 14.8999996 	 0.00000000E+00 	 11.3000002 	 0.00000000E+00 	 7.09999990 	 11.3999996 	 2.66000009 	 0.159999996 	 0.140000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6300049 	 0.657119989 	 67.2229385 	 0.305228353 	 44.3483810 	 25.4459724 	METALUMINOUS	   	 99.6278610 	 0.244320750 	 1.99394107 	 0.945460796 	 22.5065708 	 28.2429066 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 22.0832291 	 14.5450077 	 0.00000000E+00 	 0.00000000E+00 	 5.61748219 	 0.00000000E+00 	 3.36167073 	 0.331591398 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 IOR     	WINTER-TABLE-13-2   	V	 50.9000015 	 1.19000006 	 15.1999998 	 0.00000000E+00 	 10.3000002 	 0.00000000E+00 	 7.69000006 	 11.8000002 	 2.31999993 	 0.140000001 	 0.100000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.6400070 	 0.662100017 	 63.3160782 	 0.260992080 	 39.0437279 	 23.2439709 	METALUMINOUS	   	 99.6357422 	 0.233892366 	 2.78690338 	 0.827278197 	 19.6297894 	 30.6466351 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 21.9235783 	 16.2786045 	 0.00000000E+00 	 0.00000000E+00 	 5.04599190 	 0.00000000E+00 	 2.26010656 	 0.236850992 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 BASALT  	WINTER-TABLE-14-2   	V	 42.7999992 	 4.13999987 	 14.3000002 	 5.88999987 	 8.55000019 	 0.170000002 	 6.76000023 	 12.0000000 	 2.78999996 	 2.05999994 	 0.579999983 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.040001 	 0.00000000E+00 	 44.3810234 	 0.476763308 	 25.6191330 	 28.1830864 	METALUMINOUS	   	 100.062950 	 0.163198456 	 0.00000000E+00 	 12.1728067 	 7.03020859 	 20.4110355 	 8.98007011 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 28.1538086 	 0.00000000E+00 	 5.53881979 	 0.00000000E+00 	 8.53957748 	 0.00000000E+00 	 7.86289072 	 1.37373579 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRACBSLT	WINTER-TABLE-14-2   	V	 46.0000000 	 3.41000009 	 17.1000004 	 3.70000005 	 7.11999989 	 0.170000002 	 4.61000013 	 10.1999998 	 3.99000001 	 3.01999998 	 0.750000000 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.069992 	 0.00000000E+00 	 50.1548691 	 0.574860752 	 36.6160469 	 41.3841362 	METALUMINOUS	   	 100.101868 	 0.237664193 	 0.00000000E+00 	 17.8455734 	 11.4552193 	 19.8294792 	 12.0833445 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 20.8348312 	 0.00000000E+00 	 4.43618155 	 0.00000000E+00 	 5.36442041 	 0.00000000E+00 	 6.47643948 	 1.77638257 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRACBSLT	WINTER-TABLE-14-2   	V	 49.4000015 	 3.19000006 	 18.5000000 	 2.86999989 	 5.36999989 	 0.159999996 	 3.30999994 	 7.46999979 	 4.94999981 	 3.68000007 	 1.10000002 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.000008 	 0.00000000E+00 	 50.2789154 	 0.655306697 	 58.2486191 	 55.5538406 	METALUMINOUS	   	 100.049622 	 0.188734636 	 0.00000000E+00 	 21.7455978 	 24.2630348 	 17.3912315 	 9.54520702 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 9.98118305 	 0.00000000E+00 	 4.29835224 	 0.00000000E+00 	 4.16105032 	 0.00000000E+00 	 6.05860424 	 2.60536098 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRACNDST	WINTER-TABLE-14-2   	V	 54.5999985 	 1.75000000 	 19.5000000 	 2.82999992 	 2.86999989 	 0.180000007 	 1.50000000 	 5.65000010 	 5.82000017 	 4.84999990 	 0.509999990 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.060005 	 0.00000000E+00 	 42.4571152 	 0.760004461 	 70.9088821 	 69.5887604 	METALUMINOUS	   	 100.078995 	 7.13557824E-02 	 0.00000000E+00 	 28.6592808 	 31.1006317 	 12.7593660 	 9.82884979 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 8.76536083 	 0.00000000E+00 	 0.00000000E+00 	 0.330827951 	 4.10305643 	 0.00000000E+00 	 3.32368565 	 1.20794010 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRACHYTE	WINTER-TABLE-14-2   	V	 60.2000008 	 0.800000012 	 20.2000008 	 2.20000005 	 0.910000026 	 0.140000001 	 0.490000010 	 2.15000010 	 6.57999992 	 6.23000002 	 0.109999999 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.010010 	 0.00000000E+00 	 26.6919765 	 0.869471848 	 85.3852005 	 86.2047272 	METALUMINOUS	   	 100.007217 	 0.00000000E+00 	 0.00000000E+00 	 36.8138809 	 41.9628944 	 7.18249893 	 7.42795229 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 2.15192103 	 0.00000000E+00 	 0.155859306 	 0.00000000E+00 	 1.07116377 	 1.46109521 	 1.51939929 	 0.260536104 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 BASALT  	WINTER-TABLE-14-3   	V	 50.0000000 	 2.60999990 	 16.7000008 	 0.00000000E+00 	 11.6000004 	 0.189999998 	 5.69999981 	 8.71000004 	 3.00000000 	 1.15999997 	 0.340000004 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.009995 	 0.628480017 	 71.5491714 	 0.370610327 	 46.9555931 	 34.1318932 	METALUMINOUS	   	 100.020981 	 0.239388019 	 1.89395404 	 6.85459089 	 25.3833485 	 28.6748524 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 9.91802692 	 15.2855806 	 0.00000000E+00 	 0.00000000E+00 	 6.24829149 	 0.00000000E+00 	 4.95703983 	 0.805293381 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 HAWAIITE	WINTER-TABLE-14-3   	V	 51.4000015 	 2.65000010 	 16.0000000 	 0.00000000E+00 	 10.6999998 	 0.200000003 	 5.13999987 	 8.35999966 	 3.68000007 	 1.35000002 	 0.589999974 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 100.069992 	 0.603460014 	 71.8698654 	 0.469572157 	 57.3545609 	 41.1742668 	METALUMINOUS	   	 100.093735 	 0.205397695 	 2.06003118 	 7.97732592 	 31.1369095 	 23.1515541 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 11.5972767 	 11.5885429 	 0.00000000E+00 	 0.00000000E+00 	 6.15165329 	 0.00000000E+00 	 5.03301001 	 1.39742088 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRNSANDS	WINTER-TABLE-14-3   	V	 53.2000008 	 2.51999998 	 16.1000004 	 0.00000000E+00 	 9.65999985 	 0.289999992 	 3.54999995 	 6.44000006 	 4.88999987 	 1.90999997 	 1.14999998 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.7100067 	 0.556959987 	 76.0400848 	 0.627898157 	 71.6891174 	 54.7682419 	METALUMINOUS	   	 99.7637482 	 0.189839989 	 2.10694718 	 11.2864370 	 41.3748589 	 16.3394222 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 6.47556782 	 8.46562386 	 0.00000000E+00 	 0.00000000E+00 	 6.20499134 	 0.00000000E+00 	 4.78610802 	 2.72378635 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 TRACHYTE	WINTER-TABLE-14-3   	V	 64.8000031 	 0.610000014 	 16.7999992 	 0.00000000E+00 	 4.48000002 	 0.219999999 	 0.529999971 	 1.53999996 	 6.53000021 	 3.63000011 	 0.660000026 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.8000107 	 0.434320003 	 87.6626968 	 0.873072267 	 94.3188400 	 86.9937134 	METALUMINOUS	   	 99.8276749 	 0.336905837 	 10.2924738 	 21.4501438 	 55.2510910 	 3.32796979 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.909113407 	 0.00000000E+00 	 2.20085859 	 0.00000000E+00 	 0.00000000E+00 	 3.67426038 	 0.00000000E+00 	 1.15854192 	 1.56321657 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 RHYOLITE	WINTER-TABLE-14-3   	V	 73.0999985 	 0.200000003 	 12.3999996 	 0.00000000E+00 	 3.39000010 	 0.109999999 	 3.99999991E-02 	 0.219999999 	 5.57999992 	 4.69999981 	 1.99999996E-02 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 99.7599945 	 0.396820039 	 96.0164642 	 1.15024638 	 100.000000 	 89.8949356 	PERALKALINE 	   	 99.7545090 	 0.947124243 	 24.5093250 	 27.7729092 	 37.6127014 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 5.91526651 	 0.00000000E+00 	 0.850975752 	 1.99445379 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.379849821 	 4.73701991E-02 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.671656668 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 THOLBASL	WINTER-TAB-A-2-&-3  	V	 49.2000008 	 2.02999997 	 16.1000004 	 2.72000003 	 7.76999998 	 0.180000007 	 6.44000006 	 10.5000000 	 3.00999999 	 0.140000001 	 0.230000004 	 0.140000001 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.4600067 	 0.00000000E+00 	 50.4731522 	 0.316887379 	 45.9104080 	 26.5357246 	METALUMINOUS	   	 98.4652100 	 0.299349785 	 0.240486741 	 0.827278197 	 25.4679604 	 30.0052128 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 15.9992247 	 17.2628460 	 0.00000000E+00 	 0.00000000E+00 	 3.94357443 	 0.00000000E+00 	 3.85547543 	 0.544757307 	 0.00000000E+00 	 0.00000000E+00 	 0.318395823 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 ORENDITE	WINTER-TAB-A-2-&-3  	V	 35.5999985 	 5.98000002 	 12.8999996 	 7.67999983 	 9.27999973 	 5.00000007E-02 	 5.40000010 	 8.46000004 	 8.35000038 	 2.77999997 	 2.13000011 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 98.6099930 	 0.00000000E+00 	 45.4219589 	 1.29775822 	 0.00000000E+00 	 43.9677086 	PERALKALINE 	   	 96.3754654 	 4.91919518E-02 	 0.00000000E+00 	 16.3356838 	 0.00000000E+00 	 0.00000000E+00 	 27.5601234 	 7.19023719E-02 	 0.00000000E+00 	 0.00000000E+00 	 21.9930935 	 0.00000000E+00 	 2.87741518 	 0.00000000E+00 	 11.1347971 	 0.00000000E+00 	 11.3575096 	 5.04492664 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	 0.00000000E+00 	
 SAMPLE	ROCK SUITE	V/P	SIO2 	TIO2 	AL2O3	FE2O3	FEO  	MNO  	MGO  	CAO  	NA2O 	K2O  	P2O5 	CO2  	F    	S    	BAO  	ANA.TOT.	OXD.RAT.	MG RATIO	AGP.COEF.	AB/AB+AN	DIFFER.INDEX	ALKALINITY	  	NORM TOTAL	MG/FE+MG	  QZ	  OR	  AB	  AN	  NP	  LC	  AC	 COR	  DI	  HY	  OL	  WO	  MG	  HM	  IL	  AP	  FL	  HA	  CC	  PY	  ZR	  CR	  SP	  PV	  RT	 THN	NACR	NAMT	KMTA	CAOR	  KP	
